lat	long	q	age	q(t)	sqrt age	d(t)	q(t)
47.88	-128.63	303	1.1679138	7.2417	1.080700606	2704.384915	10.45617994
47.89	-128.64	349	1.1679138	8.3411	1.080700606	2704.384915	10.45617994
47.89	-128.64	415	1.1679138	9.9185	1.080700606	2704.384915	10.45617994
47.89	-128.64	368	1.1679138	8.7952	1.080700606	2704.384915	10.45617994
47.89	-128.65	462	0.91232389	11.0418	0.955156474	2659.656681	11.83052233
47.89	-128.65	401	0.91232389	9.5839	0.955156474	2659.656681	11.83052233
47.89	-128.66	311	0.91232389	7.4329	0.955156474	2659.656681	11.83052233
47.89	-128.66	313	0.91232389	7.4807	0.955156474	2659.656681	11.83052233
47.92	-128.79	85	0.66285837	2.0315	0.814161145	2616.000215	13.87931624
47.92	-128.79	85	0.66285837	2.0315	0.814161145	2616.000215	13.87931624
47.92	-128.8	84	0.66285837	2.0076	0.814161145	2616.000215	13.87931624
47.92	-128.8	82	0.66285837	1.9598	0.814161145	2616.000215	13.87931624
47.92	-128.81	82	0.66285837	1.9598	0.814161145	2616.000215	13.87931624
47.92	-128.81	92	0.66285837	2.1988	0.814161145	2616.000215	13.87931624
47.92	-128.81	103	0.66285837	2.4617	0.814161145	2616.000215	13.87931624
47.92	-128.81	98	0.66285837	2.3422	0.814161145	2616.000215	13.87931624
47.92	-128.81	113	0.66285837	2.7007	0.814161145	2616.000215	13.87931624
47.92	-128.81	114	0.66285837	2.7246	0.814161145	2616.000215	13.87931624
47.75	-127.71	164	3.4946105	3.9196	1.869387734	3111.556838	6.044759894
47.75	-127.72	158	3.4946105	3.7762	1.869387734	3111.556838	6.044759894
47.75	-127.72	150	3.4946105	3.585	1.869387734	3111.556838	6.044759894
47.75	-127.72	150	3.4946105	3.585	1.869387734	3111.556838	6.044759894
47.76	-127.72	155	3.3711357	3.7045	1.836065277	3089.948748	6.154465282
47.76	-127.73	157	3.3711357	3.7523	1.836065277	3089.948748	6.154465282
47.76	-127.73	158	3.3711357	3.7762	1.836065277	3089.948748	6.154465282
47.76	-127.73	160	3.3711357	3.824	1.836065277	3089.948748	6.154465282
47.76	-127.73	156	3.3711357	3.7284	1.836065277	3089.948748	6.154465282
47.76	-127.74	162	3.3711357	3.8718	1.836065277	3089.948748	6.154465282
47.76	-127.74	169	3.3711357	4.0391	1.836065277	3089.948748	6.154465282
47.76	-127.74	182	3.3711357	4.3498	1.836065277	3089.948748	6.154465282
47.76	-127.74	195	3.3711357	4.6605	1.836065277	3089.948748	6.154465282
47.76	-127.75	204	3.1612465	4.8756	1.777989454	3053.218138	6.355493263
47.76	-127.75	220	3.1612465	5.258	1.777989454	3053.218138	6.355493263
47.76	-127.75	255	3.1612465	6.0945	1.777989454	3053.218138	6.355493263
47.76	-127.75	283	3.1612465	6.7637	1.777989454	3053.218138	6.355493263
47.76	-127.76	326	3.1612465	7.7914	1.777989454	3053.218138	6.355493263
47.76	-127.76	343	3.1612465	8.1977	1.777989454	3053.218138	6.355493263
47.76	-127.76	320	3.1612465	7.648	1.777989454	3053.218138	6.355493263
47.76	-127.77	297	3.1612465	7.0983	1.777989454	3053.218138	6.355493263
47.76	-127.77	256	3.1612465	6.1184	1.777989454	3053.218138	6.355493263
47.76	-127.77	245	3.1612465	5.8555	1.777989454	3053.218138	6.355493263
47.77	-127.77	245	3.1612465	5.8555	1.777989454	3053.218138	6.355493263
47.77	-127.78	235	3.1612465	5.6165	1.777989454	3053.218138	6.355493263
47.77	-127.78	229	3.1612465	5.4731	1.777989454	3053.218138	6.355493263
47.77	-127.78	222	3.1612465	5.3058	1.777989454	3053.218138	6.355493263
47.77	-127.78	219	3.1612465	5.2341	1.777989454	3053.218138	6.355493263
47.77	-127.79	213	3.1612465	5.0907	1.777989454	3053.218138	6.355493263
47.77	-127.79	197	3.1612465	4.7083	1.777989454	3053.218138	6.355493263
47.77	-127.79	198	3.1612465	4.7322	1.777989454	3053.218138	6.355493263
47.77	-127.7	208	3.3711357	4.9712	1.836065277	3089.948748	6.154465282
47.77	-127.7	206	3.3711357	4.9234	1.836065277	3089.948748	6.154465282
47.77	-127.7	202	3.3711357	4.8278	1.836065277	3089.948748	6.154465282
47.77	-127.7	205	3.3711357	4.8995	1.836065277	3089.948748	6.154465282
47.77	-127.71	205	3.3711357	4.8995	1.836065277	3089.948748	6.154465282
47.77	-127.71	198	3.3711357	4.7322	1.836065277	3089.948748	6.154465282
47.77	-127.71	176	3.3711357	4.2064	1.836065277	3089.948748	6.154465282
47.77	-127.71	178	3.3711357	4.2542	1.836065277	3089.948748	6.154465282
47.77	-127.72	180	3.3711357	4.302	1.836065277	3089.948748	6.154465282
47.77	-127.72	182	3.3711357	4.3498	1.836065277	3089.948748	6.154465282
47.77	-127.72	191	3.3711357	4.5649	1.836065277	3089.948748	6.154465282
47.77	-127.72	190	3.3711357	4.541	1.836065277	3089.948748	6.154465282
47.78	-127.73	196	3.3711357	4.6844	1.836065277	3089.948748	6.154465282
47.78	-127.73	202	3.3711357	4.8278	1.836065277	3089.948748	6.154465282
47.78	-127.73	197	3.3711357	4.7083	1.836065277	3089.948748	6.154465282
47.78	-127.73	196	3.3711357	4.6844	1.836065277	3089.948748	6.154465282
47.78	-127.73	198	3.3711357	4.7322	1.836065277	3089.948748	6.154465282
47.78	-127.73	198	3.3711357	4.7322	1.836065277	3089.948748	6.154465282
47.78	-127.73	198	3.3711357	4.7322	1.836065277	3089.948748	6.154465282
47.78	-127.73	212	3.3711357	5.0668	1.836065277	3089.948748	6.154465282
47.78	-127.74	203	3.3711357	4.8517	1.836065277	3089.948748	6.154465282
47.78	-127.74	215	3.3711357	5.1385	1.836065277	3089.948748	6.154465282
47.78	-127.74	229	3.3711357	5.4731	1.836065277	3089.948748	6.154465282
47.78	-127.74	254	3.3711357	6.0706	1.836065277	3089.948748	6.154465282
47.78	-127.74	279	3.3711357	6.6681	1.836065277	3089.948748	6.154465282
47.78	-127.74	300	3.3711357	7.17	1.836065277	3089.948748	6.154465282
47.78	-127.74	315	3.3711357	7.5285	1.836065277	3089.948748	6.154465282
47.78	-127.75	334	3.1612465	7.9826	1.777989454	3053.218138	6.355493263
47.78	-127.75	341	3.1612465	8.1499	1.777989454	3053.218138	6.355493263
47.78	-127.75	342	3.1612465	8.1738	1.777989454	3053.218138	6.355493263
47.78	-127.75	359	3.1612465	8.5801	1.777989454	3053.218138	6.355493263
47.78	-127.75	365	3.1612465	8.7235	1.777989454	3053.218138	6.355493263
47.78	-127.75	362	3.1612465	8.6518	1.777989454	3053.218138	6.355493263
47.78	-127.75	361	3.1612465	8.6279	1.777989454	3053.218138	6.355493263
47.78	-127.76	361	3.1612465	8.6279	1.777989454	3053.218138	6.355493263
47.78	-127.76	345	3.1612465	8.2455	1.777989454	3053.218138	6.355493263
47.78	-127.76	325	3.1612465	7.7675	1.777989454	3053.218138	6.355493263
47.78	-127.76	319	3.1612465	7.6241	1.777989454	3053.218138	6.355493263
47.78	-127.76	330	3.1612465	7.887	1.777989454	3053.218138	6.355493263
47.78	-127.76	296	3.1612465	7.0744	1.777989454	3053.218138	6.355493263
47.78	-127.76	278	3.1612465	6.6442	1.777989454	3053.218138	6.355493263
47.78	-127.77	243	3.1612465	5.8077	1.777989454	3053.218138	6.355493263
47.78	-127.77	230	3.1612465	5.497	1.777989454	3053.218138	6.355493263
47.79	-127.77	229	3.1612465	5.4731	1.777989454	3053.218138	6.355493263
47.79	-127.77	226	3.1612465	5.4014	1.777989454	3053.218138	6.355493263
47.79	-127.78	215	3.1612465	5.1385	1.777989454	3053.218138	6.355493263
47.79	-127.78	207	3.1612465	4.9473	1.777989454	3053.218138	6.355493263
47.79	-127.78	201	3.1612465	4.8039	1.777989454	3053.218138	6.355493263
47.79	-127.78	193	3.1612465	4.6127	1.777989454	3053.218138	6.355493263
47.79	-127.79	193	3.1612465	4.6127	1.777989454	3053.218138	6.355493263
47.79	-127.79	191	3.1612465	4.5649	1.777989454	3053.218138	6.355493263
47.79	-127.79	194	3.1612465	4.6366	1.777989454	3053.218138	6.355493263
47.79	-127.79	202	3.1612465	4.8278	1.777989454	3053.218138	6.355493263
47.79	-127.8	207	3.1612465	4.9473	1.777989454	3053.218138	6.355493263
47.79	-127.8	195	3.1612465	4.6605	1.777989454	3053.218138	6.355493263
47.76	-127.75	199	3.1612465	4.7561	1.777989454	3053.218138	6.355493263
47.76	-127.75	217	3.1612465	5.1863	1.777989454	3053.218138	6.355493263
47.76	-127.75	248	3.1612465	5.9272	1.777989454	3053.218138	6.355493263
47.76	-127.75	256	3.1612465	6.1184	1.777989454	3053.218138	6.355493263
47.76	-127.75	273	3.1612465	6.5247	1.777989454	3053.218138	6.355493263
47.76	-127.76	308	3.1612465	7.3612	1.777989454	3053.218138	6.355493263
47.76	-127.76	320	3.1612465	7.648	1.777989454	3053.218138	6.355493263
47.76	-127.76	338	3.1612465	8.0782	1.777989454	3053.218138	6.355493263
47.76	-127.76	340	3.1612465	8.126	1.777989454	3053.218138	6.355493263
47.76	-127.76	353	3.1612465	8.4367	1.777989454	3053.218138	6.355493263
47.76	-127.76	349	3.1612465	8.3411	1.777989454	3053.218138	6.355493263
47.76	-127.76	327	3.1612465	7.8153	1.777989454	3053.218138	6.355493263
47.76	-127.76	316	3.1612465	7.5524	1.777989454	3053.218138	6.355493263
47.76	-127.77	294	3.1612465	7.0266	1.777989454	3053.218138	6.355493263
47.76	-127.77	278	3.1612465	6.6442	1.777989454	3053.218138	6.355493263
47.76	-127.77	257	3.1612465	6.1423	1.777989454	3053.218138	6.355493263
47.76	-127.77	238	3.1612465	5.6882	1.777989454	3053.218138	6.355493263
47.76	-127.77	235	3.1612465	5.6165	1.777989454	3053.218138	6.355493263
47.77	-127.77	250	3.1612465	5.975	1.777989454	3053.218138	6.355493263
47.77	-127.77	246	3.1612465	5.8794	1.777989454	3053.218138	6.355493263
47.77	-127.77	240	3.1612465	5.736	1.777989454	3053.218138	6.355493263
47.77	-127.79	218	3.1612465	5.2102	1.777989454	3053.218138	6.355493263
47.77	-127.79	207	3.1612465	4.9473	1.777989454	3053.218138	6.355493263
47.77	-127.79	192	3.1612465	4.5888	1.777989454	3053.218138	6.355493263
47.77	-127.8	193	3.1612465	4.6127	1.777989454	3053.218138	6.355493263
47.77	-127.8	181	3.1612465	4.3259	1.777989454	3053.218138	6.355493263
47.77	-127.8	181	3.1612465	4.3259	1.777989454	3053.218138	6.355493263
47.77	-127.8	199	3.1612465	4.7561	1.777989454	3053.218138	6.355493263
47.77	-127.81	180	3.1612465	4.302	1.777989454	3053.218138	6.355493263
47.77	-127.81	182	3.1612465	4.3498	1.777989454	3053.218138	6.355493263
47.77	-127.81	184	3.1612465	4.3976	1.777989454	3053.218138	6.355493263
47.77	-127.81	187	3.1612465	4.4693	1.777989454	3053.218138	6.355493263
49.83	-120.83	77	9.2849312	1.8403	3.047118508	4124.86296	3.70842157
49.83	-120.8	81	9.2849312	1.9359	3.047118508	4124.86296	3.70842157
49.82	-120.71	70	9.2849312	1.673	3.047118508	4124.86296	3.70842157
49.84	-120.61	76	9.2849312	1.8164	3.047118508	4124.86296	3.70842157
49.71	-120.44	79	9.2849312	1.8881	3.047118508	4124.86296	3.70842157
49.74	-120.41	68	9.2849312	1.6252	3.047118508	4124.86296	3.70842157
49.78	-120.49	68	9.2849312	1.6252	3.047118508	4124.86296	3.70842157
49.81	-120	80	9.2849312	1.912	3.047118508	4124.86296	3.70842157
49.67	-119.25	67	9.2849312	1.6013	3.047118508	4124.86296	3.70842157
49.7	-119.21	74	9.2849312	1.7686	3.047118508	4124.86296	3.70842157
49.73	-119.16	69	9.2849312	1.6491	3.047118508	4124.86296	3.70842157
49.79	-119.1	81	9.2849312	1.9359	3.047118508	4124.86296	3.70842157
49.96	-119.79	81	9.2849312	1.9359	3.047118508	4124.86296	3.70842157
49.57	-119.65	73	9.2849312	1.7447	3.047118508	4124.86296	3.70842157
49.01	-128.54	234.64	2.9651117	5.607896	1.72194997	3018.894548	6.562327707
49.01	-128.54	234.64	2.9651117	5.607896	1.72194997	3018.894548	6.562327707
48.33	-129.5	252.24	1.0923868	6.028536	1.045173096	2691.16769	10.81160627
48.71	-129.33	273.61	1.0676979	6.539279	1.033294682	2686.847133	10.93589292
48.81	-128.53	338.97	1.6490558	8.101383	1.284155676	2788.584765	8.799556169
48.7	-128.64	185.2	0.59841609	4.42628	0.773573584	2604.722816	14.60753086
48.82	-128.75	87.99	0.68546021	2.102961	0.827925244	2619.955537	13.64857525
48.82	-128.75	87.99	0.68546021	2.102961	0.827925244	2619.955537	13.64857525
48.82	-128.75	87.99	0.68546021	2.102961	0.827925244	2619.955537	13.64857525
48.33	-128.65	256.43	0.80387408	6.128677	0.896590252	2640.677964	12.60330455
48.36	-128.57	300	1.033847	7.17	1.016782671	2680.923225	11.11348602
48.39	-128.44	272.35	1.3642263	6.509165	1.168000985	2738.739603	9.674649379
48.36	-128.25	274.86	1.6470286	6.569154	1.283366121	2788.230005	8.80496985
48.48	-128.27	321.79	1.6329716	7.690781	1.277877772	2785.77003	8.842786257
48.46	-128.45	433.25	1.3784287	10.354675	1.174065032	2741.225023	9.6246798
48.46	-128.56	423.19	0.8665905	10.114241	0.930908427	2651.653338	12.13868053
48.46	-128.67	339.39	0.59159386	8.111421	0.76915139	2603.528926	14.69151607
48.46	-128.67	339.39	0.59159386	8.111421	0.76915139	2603.528926	14.69151607
48.46	-128.67	339.39	0.59159386	8.111421	0.76915139	2603.528926	14.69151607
48.45	-128.81	527.94	0.34311613	12.617766	0.585761154	2560.045323	19.29113926
48.45	-128.81	527.94	0.34311613	12.617766	0.585761154	2560.045323	19.29113926
48.45	-128.81	527.94	0.34311613	12.617766	0.585761154	2560.045323	19.29113926
48.47	-128.99	366.63	0.2075969	8.762457	0.455628028	2536.329458	24.80093257
48.47	-129.08	202.38	0.41323298	4.836882	0.642832	2572.315772	17.5784653
48.47	-129.22	319.28	0.6946314	7.630792	0.833445499	2621.560495	13.55817508
48.55	-129.45	237.57	1.1500742	5.677923	1.072415125	2701.262985	10.53696441
48.53	-129.34	234.64	0.93639433	5.607896	0.967674703	2663.869008	11.67747795
48.55	-129.23	193.16	0.6946314	4.616524	0.833445499	2621.560495	13.55817508
48.55	-128.93	419	0.15120271	10.0141	0.388847927	2526.460474	29.06020382
48.55	-128.67	104.75	0.59159386	2.503525	0.76915139	2603.528926	14.69151607
48.55	-128.67	104.75	0.59159386	2.503525	0.76915139	2603.528926	14.69151607
48.55	-128.67	104.75	0.59159386	2.503525	0.76915139	2603.528926	14.69151607
48.56	-128.69	360.34	0.44956386	8.612126	0.670495235	2578.673676	16.85321448
48.56	-128.69	360.34	0.44956386	8.612126	0.670495235	2578.673676	16.85321448
48.56	-128.69	360.34	0.44956386	8.612126	0.670495235	2578.673676	16.85321448
48.56	-128.54	190.23	0.96464723	4.546497	0.982164564	2668.813265	11.50520027
48.57	-128.39	351.96	1.2363625	8.411844	1.111918387	2716.363438	10.16261637
48.56	-128.28	295.4	1.5076998	7.06006	1.227884278	2763.847465	9.202821636
48.64	-128.26	199.03	1.5076998	4.756817	1.227884278	2763.847465	9.202821636
48.67	-128.43	162.99	1.2233963	3.895461	1.106072466	2714.094353	10.21632881
48.66	-128.5	227.1	0.88008928	5.42769	0.938130737	2654.015624	12.04522947
48.65	-128.68	217.88	0.44956386	5.207332	0.670495235	2578.673676	16.85321448
48.65	-128.68	217.88	0.44956386	5.207332	0.670495235	2578.673676	16.85321448
48.65	-128.68	217.88	0.44956386	5.207332	0.670495235	2578.673676	16.85321448
48.64	-129.47	224.17	1.3595402	5.357663	1.165993225	2737.919535	9.691308458
48.72	-129.49	171.37	1.4873363	4.095743	1.219563979	2760.283853	9.265606553
48.82	-129.51	307.55	1.4191555	7.350445	1.191283132	2748.352213	9.485570389
49.03	-129.49	414.39	0.30543268	9.903921	0.552659642	2553.450719	20.44658075
49.03	-129.36	134.92	0.60623562	3.224588	0.778611341	2606.091234	14.51301748
49.03	-129.21	155.03	1.1776359	3.705217	1.085189338	2706.086283	10.41292943
49	-129.12	134.92	1.4348531	3.224588	1.197853539	2751.099293	9.433540609
49.01	-128.83	122.77	2.2600608	2.934203	1.503349859	2895.51064	7.516547082
49.03	-128.69	165.92	2.5147243	3.965488	1.585788227	2940.076753	7.125793854
49.01	-128.41	163.41	3.2341127	3.905499	1.798363895	3065.969723	6.283489137
49.01	-128.41	163.41	3.2341127	3.905499	1.798363895	3065.969723	6.283489137
49.02	-128.27	234.64	3.4966569	5.607896	1.869934999	3111.914958	6.042990803
49.02	-128.27	234.64	3.4966569	5.607896	1.869934999	3111.914958	6.042990803
49.09	-128.26	175.98	3.8800023	4.205922	1.969772144	3179.000403	5.736704133
49.09	-128.26	175.98	3.8800023	4.205922	1.969772144	3179.000403	5.736704133
48.47	-129.4	597.49	1.1500742	14.280011	1.072415125	2701.262985	10.53696441
48.34	-128.97	114.39	0.12862568	2.733921	0.358644225	2522.509494	31.50754764
48.36	-128.81	328.08	0.53057241	7.841112	0.728404016	2592.850172	15.51336862
48.54	-129.08	423.19	0.41323298	10.114241	0.642832	2572.315772	17.5784653
48.65	-129.08	234.64	0.54729426	5.607896	0.73979339	2595.776496	15.27453496
48.63	-129	316.76	0.29284939	7.570564	0.541155606	2551.248643	20.88123984
48.69	-129.08	45.67	0.52265346	1.091513	0.722947757	2591.464356	15.63045169
48.8	-129.11	238.83	0.14601907	5.708037	0.382124417	2525.553337	29.57152043
48.91	-129.07	207.41	0.62740594	4.957099	0.792089604	2609.79604	14.26606277
48.83	-128.94	136.59	0.31936482	3.264501	0.565123721	2555.888844	19.99562146
48.71	-128.91	275.28	0.24071789	6.579192	0.490630095	2542.125631	23.03160796
48.7	-128.76	129.89	0.14280756	3.104371	0.377898875	2524.991323	29.90217949
48.7	-128.76	129.89	0.14280756	3.104371	0.377898875	2524.991323	29.90217949
48.7	-128.76	129.89	0.14280756	3.104371	0.377898875	2524.991323	29.90217949
48.82	-128.79	146.65	0.68546021	3.504935	0.827925244	2619.955537	13.64857525
48.82	-128.79	146.65	0.68546021	3.504935	0.827925244	2619.955537	13.64857525
48.82	-128.79	146.65	0.68546021	3.504935	0.827925244	2619.955537	13.64857525
49	-128.92	163.83	2.0014477	3.915537	1.414725309	2850.253348	7.987416305
49.07	-128.92	247.21	2.6050727	5.908319	1.614023761	2955.887723	7.001136089
49.07	-128.92	247.21	2.6050727	5.908319	1.614023761	2955.887723	7.001136089
48.89	-128.94	343.16	1.2405514	8.201524	1.113800431	2717.096495	10.14544409
48.89	-128.8	175.98	1.5536753	4.205922	1.246465122	2771.893178	9.065636737
48.89	-128.8	175.98	1.5536753	4.205922	1.246465122	2771.893178	9.065636737
48.89	-128.8	175.98	1.5536753	4.205922	1.246465122	2771.893178	9.065636737
48.9	-128.7	146.65	1.8434017	3.504935	1.357719301	2822.595298	8.322780705
48.9	-128.7	146.65	1.8434017	3.504935	1.357719301	2822.595298	8.322780705
48.9	-128.7	146.65	1.8434017	3.504935	1.357719301	2822.595298	8.322780705
48.72	-128.25	199.86	1.5736516	4.776654	1.254452709	2775.38903	9.007912308
48.71	-128.4	157.54	1.2233963	3.765206	1.106072466	2714.094353	10.21632881
48.71	-128.54	263.97	0.88008928	6.308883	0.938130737	2654.015624	12.04522947
48.7	-128.67	87.99	0.33493531	2.102961	0.578735959	2558.613679	19.52531172
48.7	-128.67	87.99	0.33493531	2.102961	0.578735959	2558.613679	19.52531172
48.7	-128.67	87.99	0.33493531	2.102961	0.578735959	2558.613679	19.52531172
48.65	-129.22	400.98	0.81750315	9.583422	0.904158808	2643.063051	12.49780448
48.64	-129.3	313.83	1.0900034	7.500537	1.044032279	2690.750595	10.82342014
48.71	-129.19	350.7	0.7853657	8.38173	0.88620861	2637.438998	12.75094811
48.8	-129.22	201.96	0.54567164	4.826844	0.738695905	2595.492537	15.29722843
48.9	-129.19	460.9	0.37818527	11.01551	0.614967698	2566.182422	18.37494885
48.82	-129.32	298.75	0.79428655	7.140125	0.891227552	2639.000146	12.67914123
48.91	-129.43	258.94	0.2667374	6.188666	0.516466262	2546.679045	21.87945434
48.91	-129.31	196.09	0.1802076	4.686551	0.424508657	2531.53633	26.61900955
49.08	-129.46	222.07	1.125061	5.307473	1.060688927	2696.885675	10.65345335
49.08	-129.46	222.07	1.125061	5.307473	1.060688927	2696.885675	10.65345335
49.08	-129.35	201.12	1.6374265	4.806768	1.27961967	2786.549638	8.830748905
49.08	-129.35	201.12	1.6374265	4.806768	1.27961967	2786.549638	8.830748905
49.18	-129.49	192.74	1.7575538	4.606486	1.325727649	2807.571915	8.523620976
49.18	-129.49	192.74	1.7575538	4.606486	1.325727649	2807.571915	8.523620976
49.17	-129.33	406.43	2.1800005	9.713677	1.476482475	2881.500088	7.653324837
49.17	-129.33	406.43	2.1800005	9.713677	1.476482475	2881.500088	7.653324837
49.19	-129.21	268.16	2.3781426	6.409024	1.542122758	2916.174955	7.327561923
49.19	-129.21	268.16	2.3781426	6.409024	1.542122758	2916.174955	7.327561923
49.09	-129.2	217.88	1.8879606	5.207332	1.374030786	2830.393105	8.223978762
49.09	-129.2	217.88	1.8879606	5.207332	1.374030786	2830.393105	8.223978762
49.08	-129.06	310.06	2.1360242	7.410434	1.461514352	2873.804235	7.731706492
49.08	-129.06	310.06	2.1360242	7.410434	1.461514352	2873.804235	7.731706492
49.19	-129.06	201.12	2.577539	4.806768	1.605471582	2951.069325	7.038430408
49.19	-129.06	201.12	2.577539	4.806768	1.605471582	2951.069325	7.038430408
49.2	-128.95	364.53	3.0559139	8.712267	1.748117244	3034.784933	6.464097323
49.2	-128.95	364.53	3.0559139	8.712267	1.748117244	3034.784933	6.464097323
49.19	-128.81	448.33	3.1512382	10.715087	1.775172724	3051.466685	6.365577753
49.19	-128.81	448.33	3.1512382	10.715087	1.775172724	3051.466685	6.365577753
49.1	-128.79	272.35	2.8598702	6.509165	1.691115076	3000.477285	6.681981706
49.1	-128.79	272.35	2.8598702	6.509165	1.691115076	3000.477285	6.681981706
48.82	-128.67	87.99	1.0121025	2.102961	1.006033051	2677.117938	11.23223535
48.82	-128.67	87.99	1.0121025	2.102961	1.006033051	2677.117938	11.23223535
48.82	-128.67	87.99	1.0121025	2.102961	1.006033051	2677.117938	11.23223535
48.9	-128.53	320.12	2.3829148	7.650868	1.543669265	2917.01009	7.320220889
48.92	-128.4	149.58	2.6493433	3.574962	1.627680343	2963.635078	6.942395076
48.91	-128.26	190.23	2.8614984	4.546497	1.691596406	3000.76222	6.680080403
48.81	-128.24	297.07	2.5568075	7.099973	1.599002033	2947.441313	7.06690784
48.81	-128.41	294.14	1.9969267	7.029946	1.413126569	2849.462173	7.996452864
48.65	-128.78	138.27	0.16636826	3.304653	0.407882655	2529.114446	27.70404642
48.65	-128.78	138.27	0.16636826	3.304653	0.407882655	2529.114446	27.70404642
48.65	-128.78	138.27	0.16636826	3.304653	0.407882655	2529.114446	27.70404642
49.08	-128.72	217.88	3.0358994	5.207332	1.742383253	3031.282395	6.485369956
49.08	-128.72	217.88	3.0358994	5.207332	1.742383253	3031.282395	6.485369956
49.08	-128.72	217.88	3.0358994	5.207332	1.742383253	3031.282395	6.485369956
49.19	-128.72	540.51	3.2810533	12.918189	1.811367798	3074.184328	6.238379644
49.19	-128.72	540.51	3.2810533	12.918189	1.811367798	3074.184328	6.238379644
49.19	-128.72	540.51	3.2810533	12.918189	1.811367798	3074.184328	6.238379644
49.18	-128.54	301.68	3.5768967	7.210152	1.891268543	3125.956923	5.974825756
49.18	-128.54	301.68	3.5768967	7.210152	1.891268543	3125.956923	5.974825756
49.18	-128.43	230.45	3.8025918	5.507755	1.950023538	3165.453565	5.794801846
49.18	-128.43	230.45	3.8025918	5.507755	1.950023538	3165.453565	5.794801846
49.18	-128.26	192.74	3.9386008	4.606486	1.984590839	3189.25514	5.69386887
49.18	-128.26	192.74	3.9386008	4.606486	1.984590839	3189.25514	5.69386887
49.07	-128.55	167.6	3.3163073	4.00564	1.821073118	3080.353778	6.205132507
49.07	-128.55	167.6	3.3163073	4.00564	1.821073118	3080.353778	6.205132507
49.07	-128.55	167.6	3.3163073	4.00564	1.821073118	3080.353778	6.205132507
49.09	-128.55	213.69	3.3163073	5.107191	1.821073118	3080.353778	6.205132507
49.09	-128.55	213.69	3.3163073	5.107191	1.821073118	3080.353778	6.205132507
48.72	-128.39	154.19	1.2233963	3.685141	1.106072466	2714.094353	10.21632881
48.7	-128.56	195.67	0.59841609	4.676513	0.773573584	2604.722816	14.60753086
48.71	-128.61	408.11	0.59841609	9.753829	0.773573584	2604.722816	14.60753086
48.71	-128.52	667.05	0.88008928	15.942495	0.938130737	2654.015624	12.04522947
48.89	-128.3	70	2.8614984	1.673	1.691596406	3000.76222	6.680080403
50.26	-128.82	59	2.7159307	1.4101	1.648008101	2975.287873	6.856762412
50.48	-129.53	77	1.2588239	1.8403	1.121973217	2720.294183	10.07154166
50.18	-129.38	90	1.5338509	2.151	1.238487343	2768.423908	9.124033491
50.45	-129.81	105	1.0826941	2.5095	1.040525877	2689.471468	10.8598933
50.32	-129.74	135	0.80569011	3.2265	0.897602423	2640.995769	12.58909257
50.33	-129.73	119	0.80569011	2.8441	0.897602423	2640.995769	12.58909257
50.33	-129.72	125	0.80569011	2.9875	0.897602423	2640.995769	12.58909257
50.33	-129.71	112	0.80569011	2.6768	0.897602423	2640.995769	12.58909257
50.33	-129.7	127	0.80569011	3.0353	0.897602423	2640.995769	12.58909257
50.34	-129.7	111	0.80569011	2.6529	0.897602423	2640.995769	12.58909257
50.34	-129.69	122	0.80569011	2.9158	0.897602423	2640.995769	12.58909257
50.33	-129.74	129	0.80569011	3.0831	0.897602423	2640.995769	12.58909257
50.35	-129.65	121	1.0622153	2.8919	1.030638297	2685.887678	10.96407928
50.31	-129.75	134	0.80569011	3.2026	0.897602423	2640.995769	12.58909257
50.3	-129.79	109	0.54671323	2.6051	0.739400588	2595.674815	15.28264946
50.29	-129.79	110	0.54671323	2.629	0.739400588	2595.674815	15.28264946
50.28	-129.8	118	0.54671323	2.8202	0.739400588	2595.674815	15.28264946
50.26	-129.83	111	0.54671323	2.6529	0.739400588	2595.674815	15.28264946
50.25	-129.85	105	0.72064608	2.5095	0.848908758	2626.113064	13.31120676
50.25	-129.86	101	0.57892931	2.4139	0.760874043	2601.312629	14.85134116
50.47	-129.69	95	1.2723374	2.2705	1.127979344	2722.659045	10.01791395
50.44	-129.73	117	1.0622153	2.7963	1.030638297	2685.887678	10.96407928
50.41	-129.8	130	0.7868275	3.107	0.887032976	2637.694813	12.73909799
50.4	-129.83	126	0.7868275	3.0114	0.887032976	2637.694813	12.73909799
50.52	-129.47	61	1.2588239	1.4579	1.121973217	2720.294183	10.07154166
50.53	-129.45	58	1.2588239	1.3862	1.121973217	2720.294183	10.07154166
50.59	-129.36	23	1.3816251	0.5497	1.175425497	2741.784393	9.613539969
50.34	-129.11	79	1.7557638	1.8881	1.325052376	2807.258665	8.527964782
50.39	-129.63	120	1.2588239	2.868	1.121973217	2720.294183	10.07154166
50.38	-129.65	77	1.0622153	1.8403	1.030638297	2685.887678	10.96407928
50.37	-129.66	111	1.0622153	2.6529	1.030638297	2685.887678	10.96407928
49.77	-128.82	147	2.8893144	3.5133	1.699798341	3005.63002	6.647847411
49.78	-128.81	125	2.8893144	2.9875	1.699798341	3005.63002	6.647847411
49.81	-128.78	133	2.8893144	3.1787	1.699798341	3005.63002	6.647847411
49.93	-128.63	38	3.2735121	0.9082	1.809284969	3072.864618	6.245561198
49.83	-128.76	113	2.8893144	2.7007	1.699798341	3005.63002	6.647847411
48.47	-128.78	404	0.34311613	9.6556	0.585761154	2560.045323	19.29113926
