lat	long	q	age	q(t)	sqrt age	d(t)	q(t)
43.51	-119.96	89.2	9.5357075	2.13188	3.08799409	4168.748813	3.659333428
43.55	-120.01	89.2	9.5357075	2.13188	3.08799409	4168.748813	3.659333428
43.54	-119.96	188.6	9.5357075	4.50754	3.08799409	4168.748813	3.659333428
43.56	-119.93	145.2	9.5827484	3.47028	3.09560146	4176.98097	3.6503407
43.54	-119.92	86.6	9.5357075	2.06974	3.08799409	4168.748813	3.659333428
43.51	-119.95	86.6	9.5357075	2.06974	3.08799409	4168.748813	3.659333428
38.82	-122.89	204	17.834578	4.8756	4.22310052	5621.05115	2.675759184
38.78	-122.87	194	17.725136	4.6366	4.210123039	5601.8988	2.68400707
38.79	-122.86	181	17.725136	4.3259	4.210123039	5601.8988	2.68400707
38.78	-122.85	195	17.725136	4.6605	4.210123039	5601.8988	2.68400707
38.81	-122.62	179	17.580811	4.2781	4.19294777	5576.641925	2.695001374
38.78	-122.62	177	17.580811	4.2303	4.19294777	5576.641925	2.695001374
38.79	-122.62	183	17.580811	4.3737	4.19294777	5576.641925	2.695001374
38.77	-122.63	187	17.580811	4.4693	4.19294777	5576.641925	2.695001374
38.76	-122.61	160	17.580811	3.824	4.19294777	5576.641925	2.695001374
38.77	-122.63	177	17.580811	4.2303	4.19294777	5576.641925	2.695001374
38.8	-122.62	157	17.580811	3.7523	4.19294777	5576.641925	2.695001374
38.79	-122.62	160	17.580811	3.824	4.19294777	5576.641925	2.695001374
38.75	-122.64	191	17.580811	4.5649	4.19294777	5576.641925	2.695001374
43.64	-121.24	151	9.5827484	3.6089	3.09560146	4176.98097	3.6503407
43.64	-121.24	151	9.5827484	3.6089	3.09560146	4176.98097	3.6503407
43.83	-121.25	96	9.5827484	2.2944	3.09560146	4176.98097	3.6503407
43.83	-121.25	96	9.5827484	2.2944	3.09560146	4176.98097	3.6503407
38.92	-122.88	146	17.834578	3.4894	4.22310052	5621.05115	2.675759184
38.9	-122.87	181	17.834578	4.3259	4.22310052	5621.05115	2.675759184
38.75	-122.59	154	17.580811	3.6806	4.19294777	5576.641925	2.695001374
38.73	-122.61	157	17.580811	3.7523	4.19294777	5576.641925	2.695001374
38.87	-122.91	202	17.834578	4.8278	4.22310052	5621.05115	2.675759184
38.89	-122.9	239	17.834578	5.7121	4.22310052	5621.05115	2.675759184
40.61	-119.4	98	16.676729	2.3422	4.083715098	5418.427575	2.767088234
40.62	-119.37	76.4	16.676729	1.82596	4.083715098	5418.427575	2.767088234
38.89	-122.9	164	17.834578	3.9196	4.22310052	5621.05115	2.675759184
38.9	-122.91	153	17.834578	3.6567	4.22310052	5621.05115	2.675759184
38.8	-122.89	153	17.725136	3.6567	4.210123039	5601.8988	2.68400707
38.8	-122.59	144	17.580811	3.4416	4.19294777	5576.641925	2.695001374
38.9	-122.57	161	17.580811	3.8479	4.19294777	5576.641925	2.695001374
38.9	-122.56	164	17.580811	3.9196	4.19294777	5576.641925	2.695001374
38.71	-122.68	160	17.580811	3.824	4.19294777	5576.641925	2.695001374
42.19	-121.71	105	8.7200031	2.5095	2.952965137	4026.000543	3.826662177
42.03	-120.3	97	18.00329	2.3183	4.2430284	5650.57575	2.663192167
44.77	-122.56	67	9.8749847	1.6013	3.142448838	4228.122323	3.59592171
46.61	-120.38	42	9.7773581	1.0038	3.126876732	4211.037668	3.613829699
43.8	-123.88	36.8	9.5827484	0.87952	3.09560146	4176.98097	3.6503407
43.21	-123.25	25	9.2272873	0.5975	3.037645025	4114.775278	3.719986998
43.21	-123.25	25	9.2272873	0.5975	3.037645025	4114.775278	3.719986998
46.54	-122.48	32	9.6252508	0.7648	3.102458831	4184.41889	3.642272344
40.77	-119.13	242.2	16.524179	5.78858	4.064994342	5391.731325	2.779831668
40.77	-119.17	21	16.676729	0.5019	4.083715098	5418.427575	2.767088234
40.77	-119.15	406	16.676729	9.7034	4.083715098	5418.427575	2.767088234
40.77	-119.15	1302	16.676729	31.1178	4.083715098	5418.427575	2.767088234
40.77	-119.15	924	16.676729	22.0836	4.083715098	5418.427575	2.767088234
40.77	-119.15	84	16.676729	2.0076	4.083715098	5418.427575	2.767088234
40.71	-119.29	71	16.676729	1.6969	4.083715098	5418.427575	2.767088234
40.77	-119.22	59	16.676729	1.4101	4.083715098	5418.427575	2.767088234
39.52	-119.75	127.7	16.215477	3.05203	4.026844546	5337.708475	2.806167427
40.82	-119.17	92	16.676729	2.1988	4.083715098	5418.427575	2.767088234
40.84	-119.14	109	16.676729	2.6051	4.083715098	5418.427575	2.767088234
40.8	-119.13	67	16.676729	1.6013	4.083715098	5418.427575	2.767088234
40.77	-119.18	88	16.676729	2.1032	4.083715098	5418.427575	2.767088234
45.6	-119.6	59	9.5370016	1.4101	3.08820362	4168.97528	3.659085148
45.9	-122.66	42	9.5405912	1.0038	3.088784745	4169.60346	3.658396727
40.55	-124.18	77.51	9.0263643	1.852489	3.004390837	4079.613753	3.761161784
40.77	-119.25	67	16.676729	1.6013	4.083715098	5418.427575	2.767088234
42.49	-123.38	40	8.1746902	0.956	2.859141515	3930.570785	3.952235293
40.65	-119.35	210	16.676729	5.019	4.083715098	5418.427575	2.767088234
39.97	-119.03	188.6	16.215477	4.50754	4.026844546	5337.708475	2.806167427
39.99	-119.35	180.9	16.215477	4.32351	4.026844546	5337.708475	2.806167427
40	-119.07	191.1	16.215477	4.56729	4.026844546	5337.708475	2.806167427
39.98	-119.04	145.2	16.215477	3.47028	4.026844546	5337.708475	2.806167427
39.98	-119.01	173.3	16.215477	4.14187	4.026844546	5337.708475	2.806167427
39.96	-119.07	81.5	16.215477	1.94785	4.026844546	5337.708475	2.806167427
39.96	-119.06	81.5	16.215477	1.94785	4.026844546	5337.708475	2.806167427
39.38	-119.73	4252.5	16.215477	101.63475	4.026844546	5337.708475	2.806167427
39.4	-119.75	3950	16.215477	94.405	4.026844546	5337.708475	2.806167427
39.39	-119.75	2780	16.215477	66.442	4.026844546	5337.708475	2.806167427
39.39	-119.75	3584	16.215477	85.6576	4.026844546	5337.708475	2.806167427
39.39	-119.75	3088	16.215477	73.8032	4.026844546	5337.708475	2.806167427
39.4	-119.75	4585	16.215477	109.5815	4.026844546	5337.708475	2.806167427
39.39	-119.77	3296	16.215477	78.7744	4.026844546	5337.708475	2.806167427
39.39	-119.75	8052.5	16.215477	192.45475	4.026844546	5337.708475	2.806167427
39.39	-119.75	231	16.215477	5.5209	4.026844546	5337.708475	2.806167427
39.39	-119.75	1688.4	16.215477	40.35276	4.026844546	5337.708475	2.806167427
39.59	-119.11	139.2	16.215477	3.32688	4.026844546	5337.708475	2.806167427
38.87	-122.73	278	17.725136	6.6442	4.210123039	5601.8988	2.68400707
38.92	-122.8	334	17.834578	7.9826	4.22310052	5621.05115	2.675759184
41.86	-123.37	36	8.7200031	0.8604	2.952965137	4026.000543	3.826662177
44.61	-123.3	44	9.8749847	1.0516	3.142448838	4228.122323	3.59592171
45.65	-121.47	41	9.5370016	0.9799	3.08820362	4168.97528	3.659085148
44.59	-120.92	85	9.8749847	2.0315	3.142448838	4228.122323	3.59592171
39.41	-119.75	2262.3	16.215477	54.06897	4.026844546	5337.708475	2.806167427
42.46	-121.37	48.3	8.7200031	1.15437	2.952965137	4026.000543	3.826662177
42.46	-121.37	64	8.7200031	1.5296	2.952965137	4026.000543	3.826662177
39.5	-119.75	97.9	16.215477	2.33981	4.026844546	5337.708475	2.806167427
42.22	-120.35	1426	8.7200031	34.0814	2.952965137	4026.000543	3.826662177
42.22	-120.35	2862	8.7200031	68.4018	2.952965137	4026.000543	3.826662177
40.71	-119.43	83.7	16.815744	2.00043	4.100700428	5442.7552	2.7556268
44.25	-120.97	109	9.8749847	2.6051	3.142448838	4228.122323	3.59592171
44.24	-120.97	109	9.8749847	2.6051	3.142448838	4228.122323	3.59592171
43.21	-119.04	126	9.2272873	3.0114	3.037645025	4114.775278	3.719986998
43.21	-119	128	9.2272873	3.0592	3.037645025	4114.775278	3.719986998
38.85	-122.8	282.4	17.725136	6.74936	4.210123039	5601.8988	2.68400707
42.18	-121.7	38	8.7200031	0.9082	2.952965137	4026.000543	3.826662177
42.22	-120.36	895	8.7200031	21.3905	2.952965137	4026.000543	3.826662177
38.77	-122.82	219.1	17.725136	5.23649	4.210123039	5601.8988	2.68400707
37.49	-119.3	54	16.19442	1.2906	4.024229119	5334.0235	2.807991212
43.95	-122.9	45	9.5827484	1.0755	3.09560146	4176.98097	3.6503407
42.13	-121.74	63	8.7200031	1.5057	2.952965137	4026.000543	3.826662177
39.05	-122.74	172	17.834578	4.1108	4.22310052	5621.05115	2.675759184
38.94	-122.69	214	17.725136	5.1146	4.210123039	5601.8988	2.68400707
43.69	-122.37	156	9.5827484	3.7284	3.09560146	4176.98097	3.6503407
42.19	-121.77	92	8.7200031	2.1988	2.952965137	4026.000543	3.826662177
40.39	-119.42	20.4	16.524179	0.48756	4.064994342	5391.731325	2.779831668
40.39	-119.41	0.6	16.524179	0.01434	4.064994342	5391.731325	2.779831668
40.39	-119.42	134.7	16.524179	3.21933	4.064994342	5391.731325	2.779831668
42.17	-121.68	21	8.7200031	0.5019	2.952965137	4026.000543	3.826662177
45.7	-121.24	42	9.5560369	1.0038	3.091284021	4172.306458	3.655438945
41.73	-121.67	17	8.7112598	0.4063	2.951484338	4024.470465	3.828582064
43.9	-121.36	59	9.5827484	1.4101	3.09560146	4176.98097	3.6503407
43.91	-121.36	60.9	9.8749847	1.45551	3.142448838	4228.122323	3.59592171
46.33	-120.78	74	9.5389538	1.7686	3.088519678	4169.316915	3.658710703
41.83	-121.55	100	8.7181835	2.39	2.952657024	4025.682113	3.827061494
42.7	-122.6	105	8.0918245	2.5095	2.844613243	3916.069288	3.972420514
42.7	-122.6	105	8.0918245	2.5095	2.844613243	3916.069288	3.972420514
42.7	-122.6	93	8.0918245	2.2227	2.844613243	3916.069288	3.972420514
42.7	-122.6	93	8.0918245	2.2227	2.844613243	3916.069288	3.972420514
42.22	-120.36	992	8.7200031	23.7088	2.952965137	4026.000543	3.826662177
42.22	-120.36	118	8.7200031	2.8202	2.952965137	4026.000543	3.826662177
47.94	-128.9	84	0.43398958	2.0076	0.658778855	2575.948177	17.15294884
47.92	-128.85	136	0.66285837	3.2504	0.814161145	2616.000215	13.87931624
47.9	-128.74	440	0.91232389	10.516	0.955156474	2659.656681	11.83052233
47.74	-127.91	345	2.9722376	8.2455	1.724017865	3020.14158	6.55445644
47.73	-127.88	129	2.9722376	3.0831	1.724017865	3020.14158	6.55445644
47.87	-128.59	439	1.1679138	10.4921	1.080700606	2704.384915	10.45617994
47.85	-128.47	334	1.414219	7.9826	1.189209401	2747.488325	9.502111225
47.89	-128.66	900	0.91232389	21.51	0.955156474	2659.656681	11.83052233
47.79	-128.21	267	2.1661963	6.3813	1.47180036	2879.084353	7.677671718
42.01	-121.82	13	8.7200031	0.3107	2.952965137	4026.000543	3.826662177
46.53	-122.56	31	9.6252508	0.7409	3.102458831	4184.41889	3.642272344
42.19	-120.35	146	8.7200031	3.4894	2.952965137	4026.000543	3.826662177
39.51	-119.65	295.6	16.215477	7.06484	4.026844546	5337.708475	2.806167427
38.83	-121.17	26	16.676729	0.6214	4.083715098	5418.427575	2.767088234
39.39	-119.72	425.5	16.215477	10.16945	4.026844546	5337.708475	2.806167427
40.39	-121.54	132	18.00329	3.1548	4.2430284	5650.57575	2.663192167
40.36	-121.5	231	18.00329	5.5209	4.2430284	5650.57575	2.663192167
40.41	-121.45	85	18.00329	2.0315	4.2430284	5650.57575	2.663192167
40.37	-120.95	97	17.580811	2.3183	4.19294777	5576.641925	2.695001374
44.55	-122.03	82	9.8749847	1.9598	3.142448838	4228.122323	3.59592171
39.03	-122.43	109	17.580811	2.6051	4.19294777	5576.641925	2.695001374
46.57	-120.17	53	9.7773581	1.2667	3.126876732	4211.037668	3.613829699
42.64	-122.82	42	8.1765585	1.0038	2.85946822	3930.897738	3.951783734
42.64	-122.82	42	8.1765585	1.0038	2.85946822	3930.897738	3.951783734
45.7	-121.42	52	9.5560369	1.2428	3.091284021	4172.306458	3.655438945
39.39	-119.76	8295	16.215477	198.2505	4.026844546	5337.708475	2.806167427
42.37	-120.57	126	8.7200031	3.0114	2.952965137	4026.000543	3.826662177
41.63	-121.37	29	17.755274	0.6931	4.213700749	5607.17295	2.681728171
41.7	-121.35	144.6	17.755274	3.45594	4.213700749	5607.17295	2.681728171
41.7	-121.35	243	17.755274	5.8077	4.213700749	5607.17295	2.681728171
46.3	-122.87	21	9.5389538	0.5019	3.088519678	4169.316915	3.658710703
42.22	-121.78	377	8.7200031	9.0103	2.952965137	4026.000543	3.826662177
46.58	-123.03	47	9.7773581	1.1233	3.126876732	4211.037668	3.613829699
42.24	-121.77	1488.2	8.7200031	35.56798	2.952965137	4026.000543	3.826662177
45.61	-121.23	69	9.5370016	1.6491	3.08820362	4168.97528	3.659085148
42.38	-122.53	49	8.7200031	1.1711	2.952965137	4026.000543	3.826662177
47.17	-119.32	81	9.7773581	1.9359	3.126876732	4211.037668	3.613829699
41.65	-121.18	78	17.755274	1.8642	4.213700749	5607.17295	2.681728171
41.56	-121.12	147	18.100437	3.5133	4.254460835	5667.576475	2.656035732
41.74	-121.87	8	8.7112598	0.1912	2.951484338	4024.470465	3.828582064
41.59	-121.96	13	8.7299252	0.3107	2.954644683	4027.73691	3.82448694
41	-120.89	98	18.00329	2.3422	4.2430284	5650.57575	2.663192167
41.27	-122.61	37	15.872827	0.8843	3.984071661	5277.744725	2.836294365
41.83	-121.25	67	8.7181835	1.6013	2.952657024	4025.682113	3.827061494
41.57	-122.88	18	8.7299252	0.4302	2.954644683	4027.73691	3.82448694
41.56	-122.53	29	8.7299252	0.6931	2.954644683	4027.73691	3.82448694
41.43	-122.5	39	8.7199984	0.9321	2.952964341	4025.99972	3.826663208
41.89	-122.4	11	8.7200031	0.2629	2.952965137	4026.000543	3.826662177
41.98	-122.32	72	8.7200031	1.7208	2.952965137	4026.000543	3.826662177
41.9	-122.53	11	8.7200031	0.2629	2.952965137	4026.000543	3.826662177
41.95	-122	142	8.7200031	3.3938	2.952965137	4026.000543	3.826662177
41.73	-120.38	8	18.00329	0.1912	4.2430284	5650.57575	2.663192167
44.43	-122.72	45	9.8749847	1.0755	3.142448838	4228.122323	3.59592171
42.18	-120.36	125	8.7200031	2.9875	2.952965137	4026.000543	3.826662177
42.18	-120.34	190	8.7200031	4.541	2.952965137	4026.000543	3.826662177
42.22	-120.36	2883	8.7200031	68.9037	2.952965137	4026.000543	3.826662177
43.53	-120.09	277.7	9.5357075	6.63703	3.08799409	4168.748813	3.659333428
40.41	-120.65	700	17.370102	16.73	4.167745434	5539.76785	2.711298034
39.9	-119.16	172.9	16.215477	4.13231	4.026844546	5337.708475	2.806167427
39.9	-119.19	276.6	16.215477	6.61074	4.026844546	5337.708475	2.806167427
39.88	-119.22	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.91	-119.22	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.8	-119.3	69.2	16.215477	1.65388	4.026844546	5337.708475	2.806167427
39.94	-119.29	69.2	16.215477	1.65388	4.026844546	5337.708475	2.806167427
39.99	-119.23	172.9	16.215477	4.13231	4.026844546	5337.708475	2.806167427
39.85	-119.23	276.6	16.215477	6.61074	4.026844546	5337.708475	2.806167427
39.88	-119.24	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.9	-119.23	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.92	-119.21	276.6	16.215477	6.61074	4.026844546	5337.708475	2.806167427
39.91	-119.22	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.96	-119.28	103.7	16.215477	2.47843	4.026844546	5337.708475	2.806167427
39.95	-119.26	103.7	16.215477	2.47843	4.026844546	5337.708475	2.806167427
39.96	-119.26	242.1	16.215477	5.78619	4.026844546	5337.708475	2.806167427
39.96	-119.24	103.7	16.215477	2.47843	4.026844546	5337.708475	2.806167427
39.97	-119.25	242.1	16.215477	5.78619	4.026844546	5337.708475	2.806167427
39.92	-119.25	207.5	16.215477	4.95925	4.026844546	5337.708475	2.806167427
39.89	-119.29	276.6	16.215477	6.61074	4.026844546	5337.708475	2.806167427
39.89	-119.26	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.84	-119.26	242.1	16.215477	5.78619	4.026844546	5337.708475	2.806167427
39.86	-119.25	311.2	16.215477	7.43768	4.026844546	5337.708475	2.806167427
39.92	-119.2	345.8	16.215477	8.26462	4.026844546	5337.708475	2.806167427
39.88	-119.21	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.89	-119.21	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
39.92	-119.18	242.1	16.215477	5.78619	4.026844546	5337.708475	2.806167427
39.88	-119.18	172.9	16.215477	4.13231	4.026844546	5337.708475	2.806167427
39.93	-119.19	138.3	16.215477	3.30537	4.026844546	5337.708475	2.806167427
39.82	-119.26	179.1	16.215477	4.28049	4.026844546	5337.708475	2.806167427
39.85	-119.31	138.3	16.215477	3.30537	4.026844546	5337.708475	2.806167427
39.88	-119.28	242.1	16.215477	5.78619	4.026844546	5337.708475	2.806167427
39.88	-119.31	138.3	16.215477	3.30537	4.026844546	5337.708475	2.806167427
39.83	-119.31	69.2	16.215477	1.65388	4.026844546	5337.708475	2.806167427
38.85	-122.76	351	17.725136	8.3889	4.210123039	5601.8988	2.68400707
38.85	-122.76	389	17.725136	9.2971	4.210123039	5601.8988	2.68400707
38.86	-122.77	322	17.725136	7.6958	4.210123039	5601.8988	2.68400707
38.86	-122.78	293	17.725136	7.0027	4.210123039	5601.8988	2.68400707
38.87	-122.77	285	17.725136	6.8115	4.210123039	5601.8988	2.68400707
38.86	-122.75	305	17.725136	7.2895	4.210123039	5601.8988	2.68400707
38.86	-122.75	305	17.725136	7.2895	4.210123039	5601.8988	2.68400707
38.94	-122.76	232	17.834578	5.5448	4.22310052	5621.05115	2.675759184
42.21	-122.68	49	8.7200031	1.1711	2.952965137	4026.000543	3.826662177
40.21	-119.15	84.1	16.215477	2.00999	4.026844546	5337.708475	2.806167427
40.23	-119.14	33.1	16.215477	0.79109	4.026844546	5337.708475	2.806167427
40.19	-119.18	84.1	16.215477	2.00999	4.026844546	5337.708475	2.806167427
40.21	-119.23	61.2	16.215477	1.46268	4.026844546	5337.708475	2.806167427
40.22	-119.22	150.3	16.215477	3.59217	4.026844546	5337.708475	2.806167427
40.25	-119.21	63.7	16.215477	1.52243	4.026844546	5337.708475	2.806167427
45.71	-121.87	46	9.5560369	1.0994	3.091284021	4172.306458	3.655438945
45.32	-121.8	41	9.5414743	0.9799	3.088927694	4169.758003	3.658227423
45.41	-121.82	110	9.5483627	2.629	3.090042508	4170.963473	3.656907622
45.37	-121.82	110	9.5483627	2.629	3.090042508	4170.963473	3.656907622
45.28	-121.74	95	9.5414743	2.2705	3.088927694	4169.758003	3.658227423
43.32	-119.7	83.7	9.4671307	2.00043	3.076870277	4156.747873	3.672563021
43.31	-119.77	83.7	9.4671307	2.00043	3.076870277	4156.747873	3.672563021
43.32	-119.71	175.7	9.4671307	4.19923	3.076870277	4156.747873	3.672563021
43.21	-119.52	142.3	9.2272873	3.40097	3.037645025	4114.775278	3.719986998
43.2	-119.57	347.3	9.2272873	8.30047	3.037645025	4114.775278	3.719986998
43.1	-119.73	46	8.97577	1.0994	2.995958945	4070.75975	3.771747279
47.37	-120.3	58	9.7773581	1.3862	3.126876732	4211.037668	3.613829699
39.39	-119.75	2659.7	16.215477	63.56683	4.026844546	5337.708475	2.806167427
39.39	-119.75	748	16.215477	17.8772	4.026844546	5337.708475	2.806167427
39.39	-119.76	2722.3	16.215477	65.06297	4.026844546	5337.708475	2.806167427
39.91	-119.22	380.4	16.215477	9.09156	4.026844546	5337.708475	2.806167427
44.33	-122.99	39	9.8749847	0.9321	3.142448838	4228.122323	3.59592171
45.75	-121.12	56	9.5560369	1.3384	3.091284021	4172.306458	3.655438945
43.75	-122.47	78	9.5827484	1.8642	3.09560146	4176.98097	3.6503407
43.75	-122.47	87	9.5827484	2.0793	3.09560146	4176.98097	3.6503407
44.15	-122.54	55.89	9.8749847	1.335771	3.142448838	4228.122323	3.59592171
39.49	-119.8	122.4	16.215477	2.92536	4.026844546	5337.708475	2.806167427
44.19	-123.83	30	9.8100004	0.717	3.132092017	4216.75007	3.607812267
44.71	-123.03	42	9.8749847	1.0038	3.142448838	4228.122323	3.59592171
38.89	-122.61	75.3	17.580811	1.79967	4.19294777	5576.641925	2.695001374
38.89	-122.64	242.7	17.725136	5.80053	4.210123039	5601.8988	2.68400707
38.9	-122.65	192	17.725136	4.5888	4.210123039	5601.8988	2.68400707
38.91	-122.63	157.8	17.725136	3.77142	4.210123039	5601.8988	2.68400707
38.88	-122.72	117.2	17.725136	2.80108	4.210123039	5601.8988	2.68400707
38.95	-122.85	62	17.834578	1.4818	4.22310052	5621.05115	2.675759184
38.76	-122.64	125	17.580811	2.9875	4.19294777	5576.641925	2.695001374
38.99	-122.82	8.4	17.834578	0.20076	4.22310052	5621.05115	2.675759184
38.76	-122.64	130	17.580811	3.107	4.19294777	5576.641925	2.695001374
38.8	-122.56	192.4	17.580811	4.59836	4.19294777	5576.641925	2.695001374
38.88	-122.62	71.1	17.580811	1.69929	4.19294777	5576.641925	2.695001374
38.88	-122.62	58.6	17.580811	1.40054	4.19294777	5576.641925	2.695001374
46.15	-124.41	39.5	9.5399418	0.94405	3.088679621	4169.489815	3.658521241
44.22	-124.47	39.9	9.8100004	0.95361	3.132092017	4216.75007	3.607812267
44.5	-124.42	44.7	9.8749847	1.06833	3.142448838	4228.122323	3.59592171
44.86	-124.28	46.2	9.8163719	1.10418	3.133108983	4217.865083	3.606641218
43.26	-124.59	43.2	9.4671307	1.03248	3.076870277	4156.747873	3.672563021
44.06	-124.65	48.8	9.5543547	1.16632	3.091011922	4172.012073	3.65576073
45.44	-119.78	46	9.5483627	1.0994	3.090042508	4170.963473	3.656907622
42.23	-121.77	746.2	8.7200031	17.83418	2.952965137	4026.000543	3.826662177
42.23	-121.77	1150	8.7200031	27.485	2.952965137	4026.000543	3.826662177
45.61	-122.13	80	9.5370016	1.912	3.08820362	4168.97528	3.659085148
37.25	-122.4	116.3	17.13776	2.77957	4.139777772	5499.108	2.72961512
42.24	-121.78	975	8.7200031	23.3025	2.952965137	4026.000543	3.826662177
38.9	-122.86	283	17.834578	6.7637	4.22310052	5621.05115	2.675759184
38.86	-122.87	274	17.834578	6.5486	4.22310052	5621.05115	2.675759184
38.98	-122.89	94	17.834578	2.2466	4.22310052	5621.05115	2.675759184
38.97	-122.89	96	17.834578	2.2944	4.22310052	5621.05115	2.675759184
38.96	-122.81	105	17.834578	2.5095	4.22310052	5621.05115	2.675759184
38.88	-122.78	217	17.725136	5.1863	4.210123039	5601.8988	2.68400707
46.82	-120.66	37	9.7773581	0.8843	3.126876732	4211.037668	3.613829699
45.73	-122.41	36	9.5560369	0.8604	3.091284021	4172.306458	3.655438945
43.59	-122.23	127	9.5827484	3.0353	3.09560146	4176.98097	3.6503407
39.53	-119.76	162.1	16.215477	3.87419	4.026844546	5337.708475	2.806167427
39.53	-119.76	124.5	16.215477	2.97555	4.026844546	5337.708475	2.806167427
43.84	-119.9	67	9.8749847	1.6013	3.142448838	4228.122323	3.59592171
43.84	-119.9	105	9.8749847	2.5095	3.142448838	4228.122323	3.59592171
42.21	-120.36	171	8.7200031	4.0869	2.952965137	4026.000543	3.826662177
45.94	-120.97	50	9.5405912	1.195	3.088784745	4169.60346	3.658396727
44.27	-120.81	79	9.8749847	1.8881	3.142448838	4228.122323	3.59592171
45.69	-120.13	114	9.5560369	2.7246	3.091284021	4172.306458	3.655438945
38.1	-122.89	88.67	17.370102	2.119213	4.167745434	5539.76785	2.711298034
38.85	-122.85	344.1	17.834578	8.22399	4.22310052	5621.05115	2.675759184
38.84	-122.84	379.3	17.725136	9.06527	4.210123039	5601.8988	2.68400707
39.74	-119.57	131	16.215477	3.1309	4.026844546	5337.708475	2.806167427
39.74	-119.59	147.4	16.215477	3.52286	4.026844546	5337.708475	2.806167427
39.74	-119.59	212.9	16.215477	5.08831	4.026844546	5337.708475	2.806167427
39.74	-119.58	264.8	16.215477	6.32872	4.026844546	5337.708475	2.806167427
39.81	-119.65	10.9	16.215477	0.26051	4.026844546	5337.708475	2.806167427
48.69	-119.5	77	9.57864	1.8403	3.094937802	4176.262	3.651123454
44.84	-120.46	70	9.8749847	1.673	3.142448838	4228.122323	3.59592171
44.82	-120.56	85.5	9.8749847	2.04345	3.142448838	4228.122323	3.59592171
44.84	-120.48	67.5	9.8749847	1.61325	3.142448838	4228.122323	3.59592171
44.83	-120.49	70.6	9.8749847	1.68734	3.142448838	4228.122323	3.59592171
44.82	-120.48	96.8	9.8749847	2.31352	3.142448838	4228.122323	3.59592171
44.82	-120.54	198	9.8749847	4.7322	3.142448838	4228.122323	3.59592171
44.86	-120.55	44.8	9.8163719	1.07072	3.133108983	4217.865083	3.606641218
44.87	-120.55	69	9.8163719	1.6491	3.133108983	4217.865083	3.606641218
45.03	-121.96	341	9.831625	8.1499	3.135542218	4220.534375	3.603842403
44.78	-122.04	109	9.8749847	2.6051	3.142448838	4228.122323	3.59592171
45.5	-122.31	218	9.5407829	5.2102	3.088815776	4169.637008	3.658359973
45.02	-122.01	398	9.831625	9.5122	3.135542218	4220.534375	3.603842403
44.2	-122.05	154	9.8749847	3.6806	3.142448838	4228.122323	3.59592171
45.07	-121.96	341	9.68153	8.1499	3.111515708	4194.26775	3.631670562
44.72	-121.91	117	9.8749847	2.7963	3.142448838	4228.122323	3.59592171
44.56	-121.61	123	9.8749847	2.9397	3.142448838	4228.122323	3.59592171
44.56	-121.61	123	9.8749847	2.9397	3.142448838	4228.122323	3.59592171
43.72	-122.42	57	9.5827484	1.3623	3.09560146	4176.98097	3.6503407
43.72	-122.42	57	9.5827484	1.3623	3.09560146	4176.98097	3.6503407
45.52	-122.27	54	9.5407829	1.2906	3.088815776	4169.637008	3.658359973
45.51	-122.27	54	9.5407829	1.2906	3.088815776	4169.637008	3.658359973
45.61	-122	81	9.5370016	1.9359	3.08820362	4168.97528	3.659085148
43.72	-122.33	137	9.5827484	3.2743	3.09560146	4176.98097	3.6503407
45.65	-121.95	209	9.5370016	4.9951	3.08820362	4168.97528	3.659085148
45.34	-121.36	60	9.5414743	1.434	3.088927694	4169.758003	3.658227423
46.72	-121.58	98	9.7773581	2.3422	3.126876732	4211.037668	3.613829699
46.52	-121.94	73	9.6252508	1.7447	3.102458831	4184.41889	3.642272344
45.34	-121.92	70	9.5414743	1.673	3.088927694	4169.758003	3.658227423
45.28	-121.84	90	9.5414743	2.151	3.088927694	4169.758003	3.658227423
45.5	-122.28	55	9.5407829	1.3145	3.088815776	4169.637008	3.658359973
45.5	-122.28	55	9.5407829	1.3145	3.088815776	4169.637008	3.658359973
46.17	-122.27	45	9.546627	1.0755	3.089761641	4170.659725	3.657240044
46.55	-122.85	37	9.6252508	0.8843	3.102458831	4184.41889	3.642272344
45.63	-121.95	105	9.5370016	2.5095	3.08820362	4168.97528	3.659085148
45.63	-121.95	105	9.5370016	2.5095	3.08820362	4168.97528	3.659085148
46.64	-121.39	96	9.7773581	2.2944	3.126876732	4211.037668	3.613829699
42.13	-121.8	38	8.7200031	0.9082	2.952965137	4026.000543	3.826662177
45.72	-119.02	67	9.5560369	1.6013	3.091284021	4172.306458	3.655438945
38.84	-122.63	196	17.580811	4.6844	4.19294777	5576.641925	2.695001374
38.86	-122.67	231	17.725136	5.5209	4.210123039	5601.8988	2.68400707
38.85	-122.66	231	17.725136	5.5209	4.210123039	5601.8988	2.68400707
