lat,lon,age,ihfc q,ps q
46.52,-121.94,9.6252508,1.7447,3.642272344
45.34,-121.92,9.5414743,1.673,3.658227423
45.28,-121.84,9.5414743,2.151,3.658227423
45.5,-122.28,9.5407829,1.3145,3.658359973
45.5,-122.28,9.5407829,1.3145,3.658359973
46.17,-122.27,9.546627,1.0755,3.657240044
46.55,-122.85,9.6252508,0.8843,3.642272344
45.63,-121.95,9.5370016,2.5095,3.659085148
45.63,-121.95,9.5370016,2.5095,3.659085148
46.64,-121.39,9.7773581,2.2944,3.613829699
42.13,-121.8,8.7200031,0.9082,3.826662177
45.72,-119.02,9.5560369,1.6013,3.655438945
38.84,-122.63,17.580811,4.6844,2.695001374
38.86,-122.67,17.725136,5.5209,2.68400707
38.85,-122.66,17.725136,5.5209,2.68400707
38.85,-122.66,17.725136,5.2341,2.68400707
44.45,-122.83,9.8749847,0.717,3.59592171
42.01,-121.63,8.7200031,2.0076,3.826662177
44.63,-122.72,9.8749847,0.9082,3.59592171
38.7,-122.72,17.580811,5.3775,2.695001374
39.48,-119.81,16.215477,71.67132,2.806167427
39.48,-119.79,16.215477,8.56098,2.806167427
39.48,-119.79,16.215477,1.95741,2.806167427
39.48,-119.81,16.215477,27.87696,2.806167427
39.48,-119.81,16.215477,32.99634,2.806167427
39.48,-119.81,16.215477,35.57754,2.806167427
39.48,-119.81,16.215477,39.62142,2.806167427
39.48,-119.83,16.215477,19.837,2.806167427
39.48,-119.81,16.215477,3.1548,2.806167427
39.48,-119.81,16.215477,18.0206,2.806167427
39.48,-119.81,16.215477,74.6397,2.806167427
39.5,-119.83,16.215477,2.87995,2.806167427
39.48,-119.81,16.215477,16.1564,2.806167427
39.48,-119.81,16.215477,26.07012,2.806167427
39.58,-119.81,16.215477,7.9826,2.806167427
39.48,-119.79,16.215477,16.69176,2.806167427
39.48,-119.79,16.215477,21.03678,2.806167427
45.16,-122.11,9.5008411,2.113477,3.666041831
42.04,-120.31,18.00329,4.1825,2.663192167
42.04,-120.31,18.00329,13.6708,2.663192167
39.39,-119.75,16.215477,112.98725,2.806167427
45.68,-121.31,9.5560369,1.0994,3.655438945
42.13,-121.92,8.7200031,1.0038,3.826662177
46.43,-119.78,9.543684,1.3384,3.657803894
42.45,-121.36,8.7200031,3.72123,3.826662177
39.54,-122.08,17.725136,0.6692,2.68400707
39.54,-122.08,17.725136,0.6692,2.68400707
39.62,-119.31,16.215477,1.50092,2.806167427
37.1,-119.73,16.19442,0.6214,2.807991212
39.4,-120.88,16.815744,0.717,2.7556268
46.43,-120.18,9.543684,1.0516,3.657803894
39.45,-119.76,16.215477,1.0755,2.806167427
39.34,-119.74,16.215477,3.14046,2.806167427
39.34,-119.73,16.215477,1.58218,2.806167427
39.37,-119.75,16.215477,7.68624,2.806167427
39.34,-119.78,16.215477,5.28907,2.806167427
39.45,-119.72,16.215477,0.49473,2.806167427
39.39,-119.81,16.215477,1.57023,2.806167427
39.43,-119.71,16.215477,9.9185,2.806167427
39.33,-119.76,16.215477,1.8881,2.806167427
39.42,-119.76,16.215477,11.7349,2.806167427
39.37,-119.79,16.215477,3.38902,2.806167427
39.43,-119.77,16.215477,2.39717,2.806167427
39.4,-119.75,16.215477,52.31471,2.806167427
39.37,-119.77,16.215477,12.8104,2.806167427
39.42,-119.74,16.215477,9.50503,2.806167427
39.44,-119.73,16.215477,6.11601,2.806167427
39.4,-119.74,16.215477,38.92593,2.806167427
39.32,-119.75,16.215477,1.40054,2.806167427
39.4,-119.77,16.215477,2.64573,2.806167427
39.31,-119.7,16.215477,1.2189,2.806167427
39.31,-119.77,16.215477,0.85323,2.806167427
39.29,-119.74,16.215477,0.91298,2.806167427
39.36,-119.82,16.215477,2.64573,2.806167427
39.38,-119.84,16.215477,0.08365,2.806167427
39.41,-119.8,16.215477,1.24041,2.806167427
39.37,-119.73,16.215477,3.88375,2.806167427
45.39,-122.36,9.5483627,0.9799,3.656907622
40.38,-119.4,16.524179,13.0494,2.779831668
40.46,-119.4,16.524179,4.78478,2.779831668
40.37,-119.4,16.524179,3.75469,2.779831668
40.42,-119.41,16.524179,56.882,2.779831668
40.43,-119.39,16.524179,2.60988,2.779831668
40.36,-119.43,16.524179,4.21118,2.779831668
40.39,-119.37,16.524179,3.65431,2.779831668
40.38,-119.37,16.524179,3.65431,2.779831668
40.44,-119.43,16.524179,2.87039,2.779831668
40.44,-119.42,16.524179,3.04486,2.779831668
40.43,-119.47,16.524179,1.73992,2.779831668
40.41,-119.48,16.524179,2.34937,2.779831668
40.39,-119.45,16.524179,3.21933,2.779831668
40.37,-119.47,16.524179,6.43866,2.779831668
40.34,-119.47,16.524179,1.47941,2.779831668
40.32,-119.46,16.524179,7.30862,2.779831668
40.34,-119.41,16.524179,5.74078,2.779831668
48.67,-126.86,5.5437579,1.48658,4.79928251
48.69,-126.9,5.5437579,0.17925,4.79928251
48.68,-126.88,5.5437579,1.3862,4.79928251
48.68,-126.88,5.5437579,1.40293,4.79928251
48.68,-126.88,5.5437579,1.42205,4.79928251
48.67,-126.88,5.5437579,1.41966,4.79928251
48.67,-126.88,5.5437579,1.42444,4.79928251
48.67,-126.88,5.5437579,1.41727,4.79928251
48.67,-126.88,5.5437579,1.46746,4.79928251
48.67,-126.87,5.5437579,1.40532,4.79928251
48.67,-126.87,5.5437579,1.48897,4.79928251
48.67,-126.86,5.5437579,1.41966,4.79928251
48.67,-126.87,5.5437579,1.5774,4.79928251
48.66,-126.87,5.5437579,1.52482,4.79928251
48.67,-126.86,5.5437579,1.4818,4.79928251
48.68,-126.86,5.5437579,1.45073,4.79928251
48.68,-126.86,5.5437579,1.48897,4.79928251
48.68,-126.86,5.5437579,1.44117,4.79928251
48.68,-126.87,5.5437579,1.44356,4.79928251
48.68,-126.87,5.5437579,1.44356,4.79928251
48.68,-126.87,5.5437579,1.37903,4.79928251
48.65,-126.91,5.0980859,1.77338,5.004663351
48.66,-126.89,5.5437579,1.59174,4.79928251
48.67,-126.88,5.5437579,1.80923,4.79928251
48.67,-126.88,5.5437579,1.5535,4.79928251
48.67,-126.88,5.5437579,1.57501,4.79928251
48.67,-126.88,5.5437579,1.53438,4.79928251
48.67,-126.87,5.5437579,1.62281,4.79928251
48.67,-126.87,5.5437579,1.39576,4.79928251
48.67,-126.87,5.5437579,1.41966,4.79928251
48.67,-126.87,5.5437579,1.47702,4.79928251
48.68,-126.86,5.5437579,1.47941,4.79928251
48.65,-126.91,5.0980859,1.673,5.004663351
48.68,-126.86,5.5437579,1.46746,4.79928251
48.68,-126.86,5.5437579,1.48897,4.79928251
48.67,-126.88,5.5437579,1.5296,4.79928251
48.67,-126.88,5.5437579,1.50092,4.79928251
48.67,-126.87,5.5437579,1.53438,4.79928251
48.67,-126.87,5.5437579,1.58457,4.79928251
48.67,-126.87,5.5437579,1.59174,4.79928251
48.67,-126.87,5.5437579,1.41966,4.79928251
48.67,-126.86,5.5437579,1.4101,4.79928251
48.68,-126.86,5.5437579,1.34557,4.79928251
48.65,-126.91,5.0980859,1.58218,5.004663351
48.68,-126.86,5.5437579,1.4101,4.79928251
48.68,-126.86,5.5437579,1.434,4.79928251
48.68,-126.86,5.5437579,1.44834,4.79928251
48.68,-126.85,5.752306,1.44356,4.711481098
48.68,-126.85,5.752306,1.34796,4.711481098
48.68,-126.85,5.752306,1.2428,4.711481098
48.68,-126.85,5.752306,1.01097,4.711481098
48.68,-126.84,5.752306,1.01336,4.711481098
48.68,-126.84,5.752306,0.91776,4.711481098
48.69,-126.84,5.752306,0.99902,4.711481098
48.65,-126.9,5.0980859,1.60369,5.004663351
48.69,-126.84,5.752306,1.34557,4.711481098
48.69,-126.84,5.752306,0.87235,4.711481098
48.69,-126.83,5.752306,1.29538,4.711481098
48.69,-126.83,5.752306,1.69451,4.711481098
48.69,-126.82,5.752306,1.67061,4.711481098
48.69,-126.82,5.752306,1.70407,4.711481098
48.69,-126.82,5.752306,1.82118,4.711481098
48.7,-126.82,5.752306,1.85703,4.711481098
48.7,-126.82,5.752306,1.86898,4.711481098
48.66,-126.9,5.5437579,1.55828,4.79928251
48.7,-126.81,5.752306,1.51765,4.711481098
48.7,-126.81,5.752306,1.57262,4.711481098
48.71,-126.79,5.752306,1.46029,4.711481098
48.71,-126.79,5.752306,1.03965,4.711481098
48.66,-126.9,5.5437579,1.70407,4.79928251
48.66,-126.9,5.5437579,1.62281,4.79928251
48.66,-126.9,5.5437579,1.64432,4.79928251
48.66,-126.89,5.5437579,1.61086,4.79928251
39.4,-119.75,16.215477,132.97482,2.806167427
44.19,-123.83,9.8100004,0.8365,3.607812267
43.72,-121.29,9.5827484,5.29146,3.6503407
41.55,-122.26,8.7135773,1.4818,3.828072897
37.17,-120.07,16.19442,0.4541,2.807991212
38.72,-122.69,17.580811,3.346,2.695001374
38.72,-122.69,17.580811,3.9913,2.695001374
38.71,-122.72,17.580811,3.6806,2.695001374
38.71,-122.73,17.580811,6.453,2.695001374
38.71,-122.76,17.580811,6.692,2.695001374
38.74,-122.73,17.580811,7.8392,2.695001374
38.78,-122.68,17.580811,6.7637,2.695001374
38.75,-122.78,17.725136,7.6241,2.68400707
38.82,-122.9,17.834578,2.6529,2.675759184
38.82,-122.91,17.834578,3.9196,2.675759184
38.83,-122.9,17.834578,3.7284,2.675759184
38.83,-122.9,17.834578,5.2341,2.675759184
38.83,-122.92,17.834578,6.931,2.675759184
38.85,-122.91,17.834578,1.3862,2.675759184
43.9,-121.03,9.8749847,1.0994,3.59592171
43.87,-121.01,9.5827484,1.8881,3.6503407
43.85,-120.99,9.5827484,1.2906,3.6503407
46.73,-120.78,9.7773581,1.2667,3.613829699
42.21,-121.72,8.7200031,3.54676,3.826662177
43.54,-121.6,9.5357075,1.0994,3.659333428
39.38,-119.73,16.215477,49.19815,2.806167427
39.9,-119.1,16.215477,8.15946,2.806167427
39.6,-119.42,16.215477,2.97555,2.806167427
40.4,-119.41,16.524179,11.43376,2.779831668
39.63,-119.35,16.215477,2.39717,2.806167427
39.66,-119.17,16.215477,13.862,2.806167427
39.67,-119.34,16.215477,2.5095,2.806167427
39.67,-119.17,16.215477,6.64181,2.806167427
39.87,-119.13,16.215477,2.86322,2.806167427
39.93,-119.07,16.215477,3.71406,2.806167427
39.9,-119.06,16.215477,2.19163,2.806167427
39.64,-119.4,16.215477,1.57023,2.806167427
39.89,-119.06,16.215477,3.16675,2.806167427
39.91,-119.14,16.215477,2.98511,2.806167427
39.91,-119.06,16.215477,2.74133,2.806167427
39.93,-119.07,16.215477,3.34839,2.806167427
39.65,-119.26,16.215477,1.24041,2.806167427
39.82,-119.22,16.215477,5.61889,2.806167427
39.82,-119.92,16.524179,5.76229,2.779831668
39.84,-119.92,16.524179,2.31352,2.779831668
39.96,-119.16,16.215477,3.38902,2.806167427
39.95,-119.16,16.215477,2.49755,2.806167427
40.02,-119.22,16.215477,1.34079,2.806167427
39.67,-119.37,16.215477,2.31352,2.806167427
40.03,-119.15,16.215477,4.38087,2.806167427
40.06,-119.06,16.215477,1.32167,2.806167427
39.8,-119.01,16.215477,2.3661,2.806167427
39.8,-119.01,16.215477,2.8919,2.806167427
39.8,-119.01,16.215477,5.91764,2.806167427
45.78,-122.2,9.544672,1.3623,3.657614574
45.77,-122.19,9.544672,1.5774,3.657614574
45.77,-122.22,9.544672,1.5535,3.657614574
45.78,-122.2,9.544672,1.0516,3.657614574
45.77,-122.2,9.544672,1.9598,3.657614574
44.16,-122.24,9.8749847,1.6969,3.59592171
42.23,-121.77,8.7200031,116.02494,3.826662177
42.8,-120.1,8.7200031,1.14481,3.826662177
39.37,-119.77,16.215477,0.60945,2.806167427
42.24,-120.36,8.7200031,20.0999,3.826662177
39.38,-119.73,16.215477,155.05125,2.806167427
39.38,-119.78,16.215477,3.04486,2.806167427
39.76,-119,16.215477,3.04486,2.806167427
42.17,-122.69,8.7200031,1.2906,3.826662177
42.17,-122.69,8.7200031,1.2906,3.826662177
46.53,-122.82,9.6252508,0.9082,3.642272344
38.89,-122.79,17.725136,17.6143,2.68400707
44.76,-121.96,9.8749847,2.5095,3.59592171
44.77,-121.93,9.8749847,3.107,3.59592171
44.77,-121.93,9.8749847,3.107,3.59592171
44.76,-121.96,9.8749847,6.1901,3.59592171
44.76,-121.96,9.8749847,6.1901,3.59592171
44.75,-121.89,9.8749847,2.8919,3.59592171
44.75,-121.89,9.8749847,2.8919,3.59592171
44.76,-121.99,9.8749847,2.7963,3.59592171
44.8,-121.99,9.8749847,1.7925,3.59592171
44.8,-121.99,9.8749847,1.7925,3.59592171
44.82,-121.94,9.8749847,2.1032,3.59592171
44.82,-121.94,9.8749847,2.1032,3.59592171
44.69,-121.93,9.8749847,3.8001,3.59592171
44.69,-121.93,9.8749847,3.8001,3.59592171
44.69,-121.89,9.8749847,2.8919,3.59592171
44.69,-121.89,9.8749847,2.8919,3.59592171
44.67,-121.93,9.8749847,2.7963,3.59592171
44.67,-121.93,9.8749847,2.7963,3.59592171
44.75,-121.94,9.8749847,3.3938,3.59592171
44.73,-121.97,9.8749847,2.2944,3.59592171
44.73,-121.97,9.8749847,2.2944,3.59592171
44.69,-121.99,9.8749847,3.6089,3.59592171
37.45,-122.03,16.215477,2.0315,2.806167427
44.15,-122.12,9.8749847,2.868,3.59592171
44.15,-122.12,9.8749847,2.868,3.59592171
44.35,-122.07,9.8749847,2.4139,3.59592171
44.35,-122.07,9.8749847,3.8001,3.59592171
44.31,-122.01,9.8749847,1.6013,3.59592171
44.3,-122.01,9.8749847,1.6013,3.59592171
44.27,-121.97,9.8749847,1.88093,3.59592171
44.15,-122.04,9.8749847,0.97034,3.59592171
44.16,-122,9.8749847,1.912,3.59592171
44.46,-122.05,9.8749847,0.49951,3.59592171
44.44,-122.01,9.8749847,0.90103,3.59592171
44.42,-122.06,9.8749847,2.0315,3.59592171
44.42,-122.06,9.8749847,2.0315,3.59592171
43.3,-122.89,9.4671307,1.2667,3.672563021
43.3,-122.89,9.4671307,1.2667,3.672563021
40.39,-120.62,17.370102,16.73,2.711298034
40.51,-120.66,17.50819,1.8403,2.700584794
40.45,-120.68,17.50819,8.6996,2.700584794
40.4,-120.63,17.370102,9.7034,2.711298034
40.41,-120.66,17.370102,8.1977,2.711298034
40.4,-120.64,17.370102,12.5475,2.711298034
40.39,-120.6,17.370102,4.3498,2.711298034
40.38,-120.61,17.370102,16.73,2.711298034
40.37,-120.63,17.370102,8.16424,2.711298034
40.44,-120.64,17.370102,14.5551,2.711298034
40.43,-120.67,17.50819,10.84104,2.700584794
40.43,-120.67,17.50819,16.73,2.700584794
41.62,-120.04,18.00329,7.6002,2.663192167
38.84,-121.84,17.088528,0.6453,2.733544299
41.74,-120.08,18.00329,2.7007,2.663192167
39.46,-121.99,17.580811,0.7887,2.695001374
41.66,-119.81,18.00329,3.97457,2.663192167
38.92,-121.61,17.088528,0.6931,2.733544299
42.02,-120.3,18.00329,2.1749,2.663192167
44.84,-122.84,9.8749847,1.3145,3.59592171
41.39,-119.79,17.50819,50.05616,2.700584794
40.06,-119.16,16.215477,2.47843,2.806167427
39.99,-119.03,16.215477,4.87082,2.806167427
40,-119.19,16.215477,3.30537,2.806167427
41.38,-119.79,17.50819,146.5548,2.700584794
40.08,-119.02,16.215477,2.56208,2.806167427
41.38,-119.78,17.50819,3.07832,2.700584794
41.39,-119.79,17.50819,42.6615,2.700584794
39.96,-119.03,16.215477,1.8881,2.806167427
39.95,-119.09,16.215477,4.21596,2.806167427
40,-119.19,16.215477,3.32688,2.806167427
41.38,-119.79,17.50819,155.85668,2.700584794
39.86,-119.16,16.215477,4.04866,2.806167427
41.39,-119.78,17.50819,12.14598,2.700584794
41.39,-119.78,17.50819,3.07832,2.700584794
41.39,-119.79,17.50819,36.33756,2.700584794
41.47,-119.79,17.50819,20.81212,2.700584794
41.37,-119.8,17.50819,146.5548,2.700584794
40.23,-119,16.215477,3.63758,2.806167427
41.38,-119.79,17.50819,46.37556,2.700584794
39.98,-119.11,16.215477,2.14861,2.806167427
40.04,-119.2,16.215477,1.30494,2.806167427
40.01,-119.16,16.215477,1.82596,2.806167427
40.03,-119.04,16.215477,2.97555,2.806167427
41.39,-119.79,17.50819,4.61748,2.700584794
40.14,-119.04,16.215477,2.54535,2.806167427
39.95,-119.2,16.215477,2.06735,2.806167427
39.99,-119.29,16.215477,1.34079,2.806167427
39.92,-119.33,16.215477,4.54578,2.806167427
40.09,-119.1,16.215477,0.82694,2.806167427
40.06,-119.16,16.215477,1.95741,2.806167427
40.1,-119.04,16.215477,1.6969,2.806167427
41.38,-119.79,17.50819,3.07832,2.700584794
42,-123.76,8.7200031,0.5975,3.826662177
39.16,-119.19,16.215477,1.3623,2.806167427
39.17,-120,16.215477,1.7447,2.806167427
39.2,-119.98,16.215477,1.4101,2.806167427
39.15,-120.02,16.215477,1.8164,2.806167427
39.07,-120.03,16.215477,1.6013,2.806167427
39.1,-120.07,16.215477,1.7925,2.806167427
46.54,-122.62,9.6252508,0.5019,3.642272344
39.51,-119.77,16.215477,2.62422,2.806167427
40.42,-120.62,17.370102,5.72166,2.711298034
40.37,-120.6,17.370102,52.46528,2.711298034
40.41,-120.49,17.217102,10.73349,2.723318381
40.4,-120.47,17.217102,1.58696,2.723318381
40.41,-120.46,17.217102,2.1988,2.723318381
40.4,-120.44,17.217102,1.40293,2.723318381
38.8,-122.84,17.725136,4.38565,2.68400707
40.33,-120.41,17.217102,1.28104,2.723318381
38.78,-122.82,17.725136,7.3134,2.68400707
38.79,-122.81,17.725136,8.4606,2.68400707
38.8,-122.84,17.725136,9.6317,2.68400707
38.74,-122.7,17.580811,9.8468,2.695001374
40.38,-120.63,17.370102,1.46507,2.711298034
38.73,-122.69,17.580811,8.7713,2.695001374
40.41,-120.67,17.370102,7.01226,2.711298034
38.73,-122.7,17.580811,3.9913,2.695001374
40.46,-120.62,17.370102,4.08451,2.711298034
38.73,-122.71,17.580811,5.9272,2.695001374
38.73,-122.71,17.580811,4.3976,2.695001374
38.79,-122.83,17.725136,6.7637,2.68400707
40.41,-120.46,17.217102,2.3183,2.723318381
38.81,-122.86,17.725136,8.843,2.68400707
38.81,-122.84,17.725136,1.7686,2.68400707
38.81,-122.84,17.725136,14.3161,2.68400707
38.8,-122.86,17.725136,6.931,2.68400707
38.8,-122.85,17.725136,4.3976,2.68400707
38.89,-122.67,17.725136,6.1423,2.68400707
38.88,-122.6,17.580811,3.6806,2.695001374
38.75,-122.8,17.725136,5.3297,2.68400707
38.75,-122.8,17.725136,6.12318,2.68400707
38.75,-122.8,17.725136,4.5888,2.68400707
38.75,-122.8,17.725136,6.00368,2.68400707
38.75,-122.78,17.725136,7.52133,2.68400707
38.76,-122.78,17.725136,6.41715,2.68400707
38.74,-122.78,17.725136,10.14794,2.68400707
38.74,-122.77,17.725136,3.9674,2.68400707
38.74,-122.77,17.725136,6.34306,2.68400707
38.79,-122.82,17.725136,5.7838,2.68400707
38.73,-122.76,17.580811,4.9473,2.695001374
38.73,-122.76,17.580811,5.6882,2.695001374
38.74,-122.76,17.580811,5.43964,2.695001374
38.74,-122.76,17.580811,7.5524,2.695001374
38.74,-122.75,17.580811,8.4606,2.695001374
38.75,-122.75,17.580811,9.8468,2.695001374
38.73,-122.75,17.580811,6.692,2.695001374
38.74,-122.79,17.725136,4.6844,2.68400707
38.74,-122.79,17.725136,4.9473,2.68400707
38.73,-122.77,17.580811,3.9435,2.695001374
38.73,-122.77,17.580811,5.4731,2.695001374
38.73,-122.73,17.580811,4.7561,2.695001374
38.73,-122.73,17.580811,4.6844,2.695001374
38.78,-122.81,17.725136,5.975,2.68400707
38.79,-122.69,17.580811,5.6643,2.695001374
38.8,-122.69,17.580811,5.9511,2.695001374
38.78,-122.83,17.725136,4.8517,2.68400707
38.9,-122.63,17.725136,4.2303,2.68400707
38.92,-122.85,17.834578,4.9951,2.675759184
38.79,-122.69,17.580811,9.7512,2.695001374
38.73,-122.69,17.580811,5.3536,2.695001374
38.77,-122.84,17.725136,4.8039,2.68400707
38.77,-122.84,17.725136,5.8555,2.68400707
38.77,-122.81,17.725136,4.3737,2.68400707
38.77,-122.81,17.725136,7.2895,2.68400707
45.3,-121.77,9.5414743,2.6768,3.658227423
47.12,-120.68,9.7773581,0.9799,3.613829699
42,-121.71,8.7200031,1.7925,3.826662177
40.03,-119.01,16.215477,4.62704,2.806167427
40.02,-119.02,16.215477,4.38087,2.806167427
40.02,-119.02,16.215477,4.38087,2.806167427
40.03,-119.02,16.215477,4.4454,2.806167427
40.02,-119,16.215477,4.79434,2.806167427
40.03,-119.01,16.215477,3.34839,2.806167427
39.99,-119.04,16.215477,5.1146,2.806167427
39.99,-119.04,16.215477,5.42052,2.806167427
39.99,-119.01,16.215477,4.32351,2.806167427
39.9,-119.22,16.215477,12.60486,2.806167427
39.97,-119.25,16.215477,5.84594,2.806167427
39.9,-119.13,16.215477,4.01998,2.806167427
40.03,-119.09,16.215477,0.9082,2.806167427
39.98,-119.03,16.215477,4.20162,2.806167427
39.98,-119.02,16.215477,3.95784,2.806167427
39.37,-119.71,16.215477,2.5573,2.806167427
39.58,-119.52,16.215477,8.67809,2.806167427
39.57,-119.52,16.215477,3.05681,2.806167427
39.57,-119.54,16.215477,14.87536,2.806167427
39.57,-119.54,16.215477,30.58005,2.806167427
39.57,-119.51,16.215477,2.47843,2.806167427
39.53,-119.62,16.215477,2.8919,2.806167427
39.57,-119.55,16.215477,4.8756,2.806167427
39.58,-119.51,16.215477,3.30537,2.806167427
39.58,-119.53,16.215477,5.04051,2.806167427
39.59,-119.53,16.215477,3.30537,2.806167427
39.59,-119.49,16.215477,4.04866,2.806167427
39.58,-119.51,16.215477,4.21596,2.806167427
42.45,-121.47,8.7200031,1.9837,3.826662177
38.86,-122.89,17.834578,6.5008,2.675759184
40.6,-119.42,16.676729,0.7887,2.767088234
40.63,-119.4,16.676729,2.39,2.767088234
40.64,-119.37,16.676729,2.39,2.767088234
40.64,-119.36,16.676729,1.6969,2.767088234
40.84,-119.31,16.815744,1.0994,2.7556268
38.82,-122.8,17.725136,13.9337,2.68400707
38.85,-122.8,17.725136,2.0076,2.68400707
38.83,-122.74,17.725136,11.3525,2.68400707
38.83,-122.8,17.725136,13.862,2.68400707
38.84,-122.8,17.725136,9.4644,2.68400707
38.83,-122.81,17.725136,16.4671,2.68400707
38.83,-122.79,17.725136,13.7425,2.68400707
38.83,-122.91,17.834578,8.69721,2.675759184
38.81,-122.8,17.725136,15.774,2.68400707
38.75,-122.83,17.725136,4.2303,2.68400707
38.75,-122.83,17.725136,3.8718,2.68400707
38.79,-122.81,17.725136,5.6165,2.68400707
38.77,-122.77,17.725136,8.6279,2.68400707
38.84,-122.76,17.725136,13.862,2.68400707
38.81,-122.77,17.725136,6.7637,2.68400707
38.78,-122.67,17.580811,4.8039,2.695001374
38.86,-122.75,17.725136,5.8077,2.68400707
38.86,-122.67,17.725136,4.9712,2.68400707
38.88,-122.72,17.725136,3.0114,2.68400707
38.91,-122.68,17.725136,2.7963,2.68400707
38.82,-122.79,17.725136,10.92708,2.68400707
38.79,-122.8,17.725136,10.6355,2.68400707
38.78,-122.75,17.725136,46.3182,2.68400707
38.85,-122.78,17.725136,6.692,2.68400707
38.76,-122.82,17.725136,4.4215,2.68400707
38.76,-122.82,17.725136,6.2379,2.68400707
38.79,-122.76,17.725136,7.3373,2.68400707
38.8,-122.77,17.725136,6.1662,2.68400707
38.87,-122.81,17.725136,3.0114,2.68400707
38.93,-122.69,17.725136,9.6078,2.68400707
38.77,-122.9,17.725136,3.4655,2.68400707
38.78,-122.77,17.725136,9.6556,2.68400707
38.8,-122.77,17.725136,8.4367,2.68400707
38.8,-122.76,17.725136,5.6165,2.68400707
38.82,-122.76,17.725136,11.7827,2.68400707
38.84,-122.81,17.725136,7.6241,2.68400707
38.84,-122.78,17.725136,7.7675,2.68400707
38.86,-122.79,17.725136,3.2982,2.68400707
38.87,-122.84,17.834578,3.9913,2.675759184
38.92,-122.67,17.725136,10.3965,2.68400707
38.91,-122.63,17.725136,4.2542,2.68400707
38.93,-122.71,17.725136,7.2895,2.68400707
38.93,-122.71,17.725136,9.9902,2.68400707
38.86,-122.67,17.725136,5.3536,2.68400707
38.89,-122.69,17.725136,16.491,2.68400707
38.83,-122.63,17.580811,5.3536,2.695001374
38.89,-122.79,17.725136,6.5964,2.68400707
38.74,-122.72,17.580811,9.4166,2.695001374
38.76,-122.75,17.725136,8.77369,2.68400707
38.83,-122.87,17.834578,5.77185,2.675759184
38.7,-122.74,17.580811,3.3699,2.695001374
38.7,-122.74,17.580811,5.38706,2.695001374
38.68,-122.74,17.580811,3.52764,2.695001374
38.89,-122.64,17.725136,4.3737,2.68400707
38.99,-122.82,17.834578,8.7952,2.675759184
38.99,-122.81,17.834578,3.8957,2.675759184
38.97,-122.74,17.834578,9.50264,2.675759184
38.77,-122.63,17.580811,4.4932,2.695001374
38.94,-122.78,17.834578,8.7952,2.675759184
38.86,-122.74,17.725136,8.7474,2.68400707
38.8,-122.61,17.580811,1.7447,2.695001374
38.91,-122.64,17.725136,6.5964,2.68400707
38.87,-122.68,17.725136,7.7436,2.68400707
39.06,-122.63,17.725136,1.6013,2.68400707
38.75,-122.59,17.580811,4.5888,2.695001374
38.77,-122.95,17.834578,3.0114,2.675759184
38.91,-122.85,17.834578,8.7474,2.675759184
38.94,-122.82,17.834578,8.7952,2.675759184
38.91,-122.68,17.725136,8.0065,2.68400707
38.94,-122.86,17.834578,5.9989,2.675759184
38.93,-122.81,17.834578,3.9913,2.675759184
44.56,-122.03,9.8749847,2.6051,3.59592171
38.99,-122.64,17.725136,1.2906,2.68400707
45.91,-121.05,9.5405912,1.1233,3.658396727
44.23,-122.18,9.8749847,1.5774,3.59592171
40.7,-119.35,16.676729,1.04443,2.767088234
39.78,-119,16.215477,31.19667,2.806167427
39.76,-119.01,16.215477,14.68177,2.806167427
45.44,-121.72,9.5483627,0.9082,3.656907622
40.65,-119.37,16.676729,43.9999,2.767088234
40.65,-119.36,16.676729,2.5095,2.767088234
40.65,-119.36,16.676729,4.9951,2.767088234
40.65,-119.37,16.676729,16.2998,2.767088234
40.65,-119.37,16.676729,99.902,2.767088234
45.29,-121.71,9.5414743,1.7447,3.658227423
42.1,-119.92,18.00329,2.5095,2.663192167
45.42,-121.77,9.5483627,3.5372,3.656907622
43.71,-121.23,9.5827484,38.0966,3.6503407
43.71,-121.23,9.5827484,38.0966,3.6503407
42.19,-120.38,8.7200031,1.8403,3.826662177
45.67,-122.38,9.5560369,0.8843,3.655438945
37.24,-122.07,16.352819,2.33025,2.794358537
42.43,-121.37,8.7200031,2.0793,3.826662177
42.43,-121.37,8.7200031,4.91862,3.826662177
39.54,-119.78,16.215477,3.43204,2.806167427
47.24,-124.19,9.8133631,0.8604,3.607194078
39.34,-119.6,16.215477,4.95925,2.806167427
39.43,-119.69,16.215477,2.8919,2.806167427
39.43,-119.68,16.215477,4.29722,2.806167427
39.42,-119.67,16.215477,3.47028,2.806167427
39.4,-119.65,16.215477,2.39717,2.806167427
39.4,-119.67,16.215477,37.02588,2.806167427
39.53,-119.69,16.215477,2.06735,2.806167427
42.11,-121.87,8.7200031,2.6051,3.826662177
39.41,-119.75,16.215477,118.98854,2.806167427
40.4,-120.62,17.370102,21.749,2.711298034
38.78,-119.17,16.215477,17.47807,2.806167427
38.77,-119.15,16.215477,2.61944,2.806167427
38.78,-119.17,16.215477,6.75892,2.806167427
38.77,-119.16,16.215477,4.62704,2.806167427
38.78,-119.14,16.215477,1.82596,2.806167427
38.77,-119.13,16.215477,2.92297,2.806167427
38.77,-119.15,16.215477,5.35838,2.806167427
38.76,-119.16,16.215477,9.68189,2.806167427
38.77,-119.18,16.215477,17.53782,2.806167427
