lat,lon,age,ihfc q,ps q
47.86,-128.52,1.414219,7.2656,9.502111225
47.86,-128.52,1.414219,7.2178,9.502111225
47.86,-128.52,1.414219,7.0027,9.502111225
47.86,-128.52,1.414219,6.6681,9.502111225
47.86,-128.53,1.414219,6.8832,9.502111225
47.86,-128.53,1.414219,7.7436,9.502111225
47.86,-128.53,1.414219,7.1222,9.502111225
47.86,-128.53,1.414219,7.9826,9.502111225
47.86,-128.54,1.414219,8.7713,9.502111225
47.86,-128.54,1.414219,7.6002,9.502111225
47.87,-128.54,1.414219,6.5964,9.502111225
47.87,-128.54,1.414219,6.3813,9.502111225
47.87,-128.55,1.1679138,6.4291,10.45617994
47.87,-128.55,1.1679138,6.7637,10.45617994
47.87,-128.55,1.1679138,7.1461,10.45617994
47.87,-128.55,1.1679138,7.4807,10.45617994
47.87,-128.56,1.1679138,7.2178,10.45617994
47.87,-128.56,1.1679138,7.3612,10.45617994
47.87,-128.56,1.1679138,7.887,10.45617994
47.87,-128.56,1.1679138,7.1461,10.45617994
47.87,-128.57,1.1679138,9.4166,10.45617994
47.87,-128.57,1.1679138,13.1928,10.45617994
47.87,-128.57,1.1679138,14.4834,10.45617994
47.87,-128.57,1.1679138,11.5437,10.45617994
47.87,-128.58,1.1679138,10.7072,10.45617994
47.87,-128.58,1.1679138,12.7148,10.45617994
47.87,-128.58,1.1679138,12.0217,10.45617994
47.87,-128.59,1.1679138,11.0657,10.45617994
47.87,-128.59,1.1679138,10.755,10.45617994
47.88,-128.59,1.1679138,9.8229,10.45617994
47.88,-128.59,1.1679138,11.0896,10.45617994
47.88,-128.6,1.1679138,11.3286,10.45617994
47.88,-128.6,1.1679138,12.7387,10.45617994
47.88,-128.6,1.1679138,11.4003,10.45617994
47.88,-128.6,1.1679138,9.6556,10.45617994
47.88,-128.61,1.1679138,9.2254,10.45617994
47.88,-128.61,1.1679138,10.8267,10.45617994
47.88,-128.61,1.1679138,8.0782,10.45617994
47.88,-128.62,1.1679138,6.7637,10.45617994
47.88,-128.62,1.1679138,6.7637,10.45617994
47.88,-128.63,1.1679138,6.692,10.45617994
47.88,-128.63,1.1679138,7.2417,10.45617994
47.89,-128.64,1.1679138,8.3411,10.45617994
47.89,-128.64,1.1679138,9.9185,10.45617994
47.89,-128.64,1.1679138,8.7952,10.45617994
47.89,-128.65,0.91232389,11.0418,11.83052233
47.89,-128.65,0.91232389,9.5839,11.83052233
47.89,-128.66,0.91232389,7.4329,11.83052233
47.89,-128.66,0.91232389,7.4807,11.83052233
47.92,-128.79,0.66285837,2.0315,13.87931624
47.92,-128.79,0.66285837,2.0315,13.87931624
47.92,-128.8,0.66285837,2.0076,13.87931624
47.92,-128.8,0.66285837,1.9598,13.87931624
47.92,-128.81,0.66285837,1.9598,13.87931624
47.92,-128.81,0.66285837,2.1988,13.87931624
47.92,-128.81,0.66285837,2.4617,13.87931624
47.92,-128.81,0.66285837,2.3422,13.87931624
47.92,-128.81,0.66285837,2.7007,13.87931624
47.92,-128.81,0.66285837,2.7246,13.87931624
47.75,-127.71,3.4946105,3.9196,6.044759894
47.75,-127.72,3.4946105,3.7762,6.044759894
47.75,-127.72,3.4946105,3.585,6.044759894
47.75,-127.72,3.4946105,3.585,6.044759894
47.76,-127.72,3.3711357,3.7045,6.154465282
47.76,-127.73,3.3711357,3.7523,6.154465282
47.76,-127.73,3.3711357,3.7762,6.154465282
47.76,-127.73,3.3711357,3.824,6.154465282
47.76,-127.73,3.3711357,3.7284,6.154465282
47.76,-127.74,3.3711357,3.8718,6.154465282
47.76,-127.74,3.3711357,4.0391,6.154465282
47.76,-127.74,3.3711357,4.3498,6.154465282
47.76,-127.74,3.3711357,4.6605,6.154465282
47.76,-127.75,3.1612465,4.8756,6.355493263
47.76,-127.75,3.1612465,5.258,6.355493263
47.76,-127.75,3.1612465,6.0945,6.355493263
47.76,-127.75,3.1612465,6.7637,6.355493263
47.76,-127.76,3.1612465,7.7914,6.355493263
47.76,-127.76,3.1612465,8.1977,6.355493263
47.76,-127.76,3.1612465,7.648,6.355493263
47.76,-127.77,3.1612465,7.0983,6.355493263
47.76,-127.77,3.1612465,6.1184,6.355493263
47.76,-127.77,3.1612465,5.8555,6.355493263
47.77,-127.77,3.1612465,5.8555,6.355493263
47.77,-127.78,3.1612465,5.6165,6.355493263
47.77,-127.78,3.1612465,5.4731,6.355493263
47.77,-127.78,3.1612465,5.3058,6.355493263
47.77,-127.78,3.1612465,5.2341,6.355493263
47.77,-127.79,3.1612465,5.0907,6.355493263
47.77,-127.79,3.1612465,4.7083,6.355493263
47.77,-127.79,3.1612465,4.7322,6.355493263
47.77,-127.7,3.3711357,4.9712,6.154465282
47.77,-127.7,3.3711357,4.9234,6.154465282
47.77,-127.7,3.3711357,4.8278,6.154465282
47.77,-127.7,3.3711357,4.8995,6.154465282
47.77,-127.71,3.3711357,4.8995,6.154465282
47.77,-127.71,3.3711357,4.7322,6.154465282
47.77,-127.71,3.3711357,4.2064,6.154465282
47.77,-127.71,3.3711357,4.2542,6.154465282
47.77,-127.72,3.3711357,4.302,6.154465282
47.77,-127.72,3.3711357,4.3498,6.154465282
47.77,-127.72,3.3711357,4.5649,6.154465282
47.77,-127.72,3.3711357,4.541,6.154465282
47.78,-127.73,3.3711357,4.6844,6.154465282
47.78,-127.73,3.3711357,4.8278,6.154465282
47.78,-127.73,3.3711357,4.7083,6.154465282
47.78,-127.73,3.3711357,4.6844,6.154465282
47.78,-127.73,3.3711357,4.7322,6.154465282
47.78,-127.73,3.3711357,4.7322,6.154465282
47.78,-127.73,3.3711357,4.7322,6.154465282
47.78,-127.73,3.3711357,5.0668,6.154465282
47.78,-127.74,3.3711357,4.8517,6.154465282
47.78,-127.74,3.3711357,5.1385,6.154465282
47.78,-127.74,3.3711357,5.4731,6.154465282
47.78,-127.74,3.3711357,6.0706,6.154465282
47.78,-127.74,3.3711357,6.6681,6.154465282
47.78,-127.74,3.3711357,7.17,6.154465282
47.78,-127.74,3.3711357,7.5285,6.154465282
47.78,-127.75,3.1612465,7.9826,6.355493263
47.78,-127.75,3.1612465,8.1499,6.355493263
47.78,-127.75,3.1612465,8.1738,6.355493263
47.78,-127.75,3.1612465,8.5801,6.355493263
47.78,-127.75,3.1612465,8.7235,6.355493263
47.78,-127.75,3.1612465,8.6518,6.355493263
47.78,-127.75,3.1612465,8.6279,6.355493263
47.78,-127.76,3.1612465,8.6279,6.355493263
47.78,-127.76,3.1612465,8.2455,6.355493263
47.78,-127.76,3.1612465,7.7675,6.355493263
47.78,-127.76,3.1612465,7.6241,6.355493263
47.78,-127.76,3.1612465,7.887,6.355493263
47.78,-127.76,3.1612465,7.0744,6.355493263
47.78,-127.76,3.1612465,6.6442,6.355493263
47.78,-127.77,3.1612465,5.8077,6.355493263
47.78,-127.77,3.1612465,5.497,6.355493263
47.79,-127.77,3.1612465,5.4731,6.355493263
47.79,-127.77,3.1612465,5.4014,6.355493263
47.79,-127.78,3.1612465,5.1385,6.355493263
47.79,-127.78,3.1612465,4.9473,6.355493263
47.79,-127.78,3.1612465,4.8039,6.355493263
47.79,-127.78,3.1612465,4.6127,6.355493263
47.79,-127.79,3.1612465,4.6127,6.355493263
47.79,-127.79,3.1612465,4.5649,6.355493263
47.79,-127.79,3.1612465,4.6366,6.355493263
47.79,-127.79,3.1612465,4.8278,6.355493263
47.79,-127.8,3.1612465,4.9473,6.355493263
47.79,-127.8,3.1612465,4.6605,6.355493263
47.76,-127.75,3.1612465,4.7561,6.355493263
47.76,-127.75,3.1612465,5.1863,6.355493263
47.76,-127.75,3.1612465,5.9272,6.355493263
47.76,-127.75,3.1612465,6.1184,6.355493263
47.76,-127.75,3.1612465,6.5247,6.355493263
47.76,-127.76,3.1612465,7.3612,6.355493263
47.76,-127.76,3.1612465,7.648,6.355493263
47.76,-127.76,3.1612465,8.0782,6.355493263
47.76,-127.76,3.1612465,8.126,6.355493263
47.76,-127.76,3.1612465,8.4367,6.355493263
47.76,-127.76,3.1612465,8.3411,6.355493263
47.76,-127.76,3.1612465,7.8153,6.355493263
47.76,-127.76,3.1612465,7.5524,6.355493263
47.76,-127.77,3.1612465,7.0266,6.355493263
47.76,-127.77,3.1612465,6.6442,6.355493263
47.76,-127.77,3.1612465,6.1423,6.355493263
47.76,-127.77,3.1612465,5.6882,6.355493263
47.76,-127.77,3.1612465,5.6165,6.355493263
47.77,-127.77,3.1612465,5.975,6.355493263
47.77,-127.77,3.1612465,5.8794,6.355493263
47.77,-127.77,3.1612465,5.736,6.355493263
47.77,-127.79,3.1612465,5.2102,6.355493263
47.77,-127.79,3.1612465,4.9473,6.355493263
47.77,-127.79,3.1612465,4.5888,6.355493263
47.77,-127.8,3.1612465,4.6127,6.355493263
47.77,-127.8,3.1612465,4.3259,6.355493263
47.77,-127.8,3.1612465,4.3259,6.355493263
47.77,-127.8,3.1612465,4.7561,6.355493263
47.77,-127.81,3.1612465,4.302,6.355493263
47.77,-127.81,3.1612465,4.3498,6.355493263
47.77,-127.81,3.1612465,4.3976,6.355493263
47.77,-127.81,3.1612465,4.4693,6.355493263
49.83,-120.83,9.2849312,1.8403,3.70842157
49.83,-120.8,9.2849312,1.9359,3.70842157
49.82,-120.71,9.2849312,1.673,3.70842157
49.84,-120.61,9.2849312,1.8164,3.70842157
49.71,-120.44,9.2849312,1.8881,3.70842157
49.74,-120.41,9.2849312,1.6252,3.70842157
49.78,-120.49,9.2849312,1.6252,3.70842157
49.81,-120,9.2849312,1.912,3.70842157
49.67,-119.25,9.2849312,1.6013,3.70842157
49.7,-119.21,9.2849312,1.7686,3.70842157
49.73,-119.16,9.2849312,1.6491,3.70842157
49.79,-119.1,9.2849312,1.9359,3.70842157
49.96,-119.79,9.2849312,1.9359,3.70842157
49.57,-119.65,9.2849312,1.7447,3.70842157
49.01,-128.54,2.9651117,5.607896,6.562327707
49.01,-128.54,2.9651117,5.607896,6.562327707
48.33,-129.5,1.0923868,6.028536,10.81160627
48.71,-129.33,1.0676979,6.539279,10.93589292
48.81,-128.53,1.6490558,8.101383,8.799556169
48.7,-128.64,0.59841609,4.42628,14.60753086
48.82,-128.75,0.68546021,2.102961,13.64857525
48.82,-128.75,0.68546021,2.102961,13.64857525
48.82,-128.75,0.68546021,2.102961,13.64857525
48.33,-128.65,0.80387408,6.128677,12.60330455
48.36,-128.57,1.033847,7.17,11.11348602
48.39,-128.44,1.3642263,6.509165,9.674649379
48.36,-128.25,1.6470286,6.569154,8.80496985
48.48,-128.27,1.6329716,7.690781,8.842786257
48.46,-128.45,1.3784287,10.354675,9.6246798
48.46,-128.56,0.8665905,10.114241,12.13868053
48.46,-128.67,0.59159386,8.111421,14.69151607
48.46,-128.67,0.59159386,8.111421,14.69151607
48.46,-128.67,0.59159386,8.111421,14.69151607
48.45,-128.81,0.34311613,12.617766,19.29113926
48.45,-128.81,0.34311613,12.617766,19.29113926
48.45,-128.81,0.34311613,12.617766,19.29113926
48.47,-128.99,0.2075969,8.762457,24.80093257
48.47,-129.08,0.41323298,4.836882,17.5784653
48.47,-129.22,0.6946314,7.630792,13.55817508
48.55,-129.45,1.1500742,5.677923,10.53696441
48.53,-129.34,0.93639433,5.607896,11.67747795
48.55,-129.23,0.6946314,4.616524,13.55817508
48.55,-128.93,0.15120271,10.0141,29.06020382
48.55,-128.67,0.59159386,2.503525,14.69151607
48.55,-128.67,0.59159386,2.503525,14.69151607
48.55,-128.67,0.59159386,2.503525,14.69151607
48.56,-128.69,0.44956386,8.612126,16.85321448
48.56,-128.69,0.44956386,8.612126,16.85321448
48.56,-128.69,0.44956386,8.612126,16.85321448
48.56,-128.54,0.96464723,4.546497,11.50520027
48.57,-128.39,1.2363625,8.411844,10.16261637
48.56,-128.28,1.5076998,7.06006,9.202821636
48.64,-128.26,1.5076998,4.756817,9.202821636
48.67,-128.43,1.2233963,3.895461,10.21632881
48.66,-128.5,0.88008928,5.42769,12.04522947
48.65,-128.68,0.44956386,5.207332,16.85321448
48.65,-128.68,0.44956386,5.207332,16.85321448
48.65,-128.68,0.44956386,5.207332,16.85321448
48.64,-129.47,1.3595402,5.357663,9.691308458
48.72,-129.49,1.4873363,4.095743,9.265606553
48.82,-129.51,1.4191555,7.350445,9.485570389
49.03,-129.49,0.30543268,9.903921,20.44658075
49.03,-129.36,0.60623562,3.224588,14.51301748
49.03,-129.21,1.1776359,3.705217,10.41292943
49,-129.12,1.4348531,3.224588,9.433540609
49.01,-128.83,2.2600608,2.934203,7.516547082
49.03,-128.69,2.5147243,3.965488,7.125793854
49.01,-128.41,3.2341127,3.905499,6.283489137
49.01,-128.41,3.2341127,3.905499,6.283489137
49.02,-128.27,3.4966569,5.607896,6.042990803
49.02,-128.27,3.4966569,5.607896,6.042990803
49.09,-128.26,3.8800023,4.205922,5.736704133
49.09,-128.26,3.8800023,4.205922,5.736704133
48.47,-129.4,1.1500742,14.280011,10.53696441
48.34,-128.97,0.12862568,2.733921,31.50754764
48.36,-128.81,0.53057241,7.841112,15.51336862
48.54,-129.08,0.41323298,10.114241,17.5784653
48.65,-129.08,0.54729426,5.607896,15.27453496
48.63,-129,0.29284939,7.570564,20.88123984
48.69,-129.08,0.52265346,1.091513,15.63045169
48.8,-129.11,0.14601907,5.708037,29.57152043
48.91,-129.07,0.62740594,4.957099,14.26606277
48.83,-128.94,0.31936482,3.264501,19.99562146
48.71,-128.91,0.24071789,6.579192,23.03160796
48.7,-128.76,0.14280756,3.104371,29.90217949
48.7,-128.76,0.14280756,3.104371,29.90217949
48.7,-128.76,0.14280756,3.104371,29.90217949
48.82,-128.79,0.68546021,3.504935,13.64857525
48.82,-128.79,0.68546021,3.504935,13.64857525
48.82,-128.79,0.68546021,3.504935,13.64857525
49,-128.92,2.0014477,3.915537,7.987416305
49.07,-128.92,2.6050727,5.908319,7.001136089
49.07,-128.92,2.6050727,5.908319,7.001136089
48.89,-128.94,1.2405514,8.201524,10.14544409
48.89,-128.8,1.5536753,4.205922,9.065636737
48.89,-128.8,1.5536753,4.205922,9.065636737
48.89,-128.8,1.5536753,4.205922,9.065636737
48.9,-128.7,1.8434017,3.504935,8.322780705
48.9,-128.7,1.8434017,3.504935,8.322780705
48.9,-128.7,1.8434017,3.504935,8.322780705
48.72,-128.25,1.5736516,4.776654,9.007912308
48.71,-128.4,1.2233963,3.765206,10.21632881
48.71,-128.54,0.88008928,6.308883,12.04522947
48.7,-128.67,0.33493531,2.102961,19.52531172
48.7,-128.67,0.33493531,2.102961,19.52531172
48.7,-128.67,0.33493531,2.102961,19.52531172
48.65,-129.22,0.81750315,9.583422,12.49780448
48.64,-129.3,1.0900034,7.500537,10.82342014
48.71,-129.19,0.7853657,8.38173,12.75094811
48.8,-129.22,0.54567164,4.826844,15.29722843
48.9,-129.19,0.37818527,11.01551,18.37494885
48.82,-129.32,0.79428655,7.140125,12.67914123
48.91,-129.43,0.2667374,6.188666,21.87945434
48.91,-129.31,0.1802076,4.686551,26.61900955
49.08,-129.46,1.125061,5.307473,10.65345335
49.08,-129.46,1.125061,5.307473,10.65345335
49.08,-129.35,1.6374265,4.806768,8.830748905
49.08,-129.35,1.6374265,4.806768,8.830748905
49.18,-129.49,1.7575538,4.606486,8.523620976
49.18,-129.49,1.7575538,4.606486,8.523620976
49.17,-129.33,2.1800005,9.713677,7.653324837
49.17,-129.33,2.1800005,9.713677,7.653324837
49.19,-129.21,2.3781426,6.409024,7.327561923
49.19,-129.21,2.3781426,6.409024,7.327561923
49.09,-129.2,1.8879606,5.207332,8.223978762
49.09,-129.2,1.8879606,5.207332,8.223978762
49.08,-129.06,2.1360242,7.410434,7.731706492
49.08,-129.06,2.1360242,7.410434,7.731706492
49.19,-129.06,2.577539,4.806768,7.038430408
49.19,-129.06,2.577539,4.806768,7.038430408
49.2,-128.95,3.0559139,8.712267,6.464097323
49.2,-128.95,3.0559139,8.712267,6.464097323
49.19,-128.81,3.1512382,10.715087,6.365577753
49.19,-128.81,3.1512382,10.715087,6.365577753
49.1,-128.79,2.8598702,6.509165,6.681981706
49.1,-128.79,2.8598702,6.509165,6.681981706
48.82,-128.67,1.0121025,2.102961,11.23223535
48.82,-128.67,1.0121025,2.102961,11.23223535
48.82,-128.67,1.0121025,2.102961,11.23223535
48.9,-128.53,2.3829148,7.650868,7.320220889
48.92,-128.4,2.6493433,3.574962,6.942395076
48.91,-128.26,2.8614984,4.546497,6.680080403
48.81,-128.24,2.5568075,7.099973,7.06690784
48.81,-128.41,1.9969267,7.029946,7.996452864
48.65,-128.78,0.16636826,3.304653,27.70404642
48.65,-128.78,0.16636826,3.304653,27.70404642
48.65,-128.78,0.16636826,3.304653,27.70404642
49.08,-128.72,3.0358994,5.207332,6.485369956
49.08,-128.72,3.0358994,5.207332,6.485369956
49.08,-128.72,3.0358994,5.207332,6.485369956
49.19,-128.72,3.2810533,12.918189,6.238379644
49.19,-128.72,3.2810533,12.918189,6.238379644
49.19,-128.72,3.2810533,12.918189,6.238379644
49.18,-128.54,3.5768967,7.210152,5.974825756
49.18,-128.54,3.5768967,7.210152,5.974825756
49.18,-128.43,3.8025918,5.507755,5.794801846
49.18,-128.43,3.8025918,5.507755,5.794801846
49.18,-128.26,3.9386008,4.606486,5.69386887
49.18,-128.26,3.9386008,4.606486,5.69386887
49.07,-128.55,3.3163073,4.00564,6.205132507
49.07,-128.55,3.3163073,4.00564,6.205132507
49.07,-128.55,3.3163073,4.00564,6.205132507
49.09,-128.55,3.3163073,5.107191,6.205132507
49.09,-128.55,3.3163073,5.107191,6.205132507
48.72,-128.39,1.2233963,3.685141,10.21632881
48.7,-128.56,0.59841609,4.676513,14.60753086
48.71,-128.61,0.59841609,9.753829,14.60753086
48.71,-128.52,0.88008928,15.942495,12.04522947
48.89,-128.3,2.8614984,1.673,6.680080403
50.26,-128.82,2.7159307,1.4101,6.856762412
50.48,-129.53,1.2588239,1.8403,10.07154166
50.18,-129.38,1.5338509,2.151,9.124033491
50.45,-129.81,1.0826941,2.5095,10.8598933
50.32,-129.74,0.80569011,3.2265,12.58909257
50.33,-129.73,0.80569011,2.8441,12.58909257
50.33,-129.72,0.80569011,2.9875,12.58909257
50.33,-129.71,0.80569011,2.6768,12.58909257
50.33,-129.7,0.80569011,3.0353,12.58909257
50.34,-129.7,0.80569011,2.6529,12.58909257
50.34,-129.69,0.80569011,2.9158,12.58909257
50.33,-129.74,0.80569011,3.0831,12.58909257
50.35,-129.65,1.0622153,2.8919,10.96407928
50.31,-129.75,0.80569011,3.2026,12.58909257
50.3,-129.79,0.54671323,2.6051,15.28264946
50.29,-129.79,0.54671323,2.629,15.28264946
50.28,-129.8,0.54671323,2.8202,15.28264946
50.26,-129.83,0.54671323,2.6529,15.28264946
50.25,-129.85,0.72064608,2.5095,13.31120676
50.25,-129.86,0.57892931,2.4139,14.85134116
50.47,-129.69,1.2723374,2.2705,10.01791395
50.44,-129.73,1.0622153,2.7963,10.96407928
50.41,-129.8,0.7868275,3.107,12.73909799
50.4,-129.83,0.7868275,3.0114,12.73909799
50.52,-129.47,1.2588239,1.4579,10.07154166
50.53,-129.45,1.2588239,1.3862,10.07154166
50.59,-129.36,1.3816251,0.5497,9.613539969
50.34,-129.11,1.7557638,1.8881,8.527964782
50.39,-129.63,1.2588239,2.868,10.07154166
50.38,-129.65,1.0622153,1.8403,10.96407928
50.37,-129.66,1.0622153,2.6529,10.96407928
49.77,-128.82,2.8893144,3.5133,6.647847411
49.78,-128.81,2.8893144,2.9875,6.647847411
49.81,-128.78,2.8893144,3.1787,6.647847411
49.93,-128.63,3.2735121,0.9082,6.245561198
49.83,-128.76,2.8893144,2.7007,6.647847411
48.47,-128.78,0.34311613,9.6556,19.29113926
48.47,-128.8,0.34311613,9.4883,19.29113926
48.57,-128.69,0.44956386,8.8669,16.85321448
48.57,-128.69,0.44956386,6.2618,16.85321448
48.57,-128.69,0.44956386,6.3813,16.85321448
48.57,-128.7,0.44956386,8.0782,16.85321448
48.57,-128.7,0.44956386,9.2732,16.85321448
48.56,-128.7,0.44956386,8.5801,16.85321448
48.56,-128.7,0.44956386,11.3286,16.85321448
48.55,-128.71,0.59159386,14.0293,14.69151607
48.55,-128.71,0.59159386,11.8066,14.69151607
48.55,-128.72,0.59159386,9.8707,14.69151607
48.54,-128.72,0.59159386,8.0065,14.69151607
48.53,-128.72,0.59159386,7.2178,14.69151607
48.52,-128.73,0.59159386,6.6442,14.69151607
48.52,-128.73,0.59159386,7.2895,14.69151607
48.51,-128.74,0.59159386,7.3134,14.69151607
48.51,-128.74,0.59159386,5.1863,14.69151607
48.52,-128.82,0.34311613,3.9435,19.29113926
48.52,-128.8,0.34311613,3.8001,19.29113926
48.53,-128.79,0.34311613,3.8479,19.29113926
48.52,-128.78,0.34311613,3.585,19.29113926
48.52,-128.77,0.34311613,4.0391,19.29113926
48.51,-128.77,0.34311613,3.1787,19.29113926
48.5,-128.77,0.34311613,5.497,19.29113926
48.49,-128.76,0.34311613,6.2857,19.29113926
48.49,-128.76,0.34311613,6.4052,19.29113926
48.48,-128.76,0.34311613,6.5008,19.29113926
48.47,-128.75,0.34311613,7.3851,19.29113926
48.47,-128.75,0.34311613,8.3172,19.29113926
48.46,-128.74,0.59159386,10.1336,14.69151607
48.45,-128.74,0.59159386,9.8468,14.69151607
48.45,-128.74,0.59159386,24.0195,14.69151607
48.51,-128.78,0.34311613,3.6089,19.29113926
48.51,-128.78,0.34311613,4.5171,19.29113926
48.51,-128.77,0.34311613,2.868,19.29113926
48.51,-128.77,0.34311613,4.8517,19.29113926
48.5,-128.76,0.34311613,7.1461,19.29113926
48.5,-128.76,0.34311613,7.648,19.29113926
48.5,-128.75,0.34311613,5.8794,19.29113926
48.49,-128.74,0.59159386,4.9234,14.69151607
48.49,-128.73,0.59159386,8.1499,14.69151607
48.49,-128.73,0.59159386,9.4405,14.69151607
48.49,-128.72,0.59159386,9.321,14.69151607
48.48,-128.72,0.59159386,13.623,14.69151607
48.48,-128.71,0.59159386,17.7816,14.69151607
48.45,-128.72,0.59159386,18.4986,14.69151607
48.45,-128.72,0.59159386,25.6447,14.69151607
48.46,-128.71,0.59159386,69.1666,14.69151607
48.46,-128.71,0.59159386,36.5192,14.69151607
48.45,-128.7,0.59159386,31.3807,14.69151607
48.45,-128.7,0.59159386,17.4231,14.69151607
48.44,-128.69,0.79336768,13.8859,12.68648152
48.44,-128.69,0.79336768,14.4595,12.68648152
48.44,-128.69,0.79336768,16.8973,12.68648152
48.44,-128.68,0.79336768,36.0173,12.68648152
48.43,-128.68,0.79336768,76.48,12.68648152
48.43,-128.68,0.79336768,50.8831,12.68648152
48.43,-128.67,0.79336768,21.1037,12.68648152
48.43,-128.67,0.79336768,16.3476,12.68648152
48.43,-128.67,0.79336768,13.2884,12.68648152
48.43,-128.66,0.79336768,11.1374,12.68648152
48.4,-128.73,0.79336768,20.0999,12.68648152
48.4,-128.73,0.79336768,16.1803,12.68648152
48.4,-128.72,0.79336768,23.7805,12.68648152
48.4,-128.72,0.79336768,18.4508,12.68648152
48.4,-128.72,0.79336768,15.7501,12.68648152
48.4,-128.71,0.79336768,15.6306,12.68648152
48.4,-128.7,0.79336768,16.3237,12.68648152
48.4,-128.7,0.79336768,16.4193,12.68648152
48.4,-128.69,0.79336768,14.7224,12.68648152
48.4,-128.69,0.79336768,15.0809,12.68648152
48.39,-128.68,0.79336768,18.8332,12.68648152
48.39,-128.68,0.79336768,16.491,12.68648152
48.39,-128.67,0.79336768,14.0771,12.68648152
48.39,-128.66,0.79336768,15.4872,12.68648152
48.39,-128.66,0.79336768,16.3954,12.68648152
48.39,-128.65,0.79336768,13.0972,12.68648152
48.39,-128.64,1.033847,16.7061,11.11348602
48.39,-128.64,1.033847,18.8093,11.11348602
48.39,-128.63,1.033847,21.5578,11.11348602
48.39,-128.63,1.033847,12.7626,11.11348602
48.38,-128.62,1.033847,11.1135,11.11348602
48.38,-128.61,1.033847,8.4845,11.11348602
48.38,-128.61,1.033847,7.2656,11.11348602
48.4,-128.84,0.53057241,31.5241,15.51336862
48.4,-128.83,0.53057241,34.1531,15.51336862
48.39,-128.83,0.53057241,35.7783,15.51336862
48.39,-128.82,0.53057241,22.7528,15.51336862
48.39,-128.82,0.53057241,20.6735,15.51336862
48.39,-128.81,0.53057241,18.2357,15.51336862
48.39,-128.79,0.53057241,14.3878,15.51336862
48.38,-128.79,0.53057241,14.2922,15.51336862
48.39,-128.78,0.53057241,14.0054,15.51336862
48.39,-128.77,0.53057241,12.8821,15.51336862
48.39,-128.77,0.53057241,12.189,15.51336862
48.39,-128.76,0.53057241,11.6393,15.51336862
48.39,-128.75,0.53057241,12.667,15.51336862
48.39,-128.73,0.79336768,21.8446,12.68648152
48.39,-128.72,0.79336768,18.1162,12.68648152
48.39,-128.72,0.79336768,15.9174,12.68648152
48.39,-128.71,0.79336768,14.818,12.68648152
48.39,-128.71,0.79336768,13.2167,12.68648152
48.44,-128.76,0.53057241,13.6947,15.51336862
48.44,-128.76,0.53057241,13.3601,15.51336862
48.44,-128.75,0.53057241,14.1966,15.51336862
48.44,-128.75,0.53057241,15.3199,15.51336862
48.44,-128.74,0.79336768,13.5513,12.68648152
48.44,-128.73,0.79336768,15.7979,12.68648152
48.44,-128.72,0.79336768,16.8256,12.68648152
48.44,-128.72,0.79336768,19.4068,12.68648152
48.44,-128.7,0.79336768,20.4823,12.68648152
48.44,-128.7,0.79336768,15.6067,12.68648152
48.44,-128.69,0.79336768,14.1966,12.68648152
48.44,-128.69,0.79336768,15.2243,12.68648152
48.44,-128.68,0.79336768,39.7935,12.68648152
48.44,-128.68,0.79336768,54.9222,12.68648152
48.44,-128.67,0.79336768,17.3753,12.68648152
48.44,-128.66,0.79336768,10.0141,12.68648152
48.44,-128.65,0.79336768,5.2102,12.68648152
48.44,-128.63,1.033847,6.931,11.11348602
48.29,-128.69,0.80387408,12.7148,12.60330455
48.3,-128.7,0.80387408,26.3139,12.60330455
48.31,-128.7,0.80387408,9.2493,12.60330455
48.32,-128.71,0.80387408,6.6442,12.60330455
48.32,-128.71,0.80387408,7.7675,12.60330455
48.33,-128.72,0.80387408,7.6958,12.60330455
48.34,-128.72,0.80387408,9.4405,12.60330455
48.34,-128.73,0.80387408,10.0858,12.60330455
48.35,-128.73,0.79336768,11.9978,12.68648152
48.36,-128.74,0.79336768,13.145,12.68648152
48.37,-128.74,0.79336768,18.8332,12.68648152
48.37,-128.74,0.79336768,22.3465,12.68648152
48.38,-128.75,0.53057241,16.0847,15.51336862
48.39,-128.75,0.53057241,14.0054,15.51336862
48.4,-128.76,0.53057241,14.0293,15.51336862
48.29,-128.78,0.54432315,7.4807,15.31616516
48.29,-128.78,0.54432315,6.931,15.31616516
48.31,-128.78,0.54432315,6.9788,15.31616516
48.33,-128.78,0.54432315,7.6958,15.31616516
48.33,-128.78,0.54432315,8.6279,15.31616516
48.34,-128.78,0.54432315,8.4367,15.31616516
48.34,-128.78,0.54432315,8.7235,15.31616516
48.35,-128.78,0.53057241,8.4606,15.51336862
48.35,-128.78,0.53057241,8.0065,15.51336862
48.36,-128.8,0.53057241,7.2417,15.51336862
48.36,-128.81,0.53057241,9.2015,15.51336862
48.36,-128.83,0.53057241,11.2091,15.51336862
48.36,-128.83,0.53057241,14.9853,15.51336862
48.36,-128.83,0.53057241,19.2873,15.51336862
48.36,-128.84,0.53057241,24.4258,15.51336862
48.36,-128.85,0.53057241,30.8071,15.51336862
48.37,-128.86,0.25480604,27.485,22.38584974
48.37,-128.87,0.25480604,26.1705,22.38584974
48.38,-128.88,0.25480604,27.6762,22.38584974
48.38,-128.9,0.25480604,25.7164,22.38584974
48.35,-128.77,0.53057241,8.7713,15.51336862
48.36,-128.77,0.53057241,8.1499,15.51336862
