"lat","long","age","q_ihfc","q_ps","q_stein","ps_z","stein_z"
42.682,-126.7812,0.10922085,4511,1431.5544883478,1543.182892245,2615.6700225858,2720.6273092681
42.681,-126.7817,0.10922085,6950,1431.5544883478,1543.182892245,2615.6700225858,2720.6273092681
40.0217,-124.0667,15.872827,58,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
40.7267,-124.2133,8.9923286,34,157.77005417864,170.07249846146,3549.5524062666,3694.533223678
40.7267,-124.213,8.9923286,34,157.77005417864,170.07249846146,3549.5524062666,3694.533223678
40.135,-124,15.872827,43,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
40.5467,-124.1767,9.0263643,54,157.47232158064,169.75154955212,3551.5367928656,3696.6026554169
40.5467,-124.176,9.0263643,54,157.47232158064,169.75154955212,3551.5367928656,3696.6026554169
40.24,-124.1267,15.872827,75,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
40.24,-124.126,15.872827,75,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
40.74,-124.213,8.9923286,38,157.77005417864,170.07249846146,3549.5524062666,3694.533223678
40.5633,-124.353,9.0263643,34,157.47232158064,169.75154955212,3551.5367928656,3696.6026554169
40.3233,-124.275,15.872827,76,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
40.0217,-124.066,15.872827,58,118.74997245431,128.00974565596,3894.4250813507,4054.1861562658
41.6817,-124.931,8.7112598,56,160.29507385142,172.79441173359,3533.0195184506,3677.2917835271
41,-126.433,3.5363894,167,251.58261033893,271.20028152713,3158.1851574595,3286.3930927792
40.08,-125.341,16.723663,82,115.68976935663,124.71091693126,3931.3101402212,4092.6520033735
40.9533,-127.515,0.021391379,180,3234.7540686993,3486.9906664871,2551.1902718053,2653.384140597
40.9967,-127.491,0.021391379,2726,3234.7540686993,3486.9906664871,2551.1902718053,2653.384140597
41.5,-126.5333,2.9937565,242,273.43394109099,294.75551471165,3105.5866339757,3231.5403468604
40.6,-127.4167,0.174211,233,1133.5035174116,1221.8907841837,2646.0850693945,2752.3458580829
40.5167,-126.5167,3.8898129,163,239.88124978213,258.5864833279,3190.2913010099,3319.8752139104
40.9333,-126.5167,3.269613,193,261.6450261467,282.04733489157,3132.8724930821,3259.9955999285
