lat,long,age,q_ihfc,q_ps,q_stein,FA,ps_z,stein_z
47,-125.96,7.3567901,89,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.99,-125.96,7.3567901,82,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.99,-125.94,7.6286254,83,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.99,-125.95,7.3567901,97,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
47.45,-127.27,4.3656092,57.8,226.4322234,244.0887414,-2.360379696,3231.29141,3362.632471
46.3,-128,3.1420634,50.7,266.9028351,287.7151323,-7.456796646,3120.405324,3246.994124
47.15,-130.12,2.7302463,189,286.3253138,308.6521187,-3.51950264,3078.320994,3203.106179
47.23,-126.15,6.8040028,26,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.23,-126.15,6.8040028,27,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.24,-126.14,7.0875106,21,177.7107903,191.5681545,-25.05021858,3431.783263,3571.716831
47.29,-126.08,7.1277666,104,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.29,-126.08,7.1277666,99,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,101,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,108,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,77,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.29,-126.11,7.1277666,93,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.12,7.1277666,96,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.12,7.1277666,99,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.13,7.1277666,104,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.14,7.1277666,159,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.14,7.1277666,142,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.15,6.8401093,137,180.8960727,195.0018158,-14.81813812,3415.376092,3554.606496
47.27,-126.15,6.8401093,141,180.8960727,195.0018158,-14.81813812,3415.376092,3554.606496
47.27,-126.15,6.8401093,156,180.8960727,195.0018158,-14.81813812,3415.376092,3554.606496
47.25,-126.17,6.8040028,138,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.44,-126.38,6.4628758,106,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.44,-126.38,6.4628758,108,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.44,-126.38,6.4628758,112,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.45,-126.36,6.5422029,109,184.9688747,199.3922029,-26.69879341,3395.220562,3533.587158
47.45,-126.36,6.5422029,118,184.9688747,199.3922029,-26.69879341,3395.220562,3533.587158
47.46,-126.33,6.8071642,102,181.3332919,195.473128,-26.69879341,3413.168996,3552.30481
47.46,-126.29,6.8071642,124,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.29,6.8071642,108,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.26,6.8071642,114,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.22,7.0861001,122,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.22,7.0861001,117,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.22,7.0861001,89,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.19,7.0861001,118,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.18,7.0861001,139,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.16,7.0861001,57,177.7284762,191.5872195,-6.165018082,3431.69054,3571.620135
46.85,-124.1,9.7773581,38,151.3038218,163.1020483,-49.75493622,3594.406856,3741.310007
47.24,-124.19,9.8133631,35,151.0260017,162.8025646,-54.26169968,3596.420074,3743.409506
46.15,-124.41,9.5399418,39.5,153.1749673,165.1191003,-63.70323944,3581.037867,3727.368062
47.24,-124.19,9.8133631,36,151.0260017,162.8025646,-54.26169968,3596.420074,3743.409506
45.87,-130.57,2.5964611,210,293.6092602,316.5040458,-5.647596359,3063.973833,3188.144141
45.8,-130.82,3.3465738,280,258.6190164,278.7853658,-12.15638924,3140.277511,3267.717975
46.2,-130.02,1.1109359,140,448.8654294,483.866634,15.83944607,2868.903304,2984.713446
46.8,-125.53,8.4658957,85,162.6013706,175.2805468,-17.84498596,3518.36743,3662.011749
46.8,-125.55,8.262826,84,164.5873131,177.4213471,-17.84498596,3506.079612,3649.197309
46.8,-125.55,8.262826,90,164.5873131,177.4213471,-17.84498596,3506.079612,3649.197309
46.8,-125.56,8.262826,94,164.5873131,177.4213471,-17.84498596,3506.079612,3649.197309
46.8,-125.57,8.262826,102,164.5873131,177.4213471,-17.84498596,3506.079612,3649.197309
46.8,-125.57,8.262826,117,164.5873131,177.4213471,-17.84498596,3506.079612,3649.197309
46.78,-125.76,7.7502818,84,169.9424645,183.1940775,-12.26125526,3474.376478,3616.13547
46.79,-125.69,8.0188046,103,167.0728356,180.1006834,-13.83868694,3491.112286,3633.588527
46.79,-125.71,8.0188046,91,167.0728356,180.1006834,-12.26125526,3491.112286,3633.588527
46.78,-125.77,7.7502818,86,169.9424645,183.1940775,-12.26125526,3474.376478,3616.13547
46.79,-125.72,8.0188046,89,167.0728356,180.1006834,-12.26125526,3491.112286,3633.588527
46.78,-125.78,7.7502818,114,169.9424645,183.1940775,-12.26125526,3474.376478,3616.13547
46.78,-125.73,8.0188046,86,167.0728356,180.1006834,-12.26125526,3491.112286,3633.588527
46.78,-125.75,7.7502818,87,169.9424645,183.1940775,-12.26125526,3474.376478,3616.13547
46.77,-125.92,7.4773855,111,173.0158032,186.5070661,-32.29166031,3457.068296,3598.085509
46.77,-125.94,7.4773855,113,173.0158032,186.5070661,-32.29166031,3457.068296,3598.085509
46.77,-125.95,7.2581306,110,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-125.96,7.2581306,105,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-125.98,7.2581306,107,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-125.98,7.2581306,105,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-125.98,7.2581306,102,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-126.04,7.2581306,114,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-126.04,7.2581306,108,175.6096065,189.3031265,-37.34703827,3442.932128,3583.343505
46.76,-126.05,7.0691643,107,177.9412435,191.8165777,-37.34703827,3430.576502,3570.458352
46.74,-126.23,6.8100848,312,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.22,6.8100848,182,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.2,6.8100848,107,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.19,6.8100848,127,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.18,6.8100848,116,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.75,-126.16,6.8100848,116,181.294404,195.4312079,-36.80311203,3413.364871,3552.50908
46.74,-126.18,6.8100848,119,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.2,6.8100848,135,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.21,6.8100848,153,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.21,6.8100848,160,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.22,6.8100848,255,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.24,6.8100848,424,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.24,6.8100848,438,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.74,-126.25,6.8100848,401,181.294404,195.4312079,-26.99987602,3413.364871,3552.50908
46.68,-126.14,7.0371647,109,178.3453544,192.2522,-36.80311203,3428.467919,3568.259401
46.68,-126.15,6.8100848,111,181.294404,195.4312079,-36.80311203,3413.364871,3552.50908
46.68,-126.16,6.8100848,122,181.294404,195.4312079,-36.80311203,3413.364871,3552.50908
46.67,-126.18,6.8100848,115,181.294404,195.4312079,-29.47881699,3413.364871,3552.50908
46.67,-126.19,6.8100848,124,181.294404,195.4312079,-29.47881699,3413.364871,3552.50908
46.67,-126.2,6.8100848,126,181.294404,195.4312079,-29.47881699,3413.364871,3552.50908
46.52,-129.58,0.30251956,2250,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.52,-129.58,0.30251956,245,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.53,-129.58,0.30251956,3,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.53,-129.58,0.30251956,16,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.53,-129.57,0.30251956,8,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.53,-129.57,0.30251956,18,860.1692816,927.2427495,4.870002747,2692.506224,2800.75649
46.31,-129.72,0.39045012,14,757.1429427,816.18272,10.67819881,2718.701028,2828.073929
46.31,-129.71,0.39045012,14,757.1429427,816.18272,10.67819881,2718.701028,2828.073929
46.31,-129.71,0.39045012,30,757.1429427,816.18272,10.67819881,2718.701028,2828.073929
46.31,-129.72,0.39045012,22,757.1429427,816.18272,10.67819881,2718.701028,2828.073929
45.33,-129.32,1.3617047,99,405.4330894,437.047568,-5.422812462,2908.422362,3025.926177
45.35,-129.18,1.5062964,103,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.36,-129.19,1.5062964,167,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.37,-129.19,1.5062964,164,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.37,-129.2,1.5062964,151,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.38,-129.15,1.5062964,106,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.38,-129.19,1.5062964,155,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.38,-129.19,1.5062964,159,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
45.38,-129.19,1.5062964,185,385.4831861,415.54203,-5.915492058,2929.559436,3047.969126
46.16,-129.2,0.92084652,302,493.0228336,531.4673024,-8.602049828,2835.862619,2950.256731
45.1,-128.85,2.4179773,181.3,304.2527759,327.9775115,-8.75272274,3044.244632,3167.569402
45.01,-125.15,9.2965679,65.32,155.1669902,167.2664552,-23.75463867,3567.159579,3712.89499
45,-125.3,9.0883245,60,156.934615,169.1719142,-38.20376205,3555.139683,3700.359955
45.01,-125.3,9.0883245,60,156.934615,169.1719142,-38.20376205,3555.139683,3700.359955
45,-125.31,9.0883245,102,156.934615,169.1719142,-38.20376205,3555.139683,3700.359955
45,-125.32,9.0883245,84,156.934615,169.1719142,-38.20376205,3555.139683,3700.359955
47.06,-125.89,7.6291208,100,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.06,-125.89,7.6291208,99,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.07,-125.9,7.6291208,93,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.07,-125.9,7.6291208,88,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.07,-125.91,7.6291208,88,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.08,-125.9,7.6291208,89,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.07,-125.91,7.6291208,83,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.08,-125.91,7.6291208,75,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.08,-125.92,7.6291208,83,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.08,-125.94,7.6291208,109,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
47.08,-125.94,7.6291208,67,171.2866096,184.6430351,-4.992900848,3466.73021,3608.161504
46.97,-125.93,7.6286254,104,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.98,-125.94,7.6286254,90,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.97,-125.99,7.3567901,100,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.97,-125.98,7.3567901,111,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.97,-125.98,7.3567901,96,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.98,-125.97,7.3567901,89,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.98,-125.96,7.3567901,75,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.98,-125.95,7.3567901,81,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.98,-125.94,7.6286254,78,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.98,-125.94,7.6286254,82,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.99,-125.97,7.3567901,87,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
47,-125.96,7.3567901,89,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.99,-125.96,7.3567901,82,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
46.99,-125.94,7.6286254,83,171.2921712,184.6490303,-14.90505123,3466.698822,3608.128771
46.99,-125.95,7.3567901,97,174.4281105,188.029501,-35.51718903,3449.319118,3590.004223
47.15,-130.12,2.7302463,189,286.3253138,308.6521187,-3.51950264,3078.320994,3203.106179
47.23,-126.15,6.8040028,26,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.23,-126.15,6.8040028,27,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.24,-126.14,7.0875106,21,177.7107903,191.5681545,-25.05021858,3431.783263,3571.716831
47.29,-126.08,7.1277666,99,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,101,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,108,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.3,-126.09,7.1277666,77,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.29,-126.11,7.1277666,93,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.12,7.1277666,96,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.12,7.1277666,99,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.28,-126.13,7.1277666,104,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.14,7.1277666,159,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.14,7.1277666,142,177.2082447,191.0264219,-14.81813812,3434.425711,3574.472527
47.27,-126.15,6.8401093,141,180.8960727,195.0018158,-14.81813812,3415.376092,3554.606496
47.27,-126.15,6.8401093,156,180.8960727,195.0018158,-14.81813812,3415.376092,3554.606496
47.25,-126.17,6.8040028,138,181.3754142,195.5185349,-25.05021858,3412.956923,3552.083648
47.44,-126.38,6.4628758,106,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.44,-126.38,6.4628758,108,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.44,-126.38,6.4628758,112,186.1005917,200.6121679,-26.69879341,3389.776537,3527.909817
47.45,-126.36,6.5422029,109,184.9688747,199.3922029,-26.69879341,3395.220562,3533.587158
47.45,-126.36,6.5422029,118,184.9688747,199.3922029,-26.69879341,3395.220562,3533.587158
47.46,-126.33,6.8071642,102,181.3332919,195.473128,-26.69879341,3413.168996,3552.30481
47.46,-126.29,6.8071642,124,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.29,6.8071642,108,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.26,6.8071642,114,181.3332919,195.473128,-24.73423767,3413.168996,3552.30481
47.46,-126.22,7.0861001,122,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.22,7.0861001,117,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.22,7.0861001,89,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.19,7.0861001,118,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.18,7.0861001,139,177.7284762,191.5872195,-24.73423767,3431.69054,3571.620135
47.46,-126.16,7.0861001,57,177.7284762,191.5872195,-6.165018082,3431.69054,3571.620135
46.92,-129.35,0.17201395,169,1140.719392,1229.669332,-0.414426655,2645.160976,2751.38216
46.97,-129.77,1.6545141,36,367.8116007,396.4924663,-9.399166107,2950.197709,3069.491897
47,-130.1,2.691802,456,288.3627133,310.8483886,-1.554810882,3074.234921,3198.84499
46.92,-129.35,0.17201395,169,1140.719392,1229.669332,-0.414426655,2645.160976,2751.38216
46.97,-129.77,1.6545141,36,367.8116007,396.4924663,-9.399166107,2950.197709,3069.491897
47,-130.1,2.691802,456,288.3627133,310.8483886,-1.554810882,3074.234921,3198.84499
47.03,-130.78,4.5752077,396,221.1847863,238.4321247,-12.17156219,3248.64073,3380.725333
47.03,-130.36,3.4780302,142,253.6845302,273.466103,-9.699836731,3152.731721,3280.705938
47.02,-130.29,3.2211773,142,263.6048182,284.1599457,-9.683075905,3128.16735,3255.088808
47.02,-130.08,2.691802,251,288.3627133,310.8483886,-1.554810882,3074.234921,3198.84499
47.02,-129.75,1.6545141,109,367.8116007,396.4924663,-9.399166107,2950.197709,3069.491897
47.05,-129.92,1.9294288,209,340.6012838,367.160369,-0.326377809,2986.163582,3106.999164
46.98,-129.1,0.10327651,440,1472.176504,1586.972494,-2.68644762,2612.47832,2717.298819
46.98,-129.01,0.27250028,188,906.3108569,976.982309,-1.394784212,2682.705458,2790.535692
46.98,-128.91,0.52644795,301,652.0530633,702.8982413,-5.478029251,2753.948565,2864.832075
47.02,-128.77,0.80191773,281,528.318418,569.5151327,-7.069133759,2813.424508,2926.856986
47,-128.62,1.2944659,394,415.8295534,448.2547176,-10.06052589,2898.211091,3015.27728
47,-128.5,1.4704922,188,390.1479204,420.5705065,-5.500654221,2924.423485,3042.613063
45.1,-128.85,2.4179773,181.3,304.2527759,327.9775115,-8.75272274,3044.244632,3167.569402
45.01,-125.15,9.2965679,65.32,155.1669902,167.2664552,-23.75463867,3567.159579,3712.89499
46.77,-128.36,1.8929226,68,343.8699542,370.6839207,-9.52539444,2981.542333,3102.179862
46.77,-128.3,2.0580494,113,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.76,-128.29,2.0580494,88,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.76,-128.28,2.0580494,97,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.76,-128.26,2.0580494,50,329.7864149,355.5021885,-11.29348087,3002.106614,3123.625469
46.75,-128.26,2.1742797,47,320.8506721,345.8696628,-11.29348087,3016.090363,3138.208522
46.75,-128.25,2.1742797,91,320.8506721,345.8696628,-11.29348087,3016.090363,3138.208522
46.73,-128.23,2.4284899,68,303.5935274,327.2668568,-11.29348087,3045.42645,3168.80187
46.77,-128.35,2.0580494,55,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.77,-128.35,2.0580494,43,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.77,-128.34,2.0580494,62,329.7864149,355.5021885,-9.52539444,3002.106614,3123.625469
46.62,-127.83,3.3197627,104,259.661247,279.9088665,-8.589700699,3137.707559,3265.037883
46.62,-127.83,3.3197627,127,259.661247,279.9088665,-8.589700699,3137.707559,3265.037883
46.62,-127.83,3.3197627,123,259.661247,279.9088665,-8.589700699,3137.707559,3265.037883
46.62,-127.78,3.3197627,124,259.661247,279.9088665,-4.522679329,3137.707559,3265.037883
46.62,-127.78,3.3197627,117,259.661247,279.9088665,-4.522679329,3137.707559,3265.037883
46.62,-127.78,3.3197627,134,259.661247,279.9088665,-4.522679329,3137.707559,3265.037883
46.62,-127.78,3.3197627,165,259.661247,279.9088665,-4.522679329,3137.707559,3265.037883
46.62,-127.78,3.3197627,171,259.661247,279.9088665,-4.522679329,3137.707559,3265.037883
46.48,-127.25,4.6397758,159,219.6403673,236.7672764,-3.599548578,3253.904858,3386.215067
46.46,-127.2,4.6397758,131,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.46,-127.19,4.6397758,141,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.46,-127.19,4.6397758,167,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.45,-127.18,4.6397758,161,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.46,-127.18,4.6397758,131,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.46,-127.16,4.6397758,165,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.45,-127.16,4.6397758,161,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.45,-127.14,4.9049993,164,213.6196426,230.2770733,-3.048153639,3275.153155,3408.374005
46.48,-127.25,4.6397758,174,219.6403673,236.7672764,-3.599548578,3253.904858,3386.215067
46.45,-127.13,4.9049993,187,213.6196426,230.2770733,-3.048153639,3275.153155,3408.374005
46.45,-127.13,4.9049993,170,213.6196426,230.2770733,-3.048153639,3275.153155,3408.374005
46.45,-127.12,4.9049993,189,213.6196426,230.2770733,-3.048153639,3275.153155,3408.374005
46.44,-127.1,4.9191098,174,213.3130379,229.9465605,-6.245225906,3276.267319,3409.535918
46.47,-127.24,4.6397758,143,219.6403673,236.7672764,-3.599548578,3253.904858,3386.215067
46.47,-127.23,4.6397758,142,219.6403673,236.7672764,-3.599548578,3253.904858,3386.215067
46.47,-127.23,4.6397758,153,219.6403673,236.7672764,-3.599548578,3253.904858,3386.215067
46.46,-127.22,4.6397758,158,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.46,-127.21,4.6397758,167,219.6403673,236.7672764,-3.048153639,3253.904858,3386.215067
46.32,-126.62,5.9918666,119,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,106,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,130,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,143,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,119,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,117,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,126,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,139,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,130,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,133,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,124,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,144,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,149,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,146,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,139,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,156,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,165,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,144,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,158,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,135,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,129,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,167,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,162,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,144,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,143,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,146,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,137,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,116,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,126,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,113,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,119,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,124,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
46.32,-126.62,5.9918666,149,193.2767397,208.3478908,-16.66739845,3356.740135,3493.457569
