lat,long,age,q_ihfc,q_ps,q_stein,FA,ps_z,stein_z
47.72,-127.81,3.251128,172,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.8,3.251128,218,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.79,3.251128,269,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.79,3.251128,302,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.79,3.251128,971,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,1234,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,465,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,434,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,311,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.77,3.251128,227,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.77,3.251128,210,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.76,3.251128,197,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.76,-127.76,3.1612465,179,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151
47.7,-127.75,3.251128,178,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.75,3.251128,162,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.86,-127.7,3.1907601,217,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.86,-127.7,3.1907601,214,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.86,-127.7,3.1907601,245,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.86,-127.71,3.1907601,309,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.86,-127.71,3.1907601,392,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.72,3.1907601,564,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.72,3.1907601,1066,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.72,3.1907601,1003,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.73,3.1907601,335,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.73,3.1907601,214,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.87,-127.74,3.1907601,217,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.73,3.1907601,266,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.73,3.1907601,295,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.72,3.1907601,452,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.72,3.1907601,684,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.72,3.1907601,485,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.72,3.1907601,435,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.72,3.1907601,367,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.71,3.1907601,255,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.85,-127.7,3.1907601,208,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508
47.79,-127.85,3.1612465,220,266.091792,286.8408464,-0.58204329,3122.296309,3248.966151
47.92,-128.72,0.91232389,171,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.72,0.91232389,164,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.71,0.91232389,170,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.71,0.91232389,183,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.7,0.91232389,168,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.7,0.91232389,222,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.69,0.91232389,236,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.69,0.91232389,258,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.92,-128.68,0.91232389,276,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.67,0.91232389,284,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.67,0.91232389,296,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.66,0.91232389,313,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.66,0.91232389,328,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.65,0.91232389,338,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.65,0.91232389,345,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113
47.91,-128.64,1.1679138,342,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.9,-128.63,1.1679138,360,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.9,-128.63,1.1679138,351,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.9,-128.62,1.1679138,327,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.62,1.1679138,305,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.61,1.1679138,336,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.61,1.1679138,283,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.61,1.1679138,308,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.6,1.1679138,346,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.59,1.1679138,311,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.59,1.1679138,325,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.9,-128.58,1.1679138,330,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.58,1.1679138,357,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.57,1.1679138,616,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.57,1.1679138,783,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.57,1.1679138,497,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.56,1.1679138,697,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.56,1.1679138,759,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.56,1.1679138,499,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.55,1.1679138,381,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.89,-128.54,1.414219,358,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.89,-128.54,1.414219,324,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.89,-128.54,1.414219,228,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.89,-128.53,1.414219,175,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.89,-128.53,1.414219,217,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.88,-128.52,1.414219,262,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.52,1.414219,177,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.52,1.414219,173,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.53,1.414219,179,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.53,1.414219,180,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.53,1.414219,202,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.54,1.414219,213,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.54,1.414219,233,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.54,1.414219,247,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431
47.92,-128.55,1.1679138,267,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.55,1.1679138,278,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.55,1.1679138,282,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.55,1.1679138,374,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.55,1.1679138,539,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.56,1.1679138,453,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.56,1.1679138,450,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.56,1.1679138,380,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.57,1.1679138,290,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.57,1.1679138,287,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.57,1.1679138,308,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.58,1.1679138,257,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.58,1.1679138,251,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.58,1.1679138,240,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.58,1.1679138,238,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,245,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,242,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,248,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,256,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,274,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,280,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.59,1.1679138,280,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,265,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,259,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,255,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,249,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,245,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,252,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,258,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.6,1.1679138,266,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,268,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,274,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,281,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,285,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,294,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,289,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,290,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,299,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.93,-128.61,1.1679138,295,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.61,1.1679138,295,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,289,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,284,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,280,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,277,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,273,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.62,1.1679138,275,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.94,-128.63,1.1679138,293,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,293,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,295,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,291,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,289,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,272,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,269,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,264,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.63,1.1679138,267,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.94,-128.64,1.1679138,265,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721
47.91,-128.55,1.1679138,239,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.55,1.1679138,273,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.55,1.1679138,386,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.55,1.1679138,421,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.56,1.1679138,439,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.56,1.1679138,368,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.56,1.1679138,453,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.56,1.1679138,654,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.57,1.1679138,395,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.57,1.1679138,296,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.57,1.1679138,291,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.57,1.1679138,287,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.58,1.1679138,305,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.58,1.1679138,305,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.58,1.1679138,330,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.59,1.1679138,338,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.59,1.1679138,337,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.59,1.1679138,334,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.91,-128.59,1.1679138,321,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.6,1.1679138,309,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.6,1.1679138,309,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.6,1.1679138,308,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.92,-128.6,1.1679138,276,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721
47.72,-127.79,3.251128,1354,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.79,3.251128,2350,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.79,3.251128,3082,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.79,3.251128,1865,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,598,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,429,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,389,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,382,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,346,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,282,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.73,-127.78,3.251128,274,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.78,3.251128,279,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.78,3.251128,269,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.78,3.251128,268,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.77,3.251128,268,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.77,3.251128,270,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.77,3.251128,272,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.77,3.251128,291,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.69,-127.76,3.251128,150,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.76,3.251128,161,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.76,3.251128,160,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.77,3.251128,162,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.77,3.251128,164,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.77,3.251128,167,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,184,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,199,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,210,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,231,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,284,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,292,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,288,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.8,3.251128,234,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.8,3.251128,253,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.81,3.251128,227,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.7,-127.81,3.251128,182,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.74,3.4946105,162,253.0820072,272.816597,1.003651619,3154.285707,3282.326523
47.72,-127.75,3.251128,169,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.75,3.251128,173,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.76,3.251128,177,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.76,3.251128,183,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.77,3.251128,189,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.77,3.251128,208,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.77,3.251128,230,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,272,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.72,-127.78,3.251128,273,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.73,-127.78,3.251128,276,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.78,3.251128,278,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.79,3.251128,252,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.79,3.251128,232,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.79,3.251128,206,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.8,3.251128,186,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.8,3.251128,175,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.8,3.251128,188,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.73,-127.81,3.251128,185,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.73,-127.81,3.251128,186,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.73,-127.81,3.251128,192,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.73,-127.82,3.251128,180,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.73,-127.82,3.251128,172,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.73,-127.73,3.4946105,161,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523
47.73,-127.74,3.4946105,161,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523
47.74,-127.74,3.4946105,164,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523
47.74,-127.75,3.251128,170,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.75,3.251128,170,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.75,3.251128,179,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.76,3.251128,200,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.76,3.251128,220,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.77,3.251128,234,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.77,3.251128,266,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.77,3.251128,272,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.78,3.251128,272,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.78,3.251128,263,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.78,3.251128,229,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.74,-127.78,3.251128,204,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.79,3.251128,211,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.79,3.251128,221,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.8,3.251128,219,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.8,3.251128,214,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.8,3.251128,205,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288
47.75,-127.81,3.251128,205,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.81,3.251128,207,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.81,3.251128,200,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.82,3.251128,192,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.82,3.251128,172,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.82,3.251128,169,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.75,-127.83,3.251128,171,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288
47.69,-127.78,3.251128,200,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,212,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,233,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.78,3.251128,239,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,244,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,268,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,294,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.79,3.251128,306,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,311,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,261,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,235,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,233,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.81,3.251128,221,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.69,-127.81,3.251128,202,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.69,-127.81,3.251128,200,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.69,-127.8,3.251128,245,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.69,-127.8,3.251128,271,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.79,3.251128,278,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.79,3.251128,265,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.79,3.251128,272,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.75,3.251128,144,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.75,3.251128,169,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.75,3.251128,159,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.75,3.251128,167,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.76,3.251128,178,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.76,3.251128,176,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.76,3.251128,188,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.7,-127.77,3.251128,192,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.77,3.251128,203,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.77,3.251128,215,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.77,3.251128,222,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,234,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,339,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,436,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.78,3.251128,989,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.79,3.251128,590,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.8,3.251128,318,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.8,3.251128,252,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.8,3.251128,215,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.8,3.251128,212,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288
47.71,-127.81,3.251128,188,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.81,3.251128,192,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.81,3.251128,208,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.81,3.251128,167,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.82,3.251128,167,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
47.72,-127.82,3.251128,179,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288
