lat,lon,q,age
50.56,-130.85,15.0,1.5733372
50.55,-130.87,33.0,2.2212367
50.55,-130.88,20.0,2.2212367
50.54,-130.89,12.0,2.2212367
49.64,-130.04,274.0,0.81696123
49.63,-130.02,320.0,0.81696123
49.62,-130.0,81.0,0.81696123
49.62,-129.98,366.0,0.81696123
49.65,-130.06,327.0,0.68830746
49.65,-130.05,342.0,0.68830746
49.64,-130.04,393.0,0.81696123
49.64,-130.03,292.0,0.81696123
49.64,-130.03,344.0,0.81696123
49.63,-130.01,268.0,0.81696123
49.62,-130.0,188.0,0.81696123
49.62,-129.99,236.0,0.81696123
49.61,-129.98,194.0,0.81696123
49.6,-129.95,390.0,1.0505846
50.13,-130.44,723.0,0.64635819
49.18,-128.25,192.0,3.9386008
50.13,-130.44,386.0,0.64635819
49.18,-128.25,194.0,3.9386008
50.12,-130.43,704.0,0.64635819
49.66,-130.08,106.0,0.59459901
50.11,-130.41,218.0,0.64635819
49.01,-128.54,234.64,2.9651117
49.01,-128.54,234.64,2.9651117
49.03,-129.49,414.391,0.30543268
49.03,-129.36,134.918,0.60623562
49.03,-129.21,155.03,1.1776359
49.0,-129.12,134.918,1.4348531
49.01,-128.83,122.767,2.2600608
49.03,-128.69,165.924,2.5147243
49.01,-128.41,163.41,3.2341127
49.01,-128.41,163.41,3.2341127
49.02,-128.27,234.64,3.4966569
49.02,-128.27,234.64,3.4966569
49.09,-128.26,175.98,3.8800023
49.09,-128.26,175.98,3.8800023
49.07,-128.92,247.21,2.6050727
49.07,-128.92,247.21,2.6050727
49.08,-129.46,222.07,1.125061
49.08,-129.46,222.07,1.125061
49.08,-129.35,201.12,1.6374265
49.08,-129.35,201.12,1.6374265
49.18,-129.49,192.74,1.7575538
49.18,-129.49,192.74,1.7575538
49.17,-129.33,406.43,2.1800005
49.17,-129.33,406.43,2.1800005
49.19,-129.21,268.16,2.3781426
49.19,-129.21,268.16,2.3781426
49.09,-129.2,217.88,1.8879606
49.09,-129.2,217.88,1.8879606
49.08,-129.06,310.06,2.1360242
49.08,-129.06,310.06,2.1360242
49.19,-129.06,201.12,2.577539
49.19,-129.06,201.12,2.577539
49.2,-128.95,364.53,3.0559139
49.2,-128.95,364.53,3.0559139
49.19,-128.81,448.33,3.1512382
49.19,-128.81,448.33,3.1512382
49.1,-128.79,272.35,2.8598702
49.1,-128.79,272.35,2.8598702
49.08,-128.72,217.88,3.0358994
49.08,-128.72,217.88,3.0358994
49.08,-128.72,217.88,3.0358994
49.19,-128.72,540.51,3.2810533
49.19,-128.72,540.51,3.2810533
49.19,-128.72,540.51,3.2810533
49.18,-128.54,301.68,3.5768967
49.18,-128.54,301.68,3.5768967
49.18,-128.43,230.45,3.8025918
49.18,-128.43,230.45,3.8025918
49.18,-128.26,192.74,3.9386008
49.18,-128.26,192.74,3.9386008
49.07,-128.55,167.6,3.3163073
49.07,-128.55,167.6,3.3163073
49.07,-128.55,167.6,3.3163073
49.09,-128.55,213.69,3.3163073
49.09,-128.55,213.69,3.3163073
50.26,-128.82,59.0,2.7159307
50.48,-129.53,77.0,1.2588239
50.18,-129.38,90.0,1.5338509
50.45,-129.81,105.0,1.0826941
50.32,-129.74,135.0,0.80569011
50.33,-129.73,119.0,0.80569011
50.33,-129.72,125.0,0.80569011
50.33,-129.71,112.0,0.80569011
50.33,-129.7,127.0,0.80569011
50.34,-129.7,111.0,0.80569011
50.34,-129.69,122.0,0.80569011
50.33,-129.74,129.0,0.80569011
50.35,-129.65,121.0,1.0622153
50.31,-129.75,134.0,0.54671323
50.3,-129.79,109.0,0.54671323
50.29,-129.79,110.0,0.54671323
50.28,-129.8,118.0,0.54671323
50.26,-129.83,111.0,0.54671323
50.25,-129.85,105.0,0.54671323
50.25,-129.86,101.0,0.57892931
50.47,-129.69,95.0,1.2723374
50.44,-129.73,117.0,1.0622153
50.41,-129.8,130.0,0.7868275
50.4,-129.83,126.0,0.7868275
50.52,-129.47,61.0,1.2588239
50.53,-129.45,58.0,1.2588239
50.59,-129.36,23.0,1.3816251
50.34,-129.11,79.0,1.7557638
50.39,-129.63,120.0,1.2588239
50.38,-129.65,77.0,1.0622153
50.37,-129.66,111.0,1.0622153
49.77,-128.82,147.0,2.8893144
49.78,-128.81,125.0,2.8893144
49.81,-128.78,133.0,2.8893144
49.93,-128.63,38.0,3.2735121
49.83,-128.76,113.0,2.8893144
51.97,-131.53,104.0,3.7449136
51.95,-131.55,128.0,3.8910007
51.8,-131.25,98.0,2.4903505
49.67,-130.11,96.37,0.59459901
49.64,-130.04,326.82,0.81696123
49.64,-130.04,342.742,0.81696123
49.64,-130.03,392.603,0.81696123
49.63,-130.02,274.026,0.81696123
49.63,-130.02,291.624,0.81696123
49.63,-130.01,343.58,0.81696123
49.63,-130.01,320.535,0.81696123
49.62,-129.99,267.741,0.81696123
49.62,-129.99,188.131,0.81696123
49.67,-130.1,49.442,0.59459901
49.62,-129.98,81.286,0.81696123
49.61,-129.98,236.316,0.81696123
49.61,-129.98,366.625,0.81696123
49.61,-129.97,193.578,0.81696123
49.61,-129.97,100.141,0.81696123
49.61,-129.96,124.024,0.81696123
49.6,-129.96,272.35,0.81696123
49.6,-129.95,382.547,1.0505846
49.6,-129.95,389.67,1.0505846
49.67,-130.09,151.678,0.59459901
49.66,-130.08,160.058,0.59459901
49.66,-130.07,105.588,0.59459901
49.65,-130.06,533.387,0.68830746
49.65,-130.05,280.73,0.68830746
49.89,-128.3,71.23,3.5512867
50.26,-128.82,58.66,2.7159307
50.48,-129.53,79.61,1.2588239
50.18,-129.38,87.99,1.5338509
50.45,-129.81,104.75,1.0826941
50.9,-130.87,129.89,0.62095869
50.68,-131.01,16.341,1.8958869
50.73,-131.12,24.721,2.265857
50.73,-131.11,23.464,2.265857
50.73,-131.09,40.643,2.265857
50.73,-131.08,64.945,2.265857
50.47,-130.28,243.439,0.06584172
50.47,-130.27,146.65,0.06584172
50.48,-130.26,152.935,0.06584172
50.14,-130.45,440.369,0.64635819
50.11,-130.4,269.417,0.64635819
50.13,-130.45,724.032,0.64635819
50.13,-130.44,386.318,0.64635819
50.13,-130.44,739.954,0.64635819
50.13,-130.44,704.339,0.64635819
50.12,-130.42,381.709,0.64635819
50.12,-130.42,258.104,0.64635819
50.11,-130.41,217.88,0.64635819
51.27,-131.01,196.93,0.12469516
51.61,-130.85,171.79,0.98918939
51.38,-130.76,205.31,0.051265415
51.5,-130.61,159.22,0.3799772
51.23,-130.54,347.77,0.91700733
51.92,-129.97,45.0,0.54942942
51.59,-129.35,47.0,1.3081136
51.58,-130.29,84.0,0.54942942
51.51,-130.34,95.0,0.54942942
51.58,-130.35,75.0,0.54942942
51.54,-130.29,91.0,0.54942942
51.53,-130.27,85.0,0.54942942
51.55,-130.19,84.0,0.89558804
51.44,-130.43,71.0,0.54942942
51.42,-130.22,108.0,0.89558804
51.38,-130.12,83.0,1.238132
50.55,-131.62,91.0,4.6901741
50.61,-127.48,65.0,4.6360407
50.25,-130.3,63.0,0.41800436
50.35,-130.11,704.0,0.14511749
50.77,-130.61,201.0,0.047441658
50.66,-130.55,168.0,0.28813139
49.98,-129.54,159.0,1.449568
50.03,-129.72,352.0,1.1147752
50.07,-129.77,54.0,0.81750208
50.13,-129.83,80.0,0.81750208
50.13,-130.03,276.0,0.43329665
50.22,-130.15,197.0,0.035759509
51.92,-129.97,45.0,0.54942942
