lat,lon,age,q_ihfc,q_ps,q_stein,FA,ps_z,stein_z,z
47.79,-127.39,4.1103892,155.0,233.3561151,251.5525379,-4.742084503,3209.593318,3340.00446,-2629.0
47.79,-127.4,4.1103892,145.0,233.3561151,251.5525379,-4.742084503,3209.593318,3340.00446,-2630.0
47.84,-127.72,3.3711357,1164.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2660.0
47.84,-127.74,3.3711357,759.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2629.0
47.84,-127.75,3.1612465,310.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2664.0
47.84,-127.77,3.1612465,253.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2659.0
47.85,-127.78,2.9645884,194.0,274.7757845,296.2019911,-0.518282652,3102.629305,3228.456275,-2654.0
47.85,-127.79,2.9645884,213.0,274.7757845,296.2019911,-0.518282652,3102.629305,3228.456275,-2647.0
47.85,-127.8,2.9645884,209.0,274.7757845,296.2019911,-0.518282652,3102.629305,3228.456275,-2639.0
47.85,-127.81,2.9645884,237.0,274.7757845,296.2019911,3.526834726,3102.629305,3228.456275,-2634.0
47.85,-127.82,2.9645884,255.0,274.7757845,296.2019911,3.526834726,3102.629305,3228.456275,-2628.0
47.85,-127.83,2.9645884,258.0,274.7757845,296.2019911,3.526834726,3102.629305,3228.456275,-2619.0
47.86,-127.84,2.9645884,269.0,274.7757845,296.2019911,3.526834726,3102.629305,3228.456275,-2618.0
47.86,-127.87,2.6994836,213.0,287.9521412,310.4058013,3.526834726,3075.053685,3199.698843,-2614.0
47.86,-127.91,2.6994836,221.0,287.9521412,310.4058013,3.526834726,3075.053685,3199.698843,-2615.0
47.85,-127.63,3.4528952,1741.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2587.0
47.85,-127.64,3.4528952,366.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2645.0
47.85,-127.65,3.1907601,460.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2648.0
47.86,-127.67,3.1907601,215.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2655.0
47.86,-127.68,3.1907601,171.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2658.0
47.86,-127.7,3.1907601,202.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2660.0
47.86,-127.71,3.1907601,326.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2663.0
47.87,-127.72,3.1907601,1004.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2668.0
47.87,-127.73,3.1907601,253.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2668.0
47.87,-127.74,3.1907601,300.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2668.0
47.87,-127.62,3.4528952,720.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2605.0
47.9,-127.64,3.4528952,262.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2649.0
47.91,-127.64,3.4528952,225.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2651.0
47.92,-127.65,3.1907601,197.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2654.0
47.93,-127.65,3.1907601,157.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2656.0
47.94,-127.66,3.1907601,153.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2653.0
47.87,-127.69,3.1907601,196.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2661.0
47.88,-127.69,3.1907601,246.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2658.0
47.89,-127.7,3.1907601,223.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2663.0
47.9,-127.71,3.1907601,512.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2656.0
47.91,-127.71,3.1907601,429.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2664.0
47.92,-127.71,3.1907601,277.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2661.0
47.92,-127.72,3.1907601,340.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2660.0
47.93,-127.72,3.1907601,273.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2652.0
47.94,-127.73,3.1907601,277.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2640.0
47.95,-127.73,3.0129824,195.0,272.5601513,293.8135893,-0.518282652,3107.52806,3233.564977,-2634.0
47.96,-127.74,3.0129824,178.0,272.5601513,293.8135893,-0.881052673,3107.52806,3233.564977,-2627.0
47.76,-127.63,3.5786738,159.0,250.0918862,269.5933151,-0.419886947,3162.108405,3290.48448,-2649.0
47.83,-127.66,3.3711357,222.0,257.6751524,277.7679021,-0.419886947,3142.622847,3270.163826,-2652.0
47.84,-127.67,3.3711357,196.0,257.6751524,277.7679021,-0.419886947,3142.622847,3270.163826,-2654.0
47.85,-127.67,3.1907601,260.0,264.8582972,285.5111674,3.032176971,3125.19446,3251.988508,-2653.0
47.82,-127.49,3.8465323,208.0,241.2270285,260.0372019,-0.675474346,3186.440243,3315.85911,-2632.0
47.82,-127.51,3.8465323,216.0,241.2270285,260.0372019,-0.675474346,3186.440243,3315.85911,-2634.0
47.82,-127.52,3.8465323,146.0,241.2270285,260.0372019,-0.675474346,3186.440243,3315.85911,-2636.0
47.83,-127.53,3.8465323,132.0,241.2270285,260.0372019,-0.675474346,3186.440243,3315.85911,-2641.0
47.83,-127.54,3.8465323,132.0,241.2270285,260.0372019,-0.675474346,3186.440243,3315.85911,-2642.0
47.83,-127.55,3.5786738,160.0,250.0918862,269.5933151,-0.675474346,3162.108405,3290.48448,-2643.0
47.83,-127.56,3.5786738,251.0,250.0918862,269.5933151,-0.675474346,3162.108405,3290.48448,-2643.0
47.84,-127.57,3.5786738,275.0,250.0918862,269.5933151,-0.675474346,3162.108405,3290.48448,-2642.0
47.84,-127.58,3.5786738,393.0,250.0918862,269.5933151,-0.419886947,3162.108405,3290.48448,-2643.0
47.84,-127.59,3.5786738,237.0,250.0918862,269.5933151,-0.419886947,3162.108405,3290.48448,-2643.0
47.84,-127.6,3.5786738,197.0,250.0918862,269.5933151,-0.419886947,3162.108405,3290.48448,-2645.0
47.84,-127.61,3.5786738,253.0,250.0918862,269.5933151,-0.419886947,3162.108405,3290.48448,-2645.0
47.89,-127.49,3.7126944,221.0,245.5364981,264.6827112,-1.241449118,3174.392367,3303.294896,-2630.0
47.91,-127.59,3.4528952,205.0,254.6061914,274.4596325,3.032176971,3150.368866,3278.241818,-2641.0
47.72,-127.82,3.251128,184.0,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288,-2667.0
47.72,-127.81,3.251128,172.0,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288,-2669.0
47.72,-127.8,3.251128,218.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2669.0
47.71,-127.79,3.251128,269.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2666.0
47.71,-127.78,3.251128,1234.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2671.0
47.71,-127.77,3.251128,227.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2671.0
47.71,-127.76,3.251128,197.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2670.0
47.76,-127.76,3.1612465,179.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2663.0
47.7,-127.75,3.251128,178.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2667.0
47.85,-127.73,3.1907601,266.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2651.0
47.85,-127.72,3.1907601,452.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2661.0
47.85,-127.71,3.1907601,255.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2659.0
47.85,-127.7,3.1907601,208.0,264.8582972,285.5111674,-0.518282652,3125.19446,3251.988508,-2659.0
47.79,-127.85,3.1612465,220.0,266.091792,286.8408464,-0.58204329,3122.296309,3248.966151,-2628.0
47.92,-128.72,0.91232389,171.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2614.0
47.92,-128.71,0.91232389,170.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2613.0
47.92,-128.7,0.91232389,168.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2610.0
47.92,-128.69,0.91232389,236.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2604.0
47.92,-128.68,0.91232389,276.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2604.0
47.91,-128.67,0.91232389,284.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2609.0
47.91,-128.66,0.91232389,313.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2608.0
47.91,-128.65,0.91232389,338.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2605.0
47.91,-128.64,1.1679138,342.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2600.0
47.9,-128.63,1.1679138,360.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2602.0
47.9,-128.62,1.1679138,327.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2597.0
47.9,-128.61,1.1679138,336.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2596.0
47.9,-128.6,1.1679138,346.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2596.0
47.9,-128.59,1.1679138,311.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2603.0
47.9,-128.58,1.1679138,330.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2610.0
47.89,-128.58,1.1679138,357.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2616.0
47.89,-128.57,1.1679138,616.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2608.0
47.89,-128.56,1.1679138,697.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2618.0
47.89,-128.55,1.1679138,381.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2629.0
47.89,-128.54,1.414219,358.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2646.0
47.89,-128.53,1.414219,175.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2656.0
47.88,-128.52,1.414219,262.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2663.0
47.92,-128.52,1.414219,177.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2617.0
47.92,-128.53,1.414219,179.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2610.0
47.92,-128.54,1.414219,213.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2602.0
47.92,-128.55,1.1679138,267.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2590.0
47.93,-128.56,1.1679138,453.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2591.0
47.93,-128.57,1.1679138,290.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2586.0
47.93,-128.58,1.1679138,257.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2583.0
47.93,-128.59,1.1679138,245.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2582.0
47.93,-128.6,1.1679138,265.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2582.0
47.93,-128.61,1.1679138,268.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2583.0
47.94,-128.61,1.1679138,295.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2582.0
47.94,-128.62,1.1679138,289.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2585.0
47.94,-128.63,1.1679138,293.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2591.0
47.94,-128.64,1.1679138,265.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2594.0
47.91,-128.55,1.1679138,239.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2595.0
47.91,-128.56,1.1679138,439.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2589.0
47.91,-128.57,1.1679138,395.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2594.0
47.91,-128.58,1.1679138,305.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2595.0
47.91,-128.59,1.1679138,338.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2590.0
47.92,-128.6,1.1679138,309.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2585.0
47.72,-127.79,3.251128,1354.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2666.0
47.72,-127.78,3.251128,598.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2669.0
47.73,-127.78,3.251128,274.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2668.0
47.73,-127.77,3.251128,268.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2668.0
47.74,-127.77,3.251128,272.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2667.0
47.69,-127.76,3.251128,150.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2665.0
47.69,-127.77,3.251128,162.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2666.0
47.69,-127.78,3.251128,184.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2668.0
47.69,-127.79,3.251128,231.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2668.0
47.69,-127.8,3.251128,288.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2668.0
47.7,-127.8,3.251128,234.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2662.0
47.7,-127.81,3.251128,227.0,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288,-2667.0
47.72,-127.74,3.4946105,162.0,253.0820072,272.816597,1.003651619,3154.285707,3282.326523,-2668.0
47.72,-127.75,3.251128,169.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2669.0
47.72,-127.76,3.251128,177.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2671.0
47.72,-127.77,3.251128,189.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2671.0
47.73,-127.79,3.251128,252.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2668.0
47.73,-127.8,3.251128,186.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2667.0
47.73,-127.81,3.251128,185.0,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288,-2665.0
47.73,-127.82,3.251128,180.0,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288,-2665.0
47.73,-127.73,3.4946105,161.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2665.0
47.73,-127.74,3.4946105,161.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2667.0
47.74,-127.74,3.4946105,164.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2666.0
47.74,-127.75,3.251128,170.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2666.0
47.74,-127.76,3.251128,200.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2666.0
47.74,-127.78,3.251128,272.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2667.0
47.75,-127.79,3.251128,211.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2664.0
47.75,-127.8,3.251128,219.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2662.0
47.75,-127.81,3.251128,205.0,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288,-2662.0
47.75,-127.82,3.251128,192.0,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288,-2661.0
47.75,-127.83,3.251128,171.0,262.3877919,282.8480193,-0.58204329,3131.080962,3258.127288,-2658.0
47.69,-127.81,3.251128,221.0,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288,-2667.0
47.7,-127.79,3.251128,278.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2669.0
47.7,-127.76,3.251128,178.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2668.0
47.7,-127.77,3.251128,192.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2669.0
47.71,-127.8,3.251128,318.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2666.0
47.71,-127.81,3.251128,188.0,262.3877919,282.8480193,-3.409561634,3131.080962,3258.127288,-2669.0
47.73,-127.75,3.251128,177.0,262.3877919,282.8480193,-0.975069642,3131.080962,3258.127288,-2668.0
47.72,-127.64,3.5783212,138.0,250.1042077,269.6065974,-2.04963398,3162.075786,3290.450463,-2650.0
47.72,-127.65,3.4946105,171.0,253.0820072,272.816597,-2.04963398,3154.285707,3282.326523,-2650.0
47.72,-127.66,3.4946105,193.0,253.0820072,272.816597,-2.04963398,3154.285707,3282.326523,-2650.0
47.72,-127.67,3.4946105,200.0,253.0820072,272.816597,-2.04963398,3154.285707,3282.326523,-2651.0
47.72,-127.68,3.4946105,189.0,253.0820072,272.816597,-2.04963398,3154.285707,3282.326523,-2653.0
47.73,-127.69,3.4946105,255.0,253.0820072,272.816597,-0.419886947,3154.285707,3282.326523,-2654.0
47.73,-127.7,3.4946105,189.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2658.0
47.73,-127.71,3.4946105,177.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2660.0
47.73,-127.72,3.4946105,170.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2662.0
47.7,-127.78,3.251128,252.0,262.3877919,282.8480193,1.003651619,3131.080962,3258.127288,-2670.0
47.94,-128.59,1.1679138,228.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2582.0
47.94,-128.6,1.1679138,219.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2582.0
47.95,-128.61,0.97481376,257.0,479.1812693,516.5464137,-5.80466938,2845.5643,2960.374199,-2586.0
47.95,-128.62,0.97481376,277.0,479.1812693,516.5464137,-5.80466938,2845.5643,2960.374199,-2586.0
47.95,-128.63,0.97481376,234.0,479.1812693,516.5464137,-8.577288628,2845.5643,2960.374199,-2589.0
47.95,-128.64,0.97481376,226.0,479.1812693,516.5464137,-8.577288628,2845.5643,2960.374199,-2590.0
47.95,-128.65,0.74019408,192.0,549.9052365,592.7852277,-8.577288628,2801.120864,2914.026044,-2588.0
47.95,-128.58,0.97481376,201.0,479.1812693,516.5464137,-5.80466938,2845.5643,2960.374199,-2582.0
47.95,-128.59,0.97481376,206.0,479.1812693,516.5464137,-5.80466938,2845.5643,2960.374199,-2582.0
47.95,-128.6,0.97481376,236.0,479.1812693,516.5464137,-5.80466938,2845.5643,2960.374199,-2584.0
47.96,-128.57,0.97481376,220.0,479.1812693,516.5464137,-6.473732948,2845.5643,2960.374199,-2585.0
47.96,-128.58,0.97481376,204.0,479.1812693,516.5464137,-6.473732948,2845.5643,2960.374199,-2586.0
47.96,-128.59,0.97481376,209.0,479.1812693,516.5464137,-6.473732948,2845.5643,2960.374199,-2585.0
47.89,-128.67,0.91232389,329.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2623.0
47.89,-128.68,0.91232389,349.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2631.0
47.9,-128.69,0.91232389,298.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2623.0
47.9,-128.7,0.91232389,275.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2622.0
47.9,-128.71,0.91232389,214.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2624.0
47.9,-128.72,0.91232389,236.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2626.0
47.9,-128.73,0.91232389,211.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2628.0
47.91,-128.74,0.91232389,126.0,495.3203091,533.9439284,-8.577288628,2834.304766,2948.632113,-2624.0
47.91,-128.75,0.66285837,142.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2624.0
47.91,-128.76,0.66285837,185.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2619.0
47.91,-128.77,0.66285837,114.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2614.0
47.91,-128.78,0.66285837,141.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2608.0
47.92,-128.78,0.66285837,100.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2607.0
47.92,-128.79,0.66285837,83.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2602.0
47.92,-128.8,0.66285837,79.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2595.0
47.93,-128.84,0.66285837,130.0,581.0992123,626.4116178,-10.49689579,2784.956401,2897.168818,-2578.0
47.94,-128.57,1.1679138,252.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2585.0
47.94,-128.58,1.1679138,226.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2584.0
47.86,-128.49,1.414219,418.0,397.8343928,428.8563473,-8.135784149,2916.22329,3034.061431,-2663.0
47.86,-128.5,1.414219,393.0,397.8343928,428.8563473,-8.135784149,2916.22329,3034.061431,-2665.0
47.86,-128.51,1.414219,452.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2666.0
47.86,-128.52,1.414219,304.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2667.0
47.86,-128.53,1.414219,288.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2666.0
47.86,-128.54,1.414219,367.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2667.0
47.87,-128.54,1.414219,276.0,397.8343928,428.8563473,-5.80466938,2916.22329,3034.061431,-2666.0
47.87,-128.55,1.1679138,269.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2662.0
47.87,-128.56,1.1679138,302.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2650.0
47.87,-128.57,1.1679138,394.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2629.0
47.87,-128.58,1.1679138,448.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2619.0
47.88,-128.59,1.1679138,411.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2620.0
47.88,-128.6,1.1679138,474.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2609.0
47.88,-128.61,1.1679138,386.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2607.0
47.88,-128.62,1.1679138,283.0,437.7793418,471.9160858,-5.80466938,2878.245212,2994.455721,-2605.0
47.88,-128.63,1.1679138,280.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2607.0
47.89,-128.64,1.1679138,349.0,437.7793418,471.9160858,-8.577288628,2878.245212,2994.455721,-2609.0
47.75,-127.71,3.4946105,164.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2663.0
47.75,-127.72,3.4946105,158.0,253.0820072,272.816597,-0.975069642,3154.285707,3282.326523,-2664.0
47.76,-127.72,3.3711357,155.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2663.0
47.76,-127.73,3.3711357,157.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2662.0
47.76,-127.74,3.3711357,162.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2663.0
47.76,-127.75,3.1612465,204.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2664.0
47.76,-127.77,3.1612465,297.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2664.0
47.77,-127.77,3.1612465,245.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2660.0
47.77,-127.78,3.1612465,235.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2657.0
47.77,-127.79,3.1612465,213.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2657.0
47.77,-127.7,3.3711357,208.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2661.0
47.77,-127.71,3.3711357,205.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2660.0
47.77,-127.72,3.3711357,180.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2660.0
47.78,-127.73,3.3711357,196.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2659.0
47.78,-127.74,3.3711357,203.0,257.6751524,277.7679021,-0.975069642,3142.622847,3270.163826,-2660.0
47.78,-127.75,3.1612465,334.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2659.0
47.78,-127.76,3.1612465,361.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2658.0
47.78,-127.77,3.1612465,243.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2655.0
47.79,-127.77,3.1612465,229.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2654.0
47.79,-127.78,3.1612465,215.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2655.0
47.79,-127.79,3.1612465,193.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2654.0
47.79,-127.8,3.1612465,207.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2650.0
47.77,-127.8,3.1612465,193.0,266.091792,286.8408464,-0.975069642,3122.296309,3248.966151,-2656.0
47.77,-127.81,3.1612465,180.0,266.091792,286.8408464,-0.58204329,3122.296309,3248.966151,-2655.0
48.33,-129.5,1.0923868,252.24,452.6603315,487.9574513,0.952193856,2865.810583,2981.48818,-2581.0
48.71,-129.33,1.0676979,273.61,457.8639649,493.5668487,-25.78291321,2861.653139,2977.152559,-2811.0
48.81,-128.53,1.6490558,338.97,368.4198177,397.1481103,-8.860430717,2949.454487,3068.716822,-2279.0
48.7,-128.64,0.59841609,185.2,611.5881019,659.2779413,-31.13194656,2770.750754,2882.354358,-2532.0
48.82,-128.75,0.68546021,87.99,571.4385487,615.9976442,-29.66418266,2789.773835,2902.192714,-2530.0
48.33,-128.65,0.80387408,256.43,527.6751548,568.8217096,0.947541118,2813.806588,2927.255442,-2464.0
48.36,-128.57,1.033847,300.0,465.2994327,501.5821124,2.668863773,2855.873935,2971.125675,-2549.0
48.39,-128.44,1.3642263,272.35,405.0582202,436.6434675,-2.548873425,2908.800345,3026.320359,-2662.0
48.36,-128.25,1.6470286,274.86,368.6464777,397.3924446,5.411941528,2949.178142,3068.428634,-2575.0
48.48,-128.27,1.6329716,321.79,370.229775,399.0992028,8.752602577,2947.25722,3066.425387,-2513.0
48.46,-128.45,1.3784287,433.25,402.9660939,434.3882034,-4.410299301,2910.922761,3028.533737,-2576.0
48.46,-128.56,0.8665905,423.19,508.2222764,547.851953,8.065933228,2825.81795,2939.781576,-2373.0
48.45,-128.81,0.34311613,527.94,807.6814184,870.6620372,-13.25694942,2705.016404,2813.802821,-2436.0
48.47,-128.99,0.2075969,366.63,1038.365445,1119.334125,-29.15257072,2659.46981,2766.30423,-2925.0
48.47,-129.08,0.41323298,202.38,735.975185,793.3643629,-29.15257072,2724.9912,2834.63368,-2896.0
