lat,lon,t,bath
39.89,-119.06,16.215477,1539.0
39.91,-119.14,16.215477,1356.0
39.91,-119.06,16.215477,1356.0
39.93,-119.07,16.215477,1414.0
39.65,-119.26,16.215477,1449.0
39.82,-119.22,16.215477,1288.0
39.82,-119.92,16.524179,1288.0
39.84,-119.92,16.524179,1459.0
39.96,-119.16,16.215477,1300.0
39.95,-119.16,16.215477,1124.0
40.02,-119.22,16.215477,1297.0
39.67,-119.37,16.215477,1621.0
40.03,-119.15,16.215477,1111.0
40.06,-119.06,16.215477,1184.0
39.8,-119.01,16.215477,1160.0
39.8,-119.01,16.215477,1160.0
39.8,-119.01,16.215477,1160.0
45.78,-122.2,9.544672,705.0
45.77,-122.19,9.544672,696.0
45.77,-122.22,9.544672,1051.0
45.78,-122.2,9.544672,705.0
45.77,-122.2,9.544672,600.0
44.16,-122.24,9.8749847,406.0
42.23,-121.77,8.7200031,1270.0
42.8,-120.1,8.7200031,1619.0
39.37,-119.77,16.215477,883.0
42.24,-120.36,8.7200031,1734.0
39.38,-119.73,16.215477,847.0
39.38,-119.78,16.215477,847.0
39.76,-119.0,16.215477,1678.0
42.17,-122.69,8.7200031,904.0
42.17,-122.69,8.7200031,904.0
46.53,-122.82,9.6252508,176.0
38.89,-122.79,17.725136,903.0
44.76,-121.96,9.8749847,842.0
44.77,-121.93,9.8749847,880.0
44.77,-121.93,9.8749847,880.0
44.76,-121.96,9.8749847,842.0
44.76,-121.96,9.8749847,842.0
44.75,-121.89,9.8749847,1042.0
44.75,-121.89,9.8749847,1042.0
44.76,-121.99,9.8749847,958.0
44.8,-121.99,9.8749847,872.0
44.8,-121.99,9.8749847,872.0
44.82,-121.94,9.8749847,1359.0
44.82,-121.94,9.8749847,1359.0
44.69,-121.93,9.8749847,904.0
44.69,-121.93,9.8749847,904.0
44.69,-121.89,9.8749847,1104.0
44.69,-121.89,9.8749847,1104.0
44.67,-121.93,9.8749847,910.0
44.67,-121.93,9.8749847,910.0
44.75,-121.94,9.8749847,950.0
44.73,-121.97,9.8749847,1336.0
44.73,-121.97,9.8749847,1336.0
44.69,-121.99,9.8749847,666.0
37.45,-122.03,16.215477,22.0
44.15,-122.12,9.8749847,758.0
44.15,-122.12,9.8749847,758.0
44.35,-122.07,9.8749847,954.0
44.35,-122.07,9.8749847,954.0
44.31,-122.01,9.8749847,883.0
44.3,-122.01,9.8749847,966.0
44.27,-121.97,9.8749847,1137.0
44.15,-122.04,9.8749847,884.0
44.16,-122.0,9.8749847,643.0
44.46,-122.05,9.8749847,1394.0
44.44,-122.01,9.8749847,1046.0
44.42,-122.06,9.8749847,1157.0
44.42,-122.06,9.8749847,1157.0
43.3,-122.89,9.4671307,320.0
43.3,-122.89,9.4671307,320.0
40.39,-120.62,17.370102,1664.0
40.51,-120.66,17.50819,1786.0
40.45,-120.68,17.50819,1730.0
40.4,-120.63,17.370102,1680.0
40.41,-120.66,17.370102,1699.0
40.4,-120.64,17.370102,1680.0
40.39,-120.6,17.370102,1664.0
40.38,-120.61,17.370102,1650.0
40.37,-120.63,17.370102,1628.0
40.44,-120.64,17.370102,1728.0
40.43,-120.67,17.50819,1735.0
40.43,-120.67,17.50819,1735.0
41.62,-120.04,18.00329,1557.0
38.84,-121.84,17.088528,6.0
41.74,-120.08,18.00329,1432.0
39.46,-121.99,17.580811,27.0
41.66,-119.81,18.00329,1521.0
38.92,-121.61,17.088528,8.0
42.02,-120.3,18.00329,1488.0
44.84,-122.84,9.8749847,128.0
41.39,-119.79,17.50819,1567.0
40.06,-119.16,16.215477,1184.0
39.99,-119.03,16.215477,1313.0
40.0,-119.19,16.215477,1270.0
41.38,-119.79,17.50819,1571.0
40.08,-119.02,16.215477,1630.0
41.38,-119.78,17.50819,1571.0
41.39,-119.79,17.50819,1567.0
39.96,-119.03,16.215477,1300.0
39.95,-119.09,16.215477,1124.0
40.0,-119.19,16.215477,1270.0
41.38,-119.79,17.50819,1571.0
39.86,-119.16,16.215477,1625.0
41.39,-119.78,17.50819,1567.0
41.39,-119.78,17.50819,1567.0
41.39,-119.79,17.50819,1567.0
41.47,-119.79,17.50819,1464.0
41.37,-119.8,17.50819,1368.0
40.23,-119.0,16.215477,2091.0
41.38,-119.79,17.50819,1571.0
39.98,-119.11,16.215477,1258.0
40.04,-119.2,16.215477,990.0
40.01,-119.16,16.215477,1263.0
40.03,-119.04,16.215477,1111.0
41.39,-119.79,17.50819,1567.0
40.14,-119.04,16.215477,1597.0
39.95,-119.2,16.215477,1124.0
39.99,-119.29,16.215477,1313.0
39.92,-119.33,16.215477,1404.0
40.09,-119.1,16.215477,1698.0
40.06,-119.16,16.215477,1184.0
40.1,-119.04,16.215477,1742.0
41.38,-119.79,17.50819,1571.0
42.0,-123.76,8.7200031,842.0
39.16,-119.19,16.215477,706.0
39.17,-120.0,16.215477,750.0
39.2,-119.98,16.215477,890.0
39.15,-120.02,16.215477,622.0
39.07,-120.03,16.215477,563.0
39.1,-120.07,16.215477,644.0
46.54,-122.62,9.6252508,184.0
39.51,-119.77,16.215477,1000.0
40.42,-120.62,17.370102,1720.0
40.37,-120.6,17.370102,1628.0
40.41,-120.49,17.217102,1699.0
40.4,-120.47,17.217102,1680.0
40.41,-120.46,17.217102,1699.0
40.4,-120.44,17.217102,1680.0
38.8,-122.84,17.725136,706.0
40.33,-120.41,17.217102,1592.0
38.78,-122.82,17.725136,746.0
38.79,-122.81,17.725136,782.0
38.8,-122.84,17.725136,706.0
38.74,-122.7,17.580811,875.0
40.38,-120.63,17.370102,1650.0
38.73,-122.69,17.580811,822.0
40.41,-120.67,17.370102,1699.0
38.73,-122.7,17.580811,1009.0
40.46,-120.62,17.370102,1735.0
38.73,-122.71,17.580811,1003.0
38.73,-122.71,17.580811,1003.0
38.79,-122.83,17.725136,642.0
40.41,-120.46,17.217102,1699.0
38.81,-122.86,17.725136,444.0
38.81,-122.84,17.725136,399.0
38.81,-122.84,17.725136,399.0
38.8,-122.86,17.725136,676.0
38.8,-122.85,17.725136,696.0
38.89,-122.67,17.725136,583.0
38.88,-122.6,17.580811,431.0
38.75,-122.8,17.725136,836.0
38.75,-122.8,17.725136,836.0
38.75,-122.8,17.725136,836.0
38.75,-122.8,17.725136,836.0
38.75,-122.78,17.725136,646.0
38.76,-122.78,17.725136,774.0
38.74,-122.78,17.725136,702.0
38.74,-122.77,17.725136,658.0
38.74,-122.77,17.725136,658.0
38.79,-122.82,17.725136,855.0
38.73,-122.76,17.580811,707.0
38.73,-122.76,17.580811,707.0
38.74,-122.76,17.580811,665.0
38.74,-122.76,17.580811,665.0
38.74,-122.75,17.580811,704.0
38.75,-122.75,17.580811,786.0
38.73,-122.75,17.580811,687.0
38.74,-122.79,17.725136,723.0
38.74,-122.79,17.725136,723.0
38.73,-122.77,17.580811,629.0
38.73,-122.77,17.580811,629.0
38.73,-122.73,17.580811,927.0
38.73,-122.73,17.580811,927.0
38.78,-122.81,17.725136,939.0
38.79,-122.69,17.580811,541.0
38.8,-122.69,17.580811,713.0
38.78,-122.83,17.725136,640.0
38.9,-122.63,17.725136,511.0
38.92,-122.85,17.834578,466.0
38.79,-122.69,17.580811,541.0
38.73,-122.69,17.580811,822.0
38.77,-122.84,17.725136,834.0
38.77,-122.84,17.725136,834.0
38.77,-122.81,17.725136,748.0
38.77,-122.81,17.725136,748.0
45.3,-121.77,9.5414743,1176.0
47.12,-120.68,9.7773581,1217.0
42.0,-121.71,8.7200031,1243.0
40.03,-119.01,16.215477,1111.0
40.02,-119.02,16.215477,1297.0
40.02,-119.02,16.215477,1297.0
40.03,-119.02,16.215477,1111.0
40.02,-119.0,16.215477,1297.0
40.03,-119.01,16.215477,1111.0
39.99,-119.04,16.215477,1313.0
39.99,-119.04,16.215477,1313.0
39.99,-119.01,16.215477,1313.0
39.9,-119.22,16.215477,1377.0
39.97,-119.25,16.215477,1338.0
39.9,-119.13,16.215477,1377.0
40.03,-119.09,16.215477,1111.0
39.98,-119.03,16.215477,1258.0
39.98,-119.02,16.215477,1258.0
39.37,-119.71,16.215477,883.0
39.58,-119.52,16.215477,1266.0
39.57,-119.52,16.215477,1225.0
39.57,-119.54,16.215477,1225.0
39.57,-119.54,16.215477,1225.0
39.57,-119.51,16.215477,1225.0
39.53,-119.62,16.215477,1141.0
39.57,-119.55,16.215477,1225.0
39.58,-119.51,16.215477,1266.0
39.58,-119.53,16.215477,1266.0
39.59,-119.53,16.215477,1287.0
39.59,-119.49,16.215477,1287.0
39.58,-119.51,16.215477,1266.0
42.45,-121.47,8.7200031,1315.0
38.86,-122.89,17.834578,873.0
40.6,-119.42,16.676729,1743.0
40.63,-119.4,16.676729,1854.0
40.64,-119.37,16.676729,1838.0
40.64,-119.36,16.676729,1838.0
40.84,-119.31,16.815744,1556.0
38.82,-122.8,17.725136,859.0
38.85,-122.8,17.725136,793.0
38.83,-122.74,17.725136,806.0
38.83,-122.8,17.725136,780.0
38.84,-122.8,17.725136,921.0
38.83,-122.81,17.725136,702.0
38.83,-122.79,17.725136,953.0
38.83,-122.91,17.834578,303.0
38.81,-122.8,17.725136,852.0
38.75,-122.83,17.725136,667.0
38.75,-122.83,17.725136,667.0
38.79,-122.81,17.725136,782.0
38.77,-122.77,17.725136,930.0
38.84,-122.76,17.725136,795.0
38.81,-122.77,17.725136,1019.0
38.78,-122.67,17.580811,496.0
38.86,-122.75,17.725136,771.0
38.86,-122.67,17.725136,638.0
38.88,-122.72,17.725136,808.0
38.91,-122.68,17.725136,635.0
38.82,-122.79,17.725136,875.0
38.79,-122.8,17.725136,705.0
38.78,-122.75,17.725136,905.0
38.85,-122.78,17.725136,764.0
38.76,-122.82,17.725136,767.0
38.76,-122.82,17.725136,767.0
38.79,-122.76,17.725136,992.0
38.8,-122.77,17.725136,900.0
38.87,-122.81,17.725136,757.0
38.93,-122.69,17.725136,465.0
38.77,-122.9,17.725136,450.0
38.78,-122.77,17.725136,665.0
38.8,-122.77,17.725136,900.0
38.8,-122.76,17.725136,971.0
38.82,-122.76,17.725136,1022.0
38.84,-122.81,17.725136,928.0
38.84,-122.78,17.725136,833.0
38.86,-122.79,17.725136,737.0
38.87,-122.84,17.834578,920.0
38.92,-122.67,17.725136,601.0
38.91,-122.63,17.725136,444.0
38.93,-122.71,17.725136,559.0
38.93,-122.71,17.725136,559.0
38.86,-122.67,17.725136,638.0
38.89,-122.69,17.725136,742.0
38.83,-122.63,17.580811,448.0
38.89,-122.79,17.725136,903.0
38.74,-122.72,17.580811,992.0
38.76,-122.75,17.725136,934.0
38.83,-122.87,17.834578,399.0
38.7,-122.74,17.580811,210.0
38.7,-122.74,17.580811,210.0
38.68,-122.74,17.580811,135.0
38.89,-122.64,17.725136,548.0
38.99,-122.82,17.834578,413.0
38.99,-122.81,17.834578,424.0
38.97,-122.74,17.834578,427.0
38.77,-122.63,17.580811,390.0
38.94,-122.78,17.834578,582.0
38.86,-122.74,17.725136,875.0
38.8,-122.61,17.580811,349.0
38.91,-122.64,17.725136,478.0
38.87,-122.68,17.725136,719.0
39.06,-122.63,17.725136,466.0
38.75,-122.59,17.580811,341.0
38.77,-122.95,17.834578,237.0
38.91,-122.85,17.834578,473.0
38.94,-122.82,17.834578,515.0
38.91,-122.68,17.725136,635.0
38.94,-122.86,17.834578,473.0
38.93,-122.81,17.834578,545.0
44.56,-122.03,9.8749847,1164.0
38.99,-122.64,17.725136,554.0
45.91,-121.05,9.5405912,581.0
44.23,-122.18,9.8749847,670.0
40.7,-119.35,16.676729,1749.0
39.78,-119.0,16.215477,1604.0
39.76,-119.01,16.215477,1678.0
45.44,-121.72,9.5483627,1333.0
40.65,-119.37,16.676729,1753.0
40.65,-119.36,16.676729,1753.0
40.65,-119.36,16.676729,1753.0
40.65,-119.37,16.676729,1753.0
40.65,-119.37,16.676729,1753.0
45.29,-121.71,9.5414743,1189.0
42.1,-119.92,18.00329,1660.0
45.42,-121.77,9.5483627,952.0
43.71,-121.23,9.5827484,1956.0
43.71,-121.23,9.5827484,1956.0
42.19,-120.38,8.7200031,1576.0
45.67,-122.38,9.5560369,368.0
37.24,-122.07,16.352819,6.0
42.43,-121.37,8.7200031,1349.0
42.43,-121.37,8.7200031,1349.0
39.54,-119.78,16.215477,1209.0
47.24,-124.19,9.8133631,23.0
39.34,-119.6,16.215477,878.0
39.43,-119.69,16.215477,1006.0
39.43,-119.68,16.215477,1006.0
39.42,-119.67,16.215477,1008.0
39.4,-119.65,16.215477,873.0
39.4,-119.67,16.215477,873.0
39.53,-119.69,16.215477,1141.0
42.11,-121.87,8.7200031,1243.0
39.41,-119.75,16.215477,719.0
40.4,-120.62,17.370102,1680.0
38.78,-119.17,16.215477,296.0
38.77,-119.15,16.215477,220.0
38.78,-119.17,16.215477,296.0
38.77,-119.16,16.215477,220.0
38.78,-119.14,16.215477,296.0
38.77,-119.13,16.215477,220.0
38.77,-119.15,16.215477,220.0
38.76,-119.16,16.215477,222.0
38.77,-119.18,16.215477,220.0
38.77,-119.17,16.215477,220.0
38.75,-119.18,16.215477,425.0
38.76,-119.15,16.215477,222.0
38.77,-119.14,16.215477,220.0
38.78,-119.13,16.215477,296.0
38.78,-119.13,16.215477,296.0
38.77,-119.12,16.215477,220.0
38.79,-119.17,16.215477,415.0
38.77,-119.16,16.215477,220.0
38.79,-119.17,16.215477,415.0
38.8,-119.17,16.215477,447.0
38.8,-119.16,16.215477,447.0
38.81,-119.17,16.215477,385.0
38.81,-119.17,16.215477,385.0
38.81,-119.17,16.215477,385.0
38.82,-119.18,16.215477,396.0
38.75,-119.19,16.215477,425.0
38.74,-119.19,16.215477,425.0
38.75,-119.17,16.215477,425.0
38.74,-119.17,16.215477,425.0
38.75,-119.14,16.215477,425.0
38.76,-119.15,16.215477,222.0
38.8,-119.16,16.215477,447.0
38.82,-119.18,16.215477,396.0
38.82,-119.19,16.215477,396.0
45.77,-121.12,9.544672,651.0
43.8,-122.31,9.5827484,601.0
45.12,-120.85,9.68153,600.0
39.47,-119.63,16.215477,1233.0
46.62,-120.41,9.7773581,1217.0
44.44,-122.99,9.8749847,225.0
42.14,-122.73,8.7200031,1174.0
42.36,-121.98,8.7200031,1552.0
39.04,-122.43,17.580811,521.0
39.39,-119.72,16.215477,809.0
38.91,-122.78,17.725136,735.0
42.33,-120.52,8.7200031,1416.0
42.34,-120.52,8.7200031,1393.0
42.34,-120.52,8.7200031,1393.0
44.89,-122.69,9.8163719,396.0
44.89,-122.69,9.8163719,396.0
42.2,-121.73,8.7200031,1262.0
41.02,-119.56,17.088528,1554.0
46.83,-120.21,9.7773581,909.0
38.93,-119.07,16.215477,404.0
45.73,-122.44,9.5560369,258.0
44.85,-121.83,9.8163719,1256.0
42.24,-120.36,8.7200031,1734.0
42.24,-120.36,8.7200031,1734.0
42.01,-120.3,18.00329,1471.0
44.21,-121.03,9.8749847,1023.0
42.22,-120.35,8.7200031,1640.0
42.22,-120.35,8.7200031,1640.0
42.22,-120.34,8.7200031,1640.0
44.23,-120.97,9.8749847,992.0
42.22,-120.36,8.7200031,1640.0
42.21,-120.36,8.7200031,1599.0
42.04,-120.31,18.00329,1481.0
42.04,-120.31,18.00329,1481.0
42.21,-120.36,8.7200031,1599.0
42.02,-120.3,18.00329,1488.0
44.85,-121.83,9.8163719,1256.0
42.37,-120.45,8.7200031,1372.0
45.68,-119.84,9.5560369,508.0
45.7,-120.14,9.5560369,658.0
45.7,-120.14,9.5560369,658.0
45.7,-120.14,9.5560369,658.0
44.55,-122.81,9.8749847,142.0
42.82,-122.94,8.0320463,1017.0
45.47,-121.2,9.5407829,369.0
42.34,-120.54,8.7200031,1393.0
42.37,-120.57,8.7200031,1372.0
45.69,-120.13,9.5560369,662.0
42.33,-120.57,8.7200031,1416.0
42.36,-121.98,8.7200031,1552.0
42.33,-120.52,8.7200031,1416.0
43.54,-119.95,9.5357075,1414.0
42.33,-120.57,8.7200031,1416.0
40.84,-127.52,0.009965586,-3309.0
38.59,-127.27,31.536203,-4575.0
38.32,-124.03,19.94416,-3446.0
38.5,-124.26,20.470812,-3483.0
37.93,-123.83,20.19767,-3368.0
37.79,-124.28,22.031677,-3794.0
38.42,-126.14,27.247425,-4283.0
38.43,-126.33,28.011539,-4330.0
38.49,-126.79,29.741478,-4482.0
38.53,-127.06,30.950256,-4498.0
38.57,-127.21,31.244743,-4568.0
39.03,-130.0,30.501097,-4502.0
38.49,-126.72,29.393053,-4468.0
38.59,-127.52,32.307262,-4612.0
38.75,-128.98,30.290819,-4500.0
38.52,-127.14,30.950256,-4558.0
38.49,-126.72,29.393053,-4468.0
38.46,-126.48,28.539879,-4413.0
37.47,-123.84,21.01218,-3381.0
38.0,-124.89,23.57716,-3981.0
38.17,-125.47,25.24065,-3933.0
38.4,-126.04,26.842258,-4279.0
39.2,-121.06,16.815744,744.0
40.91,-127.45,0.047450688,-3305.0
40.91,-127.5,0.047450688,-3349.0
40.9,-127.51,0.047450688,-3343.0
40.9,-127.52,0.047450688,-3310.0
40.91,-127.54,0.047450688,-3325.0
40.91,-127.45,0.047450688,-3305.0
40.91,-127.55,0.27203998,-3311.0
40.91,-127.56,0.27203998,-3307.0
40.91,-127.46,0.047450688,-3348.0
40.91,-127.47,0.047450688,-3359.0
40.91,-127.49,0.047450688,-3345.0
41.0,-127.51,0.021391379,-3282.0
41.0,-127.51,0.021391379,-3282.0
41.0,-127.5,0.021391379,-3255.0
41.0,-127.55,0.27136731,-3238.0
41.0,-127.55,0.27136731,-3238.0
41.0,-127.54,0.021391379,-3289.0
41.0,-127.52,0.021391379,-3300.0
41.0,-127.52,0.021391379,-3300.0
40.96,-127.48,0.021391379,-3368.0
40.96,-127.49,0.021391379,-3372.0
40.96,-127.5,0.021391379,-3343.0
40.96,-127.52,0.021391379,-3310.0
40.96,-127.53,0.021391379,-3302.0
40.96,-127.42,0.23963241,-2930.0
40.96,-127.42,0.23963241,-2930.0
40.93,-127.5,0.047450688,-3342.0
40.94,-127.52,0.047450688,-3340.0
40.93,-127.54,0.047450688,-3324.0
40.93,-127.55,0.27203998,-3307.0
40.93,-127.56,0.27203998,-3310.0
40.94,-127.46,0.047450688,-3337.0
40.93,-127.47,0.047450688,-3347.0
40.93,-127.49,0.047450688,-3348.0
48.44,-128.47,1.1955065,-2572.0
48.44,-128.47,1.1955065,-2572.0
48.44,-128.46,1.1955065,-2582.0
48.44,-128.45,1.3642263,-2584.0
48.44,-128.45,1.3642263,-2584.0
48.44,-128.44,1.3642263,-2529.0
48.44,-128.43,1.3642263,-2557.0
48.44,-128.42,1.3642263,-2578.0
48.44,-128.42,1.3642263,-2578.0
48.44,-128.41,1.3642263,-2581.0
48.44,-128.4,1.3642263,-2583.0
48.43,-128.4,1.3642263,-2586.0
48.43,-128.39,1.3642263,-2581.0
50.14,-130.45,0.64635819,-2443.0
49.17,-128.25,3.9386008,-2457.0
49.12,-128.97,2.3481965,-2391.0
50.57,-130.82,1.5733372,-2567.0
48.46,-128.67,0.59159386,-2474.0
49.17,-128.25,3.9386008,-2457.0
49.11,-128.96,2.3481965,-2390.0
50.47,-130.27,0.06584172,-2495.0
50.57,-130.83,1.5733372,-2657.0
49.11,-128.96,2.3481965,-2390.0
50.56,-130.84,1.5733372,-2742.0
50.13,-130.43,0.64635819,-2426.0
49.11,-128.96,2.3481965,-2390.0
50.56,-130.85,1.5733372,-2764.0
49.66,-130.09,0.59459901,-2445.0
49.18,-128.25,3.9386008,-2455.0
49.1,-128.95,2.6050727,-2394.0
50.55,-130.87,2.2212367,-2677.0
49.1,-128.95,2.6050727,-2394.0
50.55,-130.88,2.2212367,-2676.0
50.12,-130.42,0.64635819,-2421.0
48.46,-128.64,0.8665905,-2459.0
49.1,-128.94,2.6050727,-2393.0
50.54,-130.89,2.2212367,-2678.0
50.12,-130.41,0.64635819,-2423.0
49.66,-130.07,0.59459901,-2402.0
49.09,-128.94,2.6050727,-2400.0
49.65,-130.06,0.68830746,-2408.0
49.09,-128.93,2.6050727,-2402.0
48.46,-128.62,0.8665905,-2400.0
49.09,-128.93,2.6050727,-2402.0
48.46,-128.61,0.8665905,-2345.0
50.14,-130.45,0.64635819,-2443.0
50.13,-130.44,0.64635819,-2431.0
50.13,-130.44,0.64635819,-2431.0
50.13,-130.43,0.64635819,-2426.0
50.12,-130.43,0.64635819,-2436.0
50.12,-130.42,0.64635819,-2421.0
50.12,-130.41,0.64635819,-2423.0
50.11,-130.41,0.64635819,-2421.0
50.11,-130.4,0.64635819,-2420.0
49.68,-130.11,0.59459901,-2428.0
49.67,-130.1,0.59459901,-2446.0
49.67,-130.1,0.59459901,-2446.0
49.66,-130.09,0.59459901,-2445.0
49.66,-130.08,0.59459901,-2434.0
49.66,-130.07,0.59459901,-2402.0
49.65,-130.06,0.68830746,-2408.0
49.65,-130.06,0.68830746,-2408.0
49.65,-130.05,0.68830746,-2398.0
49.64,-130.04,0.81696123,-2389.0
49.64,-130.04,0.81696123,-2389.0
49.64,-130.03,0.81696123,-2382.0
49.64,-130.03,0.81696123,-2382.0
49.63,-130.02,0.81696123,-2407.0
49.63,-130.01,0.81696123,-2395.0
49.62,-130.0,0.81696123,-2438.0
49.62,-130.0,0.81696123,-2438.0
49.62,-129.99,0.81696123,-2410.0
49.62,-129.98,0.81696123,-2408.0
49.61,-129.98,0.81696123,-2429.0
49.61,-129.97,0.81696123,-2428.0
49.61,-129.97,0.81696123,-2428.0
49.6,-129.96,0.81696123,-2450.0
49.6,-129.96,0.81696123,-2450.0
49.6,-129.95,1.0505846,-2449.0
48.46,-128.68,0.59159386,-2472.0
48.46,-128.67,0.59159386,-2474.0
48.46,-128.67,0.59159386,-2474.0
48.46,-128.66,0.59159386,-2475.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.61,0.8665905,-2345.0
48.46,-128.6,0.8665905,-2331.0
48.45,-128.59,0.8665905,-2406.0
48.45,-128.58,0.8665905,-2426.0
48.45,-128.57,0.8665905,-2373.0
48.45,-128.57,0.8665905,-2373.0
48.45,-128.56,0.8665905,-2390.0
48.45,-128.55,0.8665905,-2437.0
48.45,-128.53,1.1157724,-2432.0
48.45,-128.52,1.1157724,-2439.0
48.45,-128.52,1.1157724,-2439.0
48.45,-128.51,1.1157724,-2456.0
48.45,-128.5,1.1157724,-2488.0
48.45,-128.5,1.1157724,-2488.0
48.44,-128.49,1.1955065,-2539.0
48.44,-128.48,1.1955065,-2556.0
48.44,-128.47,1.1955065,-2572.0
48.44,-128.47,1.1955065,-2572.0
49.17,-128.25,3.9386008,-2457.0
49.17,-128.25,3.9386008,-2457.0
49.18,-128.25,3.9386008,-2455.0
49.18,-128.25,3.9386008,-2455.0
49.18,-128.25,3.9386008,-2455.0
49.12,-128.97,2.3481965,-2391.0
49.11,-128.96,2.3481965,-2390.0
49.11,-128.96,2.3481965,-2390.0
49.11,-128.96,2.3481965,-2390.0
49.1,-128.95,2.6050727,-2394.0
49.1,-128.95,2.6050727,-2394.0
49.1,-128.94,2.6050727,-2393.0
49.09,-128.94,2.6050727,-2400.0
49.09,-128.93,2.6050727,-2402.0
49.09,-128.93,2.6050727,-2402.0
50.73,-131.12,2.265857,-2606.0
50.73,-131.1,2.265857,-2598.0
50.73,-131.09,2.265857,-2597.0
50.73,-131.08,2.265857,-2596.0
50.47,-130.28,0.06584172,-2594.0
50.47,-130.27,0.06584172,-2495.0
50.48,-130.26,0.06584172,-2232.0
50.57,-130.82,1.5733372,-2567.0
50.57,-130.83,1.5733372,-2657.0
50.56,-130.84,1.5733372,-2742.0
50.56,-130.85,1.5733372,-2764.0
50.55,-130.87,2.2212367,-2677.0
50.55,-130.88,2.2212367,-2676.0
50.54,-130.89,2.2212367,-2678.0
49.64,-130.04,0.81696123,-2389.0
48.46,-128.6,0.8665905,-2331.0
48.45,-128.59,0.8665905,-2406.0
48.45,-128.58,0.8665905,-2426.0
49.63,-130.02,0.81696123,-2407.0
48.45,-128.57,0.8665905,-2373.0
48.45,-128.57,0.8665905,-2373.0
48.45,-128.56,0.8665905,-2390.0
48.45,-128.55,0.8665905,-2437.0
49.62,-130.0,0.81696123,-2438.0
49.62,-129.98,0.81696123,-2408.0
48.45,-128.53,1.1157724,-2432.0
48.45,-128.52,1.1157724,-2439.0
48.45,-128.52,1.1157724,-2439.0
48.45,-128.51,1.1157724,-2456.0
48.45,-128.5,1.1157724,-2488.0
48.45,-128.5,1.1157724,-2488.0
48.44,-128.49,1.1955065,-2539.0
48.44,-128.48,1.1955065,-2556.0
49.65,-130.06,0.68830746,-2408.0
49.65,-130.05,0.68830746,-2398.0
49.64,-130.04,0.81696123,-2389.0
49.64,-130.03,0.81696123,-2382.0
49.64,-130.03,0.81696123,-2382.0
49.63,-130.01,0.81696123,-2395.0
49.62,-130.0,0.81696123,-2438.0
49.62,-129.99,0.81696123,-2410.0
49.61,-129.98,0.81696123,-2429.0
49.6,-129.95,1.0505846,-2449.0
50.13,-130.44,0.64635819,-2431.0
49.18,-128.25,3.9386008,-2455.0
50.13,-130.44,0.64635819,-2431.0
49.18,-128.25,3.9386008,-2455.0
50.12,-130.43,0.64635819,-2436.0
49.66,-130.08,0.59459901,-2434.0
50.11,-130.41,0.64635819,-2421.0
48.36,-126.23,6.6210885,-1010.0
48.35,-126.24,6.6210885,-1034.0
48.35,-126.24,6.6210885,-1034.0
48.35,-126.25,6.40137,-1059.0
48.35,-126.25,6.40137,-1059.0
48.34,-126.26,6.5365396,-1042.0
48.32,-126.31,6.5365396,-1359.0
48.32,-126.33,6.5365396,-1305.0
48.31,-126.35,6.5365396,-1325.0
48.31,-126.37,6.2660885,-1402.0
48.3,-126.39,6.2660885,-1682.0
48.3,-126.42,6.2660885,-1885.0
48.29,-126.44,6.2660885,-2042.0
48.29,-126.46,5.9780002,-2080.0
48.28,-126.48,5.9780002,-2037.0
48.27,-126.5,5.9780002,-2104.0
48.27,-126.52,5.9780002,-2150.0
48.26,-126.55,5.7164354,-2058.0
48.26,-126.57,5.7164354,-2075.0
48.16,-126.61,5.7203693,-2503.0
48.15,-126.63,5.9089842,-2512.0
48.14,-126.64,5.9089842,-2520.0
48.14,-126.65,5.7152658,-2525.0
48.13,-126.66,5.7152658,-2525.0
48.13,-126.67,5.7152658,-2526.0
48.12,-126.68,5.7152658,-2525.0
48.12,-126.69,5.7152658,-2526.0
48.11,-126.7,5.7152658,-2527.0
48.11,-126.71,5.7152658,-2530.0
48.1,-126.72,5.7152658,-2519.0
48.09,-126.73,5.7152658,-2495.0
48.09,-126.74,5.7152658,-2494.0
48.08,-126.75,5.4567189,-2492.0
48.08,-126.76,5.4567189,-2496.0
48.07,-126.77,5.4567189,-2480.0
48.07,-126.78,5.4567189,-2482.0
48.56,-127.08,4.5077429,-2550.0
48.55,-127.09,4.3637662,-2561.0
48.55,-127.09,4.3637662,-2561.0
48.55,-127.1,4.3637662,-2562.0
48.55,-127.1,4.3637662,-2562.0
48.68,-126.84,5.752306,-1338.0
48.67,-126.86,5.5437579,-1270.0
48.67,-126.86,5.5437579,-1270.0
48.66,-126.87,5.5437579,-1331.0
48.66,-126.88,5.5437579,-1341.0
48.66,-126.89,5.5437579,-1316.0
48.65,-126.89,5.0980859,-1333.0
48.65,-126.9,5.0980859,-1295.0
48.64,-126.91,5.0980859,-1303.0
48.64,-126.92,5.0980859,-1343.0
48.64,-126.92,5.0980859,-1343.0
48.63,-126.93,5.0980859,-1581.0
48.63,-126.94,5.0980859,-1825.0
48.63,-126.95,4.8090472,-1992.0
48.62,-126.96,4.8090472,-2139.0
48.62,-126.96,4.8090472,-2139.0
