lat,lon,t,bath
48.34,-128.78,0.54432315,-2463.0
48.34,-128.78,0.54432315,-2463.0
48.35,-128.78,0.53057241,-2457.0
48.35,-128.78,0.53057241,-2457.0
48.36,-128.8,0.53057241,-2437.0
48.36,-128.81,0.53057241,-2439.0
48.36,-128.83,0.53057241,-2421.0
48.36,-128.83,0.53057241,-2421.0
48.36,-128.83,0.53057241,-2421.0
48.36,-128.84,0.53057241,-2407.0
48.36,-128.85,0.53057241,-2391.0
48.37,-128.86,0.25480604,-2362.0
48.37,-128.87,0.25480604,-2344.0
48.38,-128.88,0.25480604,-2311.0
48.38,-128.9,0.25480604,-2363.0
48.35,-128.77,0.53057241,-2460.0
48.36,-128.77,0.53057241,-2455.0
48.39,-128.77,0.53057241,-2427.0
48.41,-128.73,0.79336768,-2454.0
48.42,-128.73,0.79336768,-2449.0
48.41,-128.74,0.79336768,-2445.0
48.41,-128.75,0.53057241,-2429.0
48.42,-128.75,0.53057241,-2430.0
48.42,-128.77,0.53057241,-2437.0
48.42,-128.77,0.53057241,-2437.0
48.42,-128.78,0.53057241,-2444.0
48.42,-128.78,0.53057241,-2444.0
48.42,-128.79,0.53057241,-2439.0
48.42,-128.79,0.53057241,-2439.0
48.43,-128.8,0.53057241,-2424.0
48.43,-128.8,0.53057241,-2424.0
48.43,-128.81,0.53057241,-2411.0
48.43,-128.82,0.53057241,-2393.0
48.43,-128.83,0.53057241,-2348.0
48.43,-128.84,0.53057241,-2327.0
48.43,-128.85,0.53057241,-2314.0
48.43,-128.85,0.53057241,-2314.0
48.43,-128.85,0.53057241,-2314.0
48.43,-128.86,0.25480604,-2300.0
48.44,-128.76,0.53057241,-2464.0
48.44,-128.76,0.53057241,-2464.0
48.44,-128.77,0.53057241,-2465.0
48.44,-128.78,0.53057241,-2463.0
48.45,-128.78,0.34311613,-2469.0
48.45,-128.79,0.34311613,-2460.0
48.45,-128.79,0.34311613,-2460.0
48.46,-128.8,0.34311613,-2464.0
48.46,-128.81,0.34311613,-2449.0
48.46,-128.82,0.34311613,-2435.0
48.46,-128.82,0.34311613,-2435.0
48.46,-128.83,0.34311613,-2392.0
48.46,-128.84,0.34311613,-2351.0
48.46,-128.85,0.34311613,-2318.0
48.47,-128.86,0.15120271,-2286.0
48.47,-128.57,0.8665905,-2388.0
48.47,-128.58,0.8665905,-2396.0
48.47,-128.58,0.8665905,-2396.0
48.47,-128.59,0.8665905,-2364.0
48.47,-128.59,0.8665905,-2364.0
48.47,-128.6,0.8665905,-2299.0
48.47,-128.6,0.8665905,-2299.0
48.48,-128.61,0.8665905,-2337.0
48.48,-128.62,0.8665905,-2391.0
48.48,-128.62,0.8665905,-2391.0
48.48,-128.63,0.8665905,-2423.0
48.48,-128.63,0.8665905,-2423.0
48.48,-128.63,0.8665905,-2423.0
48.48,-128.64,0.8665905,-2453.0
48.48,-128.65,0.59159386,-2471.0
48.45,-128.61,0.8665905,-2374.0
48.46,-128.61,0.8665905,-2345.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.62,0.8665905,-2400.0
48.45,-128.63,0.8665905,-2362.0
48.45,-128.63,0.8665905,-2362.0
48.45,-128.63,0.8665905,-2362.0
48.45,-128.63,0.8665905,-2362.0
48.45,-128.64,0.8665905,-2440.0
48.45,-128.64,0.8665905,-2440.0
48.45,-128.65,0.59159386,-2478.0
48.45,-128.65,0.59159386,-2478.0
48.45,-128.65,0.59159386,-2478.0
48.45,-128.65,0.59159386,-2478.0
48.45,-128.66,0.59159386,-2475.0
48.43,-128.73,0.79336768,-2446.0
48.44,-128.73,0.79336768,-2436.0
48.44,-128.73,0.79336768,-2436.0
48.45,-128.73,0.59159386,-2453.0
48.45,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.7,0.59159386,-2450.0
48.47,-128.7,0.59159386,-2450.0
48.48,-128.7,0.59159386,-2438.0
48.48,-128.7,0.59159386,-2438.0
48.48,-128.69,0.59159386,-2453.0
48.49,-128.69,0.59159386,-2446.0
48.49,-128.69,0.59159386,-2446.0
48.5,-128.69,0.59159386,-2441.0
48.5,-128.69,0.59159386,-2441.0
48.51,-128.69,0.59159386,-2439.0
48.51,-128.68,0.59159386,-2454.0
48.45,-128.65,0.59159386,-2478.0
48.45,-128.66,0.59159386,-2475.0
48.45,-128.66,0.59159386,-2475.0
48.45,-128.66,0.59159386,-2475.0
48.45,-128.67,0.59159386,-2477.0
48.45,-128.67,0.59159386,-2477.0
48.45,-128.68,0.59159386,-2472.0
48.45,-128.68,0.59159386,-2472.0
48.45,-128.69,0.59159386,-2467.0
48.45,-128.69,0.59159386,-2467.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.47,-128.72,0.59159386,-2451.0
48.47,-128.72,0.59159386,-2451.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.48,-128.7,0.59159386,-2438.0
48.48,-128.7,0.59159386,-2438.0
48.48,-128.7,0.59159386,-2438.0
48.48,-128.69,0.59159386,-2453.0
48.48,-128.68,0.59159386,-2465.0
48.48,-128.67,0.59159386,-2476.0
48.48,-128.67,0.59159386,-2476.0
48.47,-128.73,0.59159386,-2492.0
48.47,-128.73,0.59159386,-2492.0
48.47,-128.73,0.59159386,-2492.0
48.47,-128.73,0.59159386,-2492.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.71,0.59159386,-2440.0
48.48,-128.68,0.59159386,-2465.0
48.48,-128.67,0.59159386,-2476.0
48.47,-128.68,0.59159386,-2469.0
48.47,-128.68,0.59159386,-2469.0
48.47,-128.68,0.59159386,-2469.0
48.47,-128.68,0.59159386,-2469.0
48.46,-128.68,0.59159386,-2472.0
48.46,-128.68,0.59159386,-2472.0
48.45,-128.68,0.59159386,-2472.0
48.45,-128.68,0.59159386,-2472.0
48.45,-128.68,0.59159386,-2472.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.44,-128.68,0.79336768,-2473.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.42,-128.68,0.79336768,-2473.0
48.42,-128.68,0.79336768,-2473.0
48.41,-128.68,0.79336768,-2472.0
48.41,-128.68,0.79336768,-2472.0
48.4,-128.68,0.79336768,-2470.0
48.4,-128.68,0.79336768,-2470.0
48.4,-128.68,0.79336768,-2470.0
48.38,-128.68,0.79336768,-2474.0
48.38,-128.68,0.79336768,-2474.0
48.42,-128.72,0.79336768,-2462.0
48.42,-128.71,0.79336768,-2464.0
48.42,-128.71,0.79336768,-2464.0
48.43,-128.7,0.79336768,-2474.0
48.43,-128.69,0.79336768,-2484.0
48.43,-128.69,0.79336768,-2484.0
48.44,-128.69,0.79336768,-2476.0
48.44,-128.68,0.79336768,-2473.0
48.45,-128.67,0.59159386,-2477.0
48.46,-128.66,0.59159386,-2475.0
48.44,-128.67,0.79336768,-2478.0
48.44,-128.67,0.79336768,-2478.0
48.45,-128.67,0.59159386,-2477.0
48.45,-128.66,0.59159386,-2475.0
48.45,-128.66,0.59159386,-2475.0
48.44,-128.66,0.79336768,-2475.0
48.44,-128.66,0.79336768,-2475.0
48.43,-128.66,0.79336768,-2477.0
48.43,-128.66,0.79336768,-2477.0
48.43,-128.66,0.79336768,-2477.0
48.43,-128.66,0.79336768,-2477.0
48.42,-128.66,0.79336768,-2469.0
48.42,-128.67,0.79336768,-2468.0
48.41,-128.67,0.79336768,-2465.0
48.41,-128.67,0.79336768,-2465.0
48.4,-128.67,0.79336768,-2464.0
48.4,-128.66,0.79336768,-2434.0
48.4,-128.66,0.79336768,-2434.0
48.41,-128.65,0.79336768,-2410.0
48.4,-128.64,1.033847,-2411.0
48.4,-128.64,1.033847,-2411.0
48.4,-128.64,1.033847,-2411.0
48.49,-128.63,0.8665905,-2431.0
48.49,-128.63,0.8665905,-2431.0
48.49,-128.63,0.8665905,-2431.0
48.49,-128.64,0.8665905,-2457.0
48.48,-128.64,0.8665905,-2453.0
48.48,-128.64,0.8665905,-2453.0
48.48,-128.64,0.8665905,-2453.0
48.48,-128.64,0.8665905,-2453.0
48.48,-128.64,0.8665905,-2453.0
48.47,-128.64,0.8665905,-2451.0
48.47,-128.64,0.8665905,-2451.0
48.47,-128.64,0.8665905,-2451.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.45,-128.64,0.8665905,-2440.0
48.45,-128.64,0.8665905,-2440.0
48.45,-128.64,0.8665905,-2440.0
48.44,-128.64,1.033847,-2368.0
48.44,-128.64,1.033847,-2368.0
48.44,-128.64,1.033847,-2368.0
48.44,-128.65,0.79336768,-2471.0
48.44,-128.65,0.79336768,-2471.0
48.43,-128.65,0.79336768,-2471.0
48.43,-128.65,0.79336768,-2471.0
48.43,-128.65,0.79336768,-2471.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.41,-128.65,0.79336768,-2410.0
48.41,-128.66,0.79336768,-2463.0
48.41,-128.66,0.79336768,-2463.0
48.41,-128.66,0.79336768,-2463.0
48.43,-128.69,0.79336768,-2484.0
48.43,-128.69,0.79336768,-2484.0
48.43,-128.69,0.79336768,-2484.0
48.43,-128.69,0.79336768,-2484.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.67,0.79336768,-2479.0
48.43,-128.66,0.79336768,-2477.0
48.43,-128.66,0.79336768,-2477.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.59,1.033847,-2441.0
48.42,-128.6,1.033847,-2397.0
48.42,-128.6,1.033847,-2397.0
48.42,-128.6,1.033847,-2397.0
48.42,-128.61,1.033847,-2368.0
48.42,-128.61,1.033847,-2368.0
48.42,-128.62,1.033847,-2366.0
48.42,-128.62,1.033847,-2366.0
48.42,-128.63,1.033847,-2395.0
48.42,-128.63,1.033847,-2395.0
48.42,-128.63,1.033847,-2395.0
48.42,-128.63,1.033847,-2395.0
48.42,-128.64,1.033847,-2377.0
48.42,-128.64,1.033847,-2377.0
48.42,-128.64,1.033847,-2377.0
48.42,-128.64,1.033847,-2377.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.65,0.79336768,-2420.0
48.42,-128.66,0.79336768,-2469.0
48.42,-128.66,0.79336768,-2469.0
48.42,-128.67,0.79336768,-2468.0
48.42,-128.67,0.79336768,-2468.0
48.42,-128.67,0.79336768,-2468.0
48.42,-128.68,0.79336768,-2473.0
48.42,-128.68,0.79336768,-2473.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.43,-128.68,0.79336768,-2481.0
48.44,-128.69,0.79336768,-2476.0
48.44,-128.69,0.79336768,-2476.0
48.44,-128.69,0.79336768,-2476.0
48.44,-128.7,0.79336768,-2465.0
48.44,-128.7,0.79336768,-2465.0
48.44,-128.7,0.79336768,-2465.0
48.44,-128.71,0.79336768,-2456.0
48.44,-128.71,0.79336768,-2456.0
48.44,-128.71,0.79336768,-2456.0
48.44,-128.72,0.79336768,-2449.0
48.45,-128.71,0.59159386,-2455.0
48.45,-128.71,0.59159386,-2455.0
48.45,-128.71,0.59159386,-2455.0
48.45,-128.71,0.59159386,-2455.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.47,-128.71,0.59159386,-2440.0
48.47,-128.7,0.59159386,-2450.0
48.47,-128.7,0.59159386,-2450.0
48.48,-128.7,0.59159386,-2438.0
48.47,-128.66,0.59159386,-2476.0
48.47,-128.66,0.59159386,-2476.0
48.47,-128.66,0.59159386,-2476.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.62,0.8665905,-2400.0
48.46,-128.61,0.8665905,-2345.0
48.46,-128.61,0.8665905,-2345.0
48.45,-128.61,0.8665905,-2374.0
48.45,-128.6,0.8665905,-2363.0
48.45,-128.6,0.8665905,-2363.0
48.45,-128.59,0.8665905,-2406.0
48.45,-128.59,0.8665905,-2406.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.63,0.8665905,-2346.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.64,0.8665905,-2459.0
48.46,-128.65,0.59159386,-2478.0
48.46,-128.66,0.59159386,-2475.0
48.46,-128.66,0.59159386,-2475.0
48.46,-128.66,0.59159386,-2475.0
48.46,-128.67,0.59159386,-2474.0
48.46,-128.67,0.59159386,-2474.0
48.46,-128.68,0.59159386,-2472.0
48.46,-128.68,0.59159386,-2472.0
48.46,-128.69,0.59159386,-2466.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.7,0.59159386,-2455.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.72,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
48.46,-128.71,0.59159386,-2447.0
47.88,-128.73,0.91232389,-2631.0
47.86,-128.67,0.91232389,-2632.0
47.86,-128.66,0.91232389,-2626.0
47.86,-128.66,0.91232389,-2626.0
47.85,-128.64,1.1679138,-2612.0
47.85,-128.64,1.1679138,-2612.0
47.85,-128.63,1.1679138,-2610.0
47.88,-128.72,0.91232389,-2639.0
47.88,-128.71,0.91232389,-2641.0
47.87,-128.71,0.91232389,-2644.0
47.87,-128.7,0.91232389,-2648.0
47.87,-128.7,0.91232389,-2648.0
47.87,-128.69,0.91232389,-2646.0
47.86,-128.68,0.91232389,-2648.0
47.86,-128.67,0.91232389,-2632.0
47.96,-128.81,0.50150979,-2588.0
47.92,-128.83,0.66285837,-2586.0
47.91,-128.82,0.66285837,-2587.0
47.9,-128.83,0.66285837,-2587.0
47.9,-128.83,0.66285837,-2587.0
47.96,-128.81,0.50150979,-2588.0
47.95,-128.81,0.50150979,-2587.0
47.94,-128.81,0.66285837,-2589.0
47.94,-128.81,0.66285837,-2589.0
47.93,-128.83,0.66285837,-2585.0
47.93,-128.82,0.66285837,-2587.0
47.93,-128.82,0.66285837,-2587.0
47.92,-128.82,0.66285837,-2588.0
47.89,-128.83,0.66285837,-2588.0
47.89,-128.83,0.66285837,-2588.0
47.88,-128.83,0.66285837,-2592.0
47.87,-128.83,0.66285837,-2562.0
47.87,-128.84,0.66285837,-2566.0
47.86,-128.84,0.66285837,-2552.0
47.99,-128.79,0.50150979,-2592.0
47.99,-128.8,0.50150979,-2580.0
47.98,-128.79,0.50150979,-2591.0
47.98,-128.8,0.50150979,-2590.0
47.97,-128.8,0.50150979,-2590.0
47.97,-128.81,0.50150979,-2586.0
47.97,-128.83,0.50150979,-2421.0
47.96,-128.82,0.50150979,-2543.0
47.93,-128.85,0.66285837,-2437.0
47.91,-128.8,0.66285837,-2594.0
47.94,-128.76,0.66285837,-2606.0
47.94,-128.82,0.66285837,-2587.0
47.96,-128.83,0.50150979,-2408.0
47.94,-128.77,0.66285837,-2607.0
47.91,-128.8,0.66285837,-2594.0
47.94,-128.78,0.66285837,-2607.0
47.91,-128.79,0.66285837,-2603.0
47.95,-128.78,0.50150979,-2606.0
47.9,-128.78,0.66285837,-2608.0
47.95,-128.79,0.50150979,-2599.0
47.95,-128.81,0.50150979,-2587.0
47.95,-128.81,0.50150979,-2587.0
47.95,-128.82,0.50150979,-2587.0
47.92,-128.84,0.66285837,-2584.0
47.92,-128.84,0.66285837,-2584.0
47.82,-128.67,1.1115648,-2682.0
47.88,-128.7,0.91232389,-2637.0
47.88,-128.7,0.91232389,-2637.0
47.89,-128.7,0.91232389,-2628.0
47.83,-128.67,1.1115648,-2673.0
47.84,-128.67,1.1115648,-2666.0
47.84,-128.68,1.1115648,-2662.0
47.85,-128.68,0.91232389,-2655.0
47.86,-128.68,0.91232389,-2648.0
47.87,-128.69,0.91232389,-2646.0
47.87,-128.69,0.91232389,-2646.0
47.88,-128.69,0.91232389,-2634.0
47.86,-128.64,1.1679138,-2618.0
47.9,-128.66,0.91232389,-2614.0
47.9,-128.67,0.91232389,-2619.0
47.87,-128.64,1.1679138,-2614.0
47.87,-128.64,1.1679138,-2614.0
47.88,-128.65,0.91232389,-2616.0
47.88,-128.65,0.91232389,-2616.0
47.89,-128.65,0.91232389,-2617.0
47.89,-128.66,0.91232389,-2619.0
47.89,-128.66,0.91232389,-2619.0
47.89,-128.66,0.91232389,-2619.0
47.92,-128.83,0.66285837,-2586.0
47.92,-128.82,0.66285837,-2588.0
47.92,-128.82,0.66285837,-2588.0
47.92,-128.81,0.66285837,-2590.0
47.91,-128.81,0.66285837,-2590.0
47.87,-127.62,3.4528952,-2605.0
47.92,-127.65,3.1907601,-2654.0
47.92,-127.65,3.1907601,-2654.0
47.93,-127.65,3.1907601,-2656.0
47.93,-127.66,3.1907601,-2657.0
47.94,-127.66,3.1907601,-2653.0
47.94,-127.66,3.1907601,-2653.0
47.95,-127.66,3.0129824,-2651.0
47.87,-127.62,3.4528952,-2605.0
47.88,-127.62,3.4528952,-2645.0
47.88,-127.63,3.4528952,-2647.0
47.89,-127.63,3.4528952,-2646.0
47.89,-127.64,3.4528952,-2648.0
47.9,-127.64,3.4528952,-2649.0
47.9,-127.64,3.4528952,-2649.0
47.91,-127.64,3.4528952,-2651.0
47.86,-127.68,3.1907601,-2658.0
47.9,-127.71,3.1907601,-2656.0
47.91,-127.71,3.1907601,-2664.0
47.91,-127.71,3.1907601,-2664.0
47.92,-127.71,3.1907601,-2661.0
47.92,-127.72,3.1907601,-2660.0
47.93,-127.72,3.1907601,-2652.0
47.93,-127.72,3.1907601,-2652.0
47.94,-127.73,3.1907601,-2640.0
47.95,-127.73,3.0129824,-2634.0
47.86,-127.68,3.1907601,-2658.0
47.96,-127.74,3.0129824,-2627.0
47.96,-127.74,3.0129824,-2627.0
47.87,-127.68,3.1907601,-2659.0
47.87,-127.69,3.1907601,-2661.0
47.88,-127.69,3.1907601,-2658.0
47.89,-127.7,3.1907601,-2663.0
47.89,-127.7,3.1907601,-2663.0
47.89,-127.7,3.1907601,-2663.0
47.9,-127.7,3.1907601,-2659.0
47.75,-127.62,3.5783212,-2648.0
47.79,-127.64,3.5786738,-2649.0
47.8,-127.64,3.5786738,-2647.0
47.8,-127.65,3.3711357,-2649.0
47.81,-127.65,3.3711357,-2651.0
47.81,-127.65,3.3711357,-2651.0
47.82,-127.65,3.3711357,-2653.0
47.82,-127.66,3.3711357,-2653.0
47.83,-127.66,3.3711357,-2652.0
47.83,-127.66,3.3711357,-2652.0
47.84,-127.67,3.3711357,-2654.0
47.75,-127.62,3.5783212,-2648.0
47.84,-127.67,3.3711357,-2654.0
47.85,-127.67,3.1907601,-2653.0
47.85,-127.67,3.1907601,-2653.0
47.86,-127.68,3.1907601,-2658.0
47.76,-127.62,3.5786738,-2648.0
47.76,-127.62,3.5786738,-2648.0
47.76,-127.63,3.5786738,-2649.0
47.77,-127.63,3.5786738,-2650.0
47.78,-127.63,3.5786738,-2655.0
47.78,-127.64,3.5786738,-2654.0
47.78,-127.64,3.5786738,-2654.0
47.82,-127.49,3.8465323,-2632.0
47.83,-127.55,3.5786738,-2643.0
47.83,-127.55,3.5786738,-2643.0
47.83,-127.56,3.5786738,-2643.0
47.84,-127.57,3.5786738,-2642.0
47.84,-127.58,3.5786738,-2643.0
47.84,-127.58,3.5786738,-2643.0
47.84,-127.59,3.5786738,-2643.0
47.84,-127.6,3.5786738,-2645.0
47.84,-127.6,3.5786738,-2645.0
47.84,-127.61,3.5786738,-2645.0
47.82,-127.49,3.8465323,-2632.0
47.82,-127.5,3.8465323,-2632.0
47.82,-127.5,3.8465323,-2632.0
47.82,-127.51,3.8465323,-2634.0
47.82,-127.51,3.8465323,-2634.0
47.82,-127.52,3.8465323,-2636.0
47.83,-127.53,3.8465323,-2641.0
47.83,-127.54,3.8465323,-2642.0
47.75,-127.22,4.6330013,-2617.0
47.76,-127.29,4.2658925,-2613.0
47.77,-127.3,4.2658925,-2610.0
47.77,-127.31,4.2658925,-2610.0
47.77,-127.33,4.2658925,-2613.0
47.75,-127.23,4.6330013,-2618.0
47.75,-127.24,4.6330013,-2616.0
47.75,-127.24,4.6330013,-2616.0
47.76,-127.25,4.2658925,-2618.0
47.76,-127.26,4.2658925,-2616.0
47.76,-127.27,4.2658925,-2613.0
47.76,-127.27,4.2658925,-2613.0
47.76,-127.28,4.2658925,-2612.0
47.77,-127.33,4.2658925,-2613.0
47.79,-127.4,4.1103892,-2630.0
47.79,-127.4,4.1103892,-2630.0
47.79,-127.41,4.1103892,-2631.0
47.78,-127.34,4.2658925,-2616.0
47.78,-127.35,4.2658925,-2620.0
47.78,-127.35,4.2658925,-2620.0
47.78,-127.36,4.1103892,-2623.0
47.78,-127.37,4.1103892,-2625.0
47.78,-127.37,4.1103892,-2625.0
47.78,-127.38,4.1103892,-2629.0
47.79,-127.39,4.1103892,-2629.0
47.84,-127.72,3.3711357,-2660.0
47.85,-127.81,2.9645884,-2634.0
47.85,-127.82,2.9645884,-2628.0
47.85,-127.82,2.9645884,-2628.0
47.85,-127.83,2.9645884,-2619.0
47.86,-127.84,2.9645884,-2618.0
47.86,-127.85,2.9645884,-2613.0
47.86,-127.86,2.6994836,-2613.0
47.86,-127.87,2.6994836,-2614.0
47.86,-127.88,2.6994836,-2614.0
47.86,-127.89,2.6994836,-2615.0
47.84,-127.74,3.3711357,-2629.0
47.86,-127.9,2.6994836,-2615.0
47.86,-127.91,2.6994836,-2615.0
47.84,-127.75,3.1612465,-2664.0
47.84,-127.76,3.1612465,-2663.0
47.84,-127.76,3.1612465,-2663.0
47.84,-127.77,3.1612465,-2659.0
47.85,-127.78,2.9645884,-2654.0
47.85,-127.79,2.9645884,-2647.0
47.85,-127.8,2.9645884,-2639.0
47.85,-127.63,3.4528952,-2587.0
47.86,-127.71,3.1907601,-2663.0
47.86,-127.71,3.1907601,-2663.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.73,3.1907601,-2668.0
47.87,-127.74,3.1907601,-2668.0
47.87,-127.74,3.1907601,-2668.0
47.85,-127.64,3.4528952,-2645.0
47.85,-127.65,3.1907601,-2648.0
47.85,-127.66,3.1907601,-2649.0
47.86,-127.67,3.1907601,-2655.0
47.86,-127.67,3.1907601,-2655.0
47.86,-127.68,3.1907601,-2658.0
47.86,-127.7,3.1907601,-2660.0
47.86,-127.7,3.1907601,-2660.0
47.86,-127.7,3.1907601,-2660.0
47.87,-127.73,3.1907601,-2668.0
47.87,-127.73,3.1907601,-2668.0
47.85,-127.74,3.1907601,-2652.0
47.85,-127.73,3.1907601,-2651.0
47.85,-127.73,3.1907601,-2651.0
47.85,-127.72,3.1907601,-2661.0
47.85,-127.72,3.1907601,-2661.0
47.85,-127.72,3.1907601,-2661.0
47.85,-127.72,3.1907601,-2661.0
47.85,-127.71,3.1907601,-2659.0
47.86,-127.7,3.1907601,-2660.0
47.85,-127.71,3.1907601,-2659.0
47.85,-127.7,3.1907601,-2659.0
47.86,-127.7,3.1907601,-2660.0
47.86,-127.71,3.1907601,-2663.0
47.86,-127.71,3.1907601,-2663.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.72,3.1907601,-2668.0
47.87,-127.73,3.1907601,-2668.0
47.79,-127.85,3.1612465,-2628.0
47.92,-128.72,0.91232389,-2614.0
47.92,-128.68,0.91232389,-2604.0
47.91,-128.67,0.91232389,-2609.0
47.91,-128.67,0.91232389,-2609.0
47.91,-128.66,0.91232389,-2608.0
47.91,-128.66,0.91232389,-2608.0
47.91,-128.65,0.91232389,-2605.0
47.91,-128.65,0.91232389,-2605.0
47.91,-128.64,1.1679138,-2600.0
47.91,-128.64,1.1679138,-2600.0
47.9,-128.63,1.1679138,-2602.0
47.92,-128.72,0.91232389,-2614.0
47.9,-128.63,1.1679138,-2602.0
47.9,-128.62,1.1679138,-2597.0
47.92,-128.71,0.91232389,-2613.0
47.92,-128.71,0.91232389,-2613.0
47.92,-128.7,0.91232389,-2610.0
47.92,-128.7,0.91232389,-2610.0
47.92,-128.69,0.91232389,-2604.0
47.92,-128.69,0.91232389,-2604.0
47.92,-128.68,0.91232389,-2604.0
47.9,-128.62,1.1679138,-2597.0
47.89,-128.57,1.1679138,-2608.0
47.89,-128.57,1.1679138,-2608.0
47.89,-128.56,1.1679138,-2618.0
47.89,-128.56,1.1679138,-2618.0
47.89,-128.56,1.1679138,-2618.0
47.89,-128.55,1.1679138,-2629.0
47.89,-128.55,1.1679138,-2629.0
47.89,-128.54,1.414219,-2646.0
