long,lat,FA,age,q_ihfc,q_ps,q_stein,ps_z,stein_z,bathy
-133.00000305999998,37.983334093,-20.522748947143555,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-5025.0
-133.00000305999998,38.10000076199999,-24.82463836669922,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-5037.0
-133.00000305999998,38.21666743099999,-31.192136764526367,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-5054.0
-133.00000305999998,38.33333409999999,-38.18661117553711,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-5046.0
-133.00000305999998,38.45000076899999,-32.16964340209961,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4910.0
-133.00000305999998,38.56666743799998,-5.413111686706543,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4436.0
-133.00000305999998,38.68333410699998,-6.761961936950684,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4612.0
-133.00000305999998,38.800000775999976,-8.06788158416748,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4604.0
-133.00000305999998,38.91666744499997,-10.967246055603027,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4657.0
-133.00000305999998,39.03333411399997,-12.074541091918944,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4664.0
-133.00000305999998,39.15000078299997,-11.849987983703612,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4584.0
-133.00000305999998,39.266667451999965,-17.66402816772461,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4682.0
-133.00000305999998,39.38333412099996,-28.812185287475582,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4739.0
-133.00000305999998,39.50000078999996,-29.010969161987305,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4421.0
-133.00000305999998,39.61666745899996,-31.161563873291016,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4585.0
-133.00000305999998,39.73333412799995,-39.56789016723633,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4644.0
-133.00000305999998,39.85000079699995,-55.31192398071289,33.939312,19.0,81.20993106488804,87.54244237281117,4539.010966130393,423035.06814717053,-4770.0
-133.00000305999998,39.96666746599995,-64.81707763671875,10.360166,40.2,146.98645031117002,158.44802091591842,3626.552411119873,41776.55943485793,-4646.0
